N	2gram	Propp_Isto_5	EvropaiC
1	таким образом	9	32
2	в том	6	31
3	и в	25	24
4	том что	8	20
5	все эти	8	19
6	не может	6	18
7	то что	7	17
8	может быть	17	15
9	все же	10	15
10	точки зрения	2	13
11	до сих	2	12
12	сих пор	2	12
13	самом деле	2	12
14	в этом	10	12
15	все это	4	11
16	с этим	5	11
17	отношению к	2	10
18	мы знаем	8	10
19	как бы	2	10
20	из себя	4	10
21	по отношению	2	10
22	во всех	2	10
23	на то	2	9
24	друг с	2	9
25	как и	7	9
26	того же	2	9
27	с другом	2	9
28	что в	8	9
29	не в	6	8
30	так же	5	8
31	знаем что	6	8
32	если бы	2	8
33	и все	3	8
34	ясно что	5	8
35	не менее	4	7
36	но и	13	7
37	и не	11	7
38	и что	8	7
39	о том	7	7
40	что он	22	7
41	о которых	2	7
42	по существу	2	7
43	того чтобы	3	7
44	для того	3	7
45	с другой	9	6
46	так что	2	6
47	в этой	3	6
48	несмотря на	2	6
49	того что	2	6
50	и на	8	6
51	так как	11	6
52	с ним	4	6
53	и при	2	6
54	еще не	8	6
55	что и	6	6
56	мы можем	2	6
57	в европе	3	6
58	только в	7	6
59	вместе с	22	6
60	этих народов	2	5
61	что это	5	5
62	что все	4	5
63	у него	2	5
64	в целом	3	5
65	другой стороны	8	5
66	и с	3	5
67	потому что	7	5
68	его в	9	5
69	к этому	2	5
70	в то	3	5
71	что при	3	5
72	в его	12	5
73	не только	13	5
74	и для	2	5
75	но все	5	5
76	в которой	4	5
77	никогда не	3	4
78	этом случае	7	4
79	тем не	4	4
80	что его	3	4
81	в дальнейшем	4	4
82	одним из	2	4
83	из них	2	4
84	связи с	8	4
85	социальной жизни	2	4
86	мы должны	4	4
87	мы уже	4	4
88	он не	4	4
89	выше мы	2	4
90	оказывается что	2	4
91	совершенно не	2	4
92	то же	4	4
93	в течение	2	4
94	из которых	2	4
95	в виде	9	4
96	представление об	2	4
97	состоит из	3	4
98	же как	4	3
99	с одной	7	3
100	в этих	6	3
101	представление о	17	3
102	вопрос о	2	3
103	ее и	3	3
104	для нас	5	3
105	как у	2	3
106	очевидно что	2	3
107	уже и	2	3
108	указывают на	2	3
109	это представление	2	3
110	в нем	7	3
111	на этой	4	3
112	данном случае	2	3
113	и других	2	3
114	образом в	2	3
115	и по	2	3
116	а в	3	3
117	это не	6	3
118	в истории	4	3
119	что мы	2	3
120	при помощи	7	3
121	и потому	2	3
122	с тем	8	3
123	прежде всего	6	3
124	таким же	2	3
125	во всем	2	3
126	даже в	2	3
127	в данном	3	3
128	в связи	4	3
129	и вообще	3	3
130	и это	4	3
131	в частности	7	2
132	что у	4	2
133	но так	2	2
134	с этой	2	2
135	как мы	5	2
136	мы и	2	2
137	совершенно ясно	4	2
138	такой же	2	2
139	на этом	3	2
140	в свою	3	2
141	одной стороны	7	2
142	и сам	2	2
143	к нему	3	2
144	от себя	2	2
145	том чтобы	2	2
146	но для	2	2
147	в ней	5	2
148	только один	3	2
149	мы видели	7	2
150	на том	3	2
151	показывают что	3	2
152	эти примеры	2	2
153	в одно	2	2
154	они не	3	2
155	в которых	3	2
156	на нее	2	2
157	из нее	2	2
158	тогда когда	2	2
159	должен быть	2	2
160	вовсе не	2	2
161	со своими	2	2
162	а затем	7	2
163	только тогда	2	2
164	то в	2	2
165	одна из	2	2
166	но не	5	2
167	тех же	2	2
168	она не	2	2
169	жизни и	2	2
170	и из	3	2
171	никто не	3	2
172	на него	8	2
173	что представление	2	2
174	в себя	3	2
175	ту же	2	2
176	все его	2	2
177	из него	2	2
