N	2gram	Losev_Prob_2	Psycholo
1	и в	35	38
2	то что	38	35
3	в том	12	25
4	в самом	5	25
5	самом деле	4	21
6	что в	11	20
7	может быть	18	19
8	и что	13	18
9	на то	6	16
10	что она	4	16
11	точки зрения	2	16
12	в ней	2	15
13	то есть	39	15
14	если бы	4	14
15	том что	19	14
16	как бы	4	14
17	и т	6	14
18	потому что	13	14
19	в этой	9	13
20	и мы	2	13
21	в этом	17	13
22	было бы	8	12
23	не только	24	12
24	таким образом	4	12
25	не в	2	12
26	что он	4	11
27	то же	5	10
28	же самое	6	10
29	и не	37	10
30	и все	5	10
31	о которых	3	9
32	того чтобы	2	9
33	все же	8	8
34	с тем	3	8
35	перед нами	2	8
36	с этим	5	8
37	вовсе не	37	8
38	для нас	9	8
39	как и	5	8
40	так что	11	8
41	и как	4	8
42	как раз	8	8
43	из этого	2	8
44	но только	4	8
45	для того	3	8
46	и то	10	8
47	и это	5	8
48	с другой	6	7
49	а не	10	7
50	мы можем	6	7
51	никак не	11	7
52	не может	13	7
53	как мы	5	7
54	а в	4	7
55	заключается в	4	7
56	мы уже	3	7
57	с и	2	6
58	и здесь	4	6
59	к тому	3	6
60	с самого	3	6
61	до сих	4	6
62	она не	3	6
63	один из	3	6
64	и если	3	6
65	не имеет	7	6
66	указывает на	5	6
67	тому что	3	6
68	он не	2	6
69	с одной	5	6
70	так как	7	6
71	если мы	9	6
72	и на	5	6
73	самого начала	2	6
74	о том	18	6
75	ясно что	8	6
76	казалось бы	7	5
77	в своем	4	5
78	одной стороны	5	5
79	несмотря на	3	5
80	совершенно не	2	5
81	вместе с	2	5
82	но и	16	5
83	сих пор	4	5
84	другой стороны	5	5
85	в той	2	5
86	или в	2	5
87	мы не	7	5
88	о котором	3	5
89	в его	7	5
90	могли бы	3	5
91	что если	4	4
92	мы могли	2	4
93	в тех	2	4
94	что они	3	4
95	по своему	5	4
96	при этом	3	4
97	не можем	4	4
98	что с	2	4
99	и для	6	4
100	конечно не	2	4
101	во всех	2	4
102	но если	4	4
103	речь идет	2	4
104	что и	2	4
105	в целом	3	4
106	т д	6	4
107	все эти	7	4
108	при помощи	8	4
109	здесь мы	3	4
110	того что	12	4
111	из которых	2	4
112	и даже	11	4
113	в своих	3	4
114	сказать что	24	4
115	мы все	3	4
116	только в	14	4
117	как будто	6	4
118	одна из	3	4
119	в себе	5	4
120	не то	2	4
121	в виду	8	4
122	как только	3	3
123	как на	2	3
124	она должна	2	3
125	были бы	2	3
126	что под	2	3
127	в них	2	3
128	из этих	3	3
129	что все	6	3
130	в такой	2	3
131	и к	3	3
132	ни в	6	3
133	и конечно	2	3
134	но это	6	3
135	совсем не	7	3
136	тот же	4	3
137	и о	4	3
138	в основе	3	3
139	и этот	3	3
140	был бы	6	3
141	и значение	4	3
142	все это	4	3
143	то и	4	3
144	это только	3	3
145	и только	4	3
146	бы не	3	3
147	одновременно и	3	3
148	что не	5	3
149	не так	2	3
150	в таком	11	3
151	и тем	4	3
152	тем что	4	3
153	далеко не	4	3
154	в то	6	3
155	бы в	3	3
156	на это	2	3
157	его в	3	3
158	здесь не	2	3
159	едва ли	9	3
160	имеет никакого	2	3
161	в плане	2	3
162	но в	6	3
163	и которые	2	3
164	в общем	4	2
165	в данном	10	2
166	не могут	4	2
167	всех этих	4	2
168	и более	5	2
169	в этих	4	2
170	отнюдь не	5	2
171	при таком	2	2
172	между собой	5	2
173	хотя бы	12	2
174	что всякое	2	2
175	на самом	4	2
176	во всяком	13	2
177	на всю	2	2
178	что оно	2	2
179	утверждать что	2	2
180	и ее	2	2
181	уже давно	5	2
182	или не	2	2
183	как же	4	2
184	при такой	2	2
185	уже не	8	2
186	у нас	18	2
187	в нее	2	2
188	без всякой	5	2
189	есть в	4	2
190	есть именно	5	2
191	только то	3	2
192	под этим	5	2
193	ли это	2	2
194	сама собой	4	2
195	мы в	3	2
196	сам собой	2	2
197	по преимуществу	2	2
198	и той	4	2
199	большей частью	3	2
200	по самому	3	2
201	совпадает с	2	2
202	всяком случае	10	2
203	для этого	3	2
204	но мы	3	2
205	то это	3	2
206	не совпадает	2	2
207	не знаем	3	2
208	все другие	2	2
209	нас на	2	2
210	данном случае	5	2
211	что же	9	2
212	внимание на	3	2
213	так же	5	2
214	нами в	2	2
215	в виде	6	2
216	должны были	3	2
217	еще и	5	2
218	не просто	11	2
219	одной и	2	2
220	для всех	2	2
221	и наконец	3	2
222	и по	3	2
223	есть только	8	2
224	нам в	2	2
225	той же	2	2
226	в качестве	2	2
227	в конце	7	2
228	их в	4	2
229	и следовательно	4	2
230	заставляет нас	2	2
231	и ничего	2	2
232	представляет собой	2	2
233	но как	6	2
234	в истории	3	2
235	когда мы	6	2
236	ничего не	10	2
237	это будет	3	2
238	и действительно	2	2
