N	2gram	Vygotskiy__3	KulturaY
1	и т	14	33
2	в том	25	30
3	и в	38	24
4	потому что	14	23
5	том что	14	21
6	т п	5	18
7	что в	20	17
8	того чтобы	9	17
9	для того	8	16
10	было бы	12	15
11	т д	4	14
12	в этом	13	14
13	точки зрения	16	14
14	может быть	19	13
15	все же	8	12
16	таким образом	12	12
17	в его	5	12
18	и не	10	12
19	не в	12	11
20	только в	4	11
21	вовсе не	8	10
22	в силу	2	10
23	в самом	25	10
24	у нас	2	10
25	не только	12	10
26	хотя бы	2	10
27	если бы	14	9
28	то что	35	9
29	самом деле	21	9
30	того что	4	9
31	с точки	9	9
32	о том	6	9
33	так как	6	9
34	то же	10	8
35	уже не	2	8
36	а не	7	8
37	как раз	8	8
38	тем что	3	8
39	в них	3	7
40	с другой	7	7
41	в качестве	2	7
42	как бы	14	7
43	вместе с	5	7
44	не может	7	7
45	бы в	3	7
46	в какой	5	6
47	что он	11	6
48	при этом	4	6
49	в ней	15	6
50	но и	5	6
51	что же	2	6
52	все это	3	6
53	другой стороны	5	6
54	все эти	4	6
55	в которых	6	6
56	в которой	5	6
57	еще и	2	5
58	с тем	8	5
59	что это	10	5
60	к тому	6	5
61	что не	3	5
62	например в	2	5
63	всяком случае	2	5
64	и что	18	5
65	целый ряд	2	5
66	в виду	4	5
67	не просто	2	5
68	в той	5	5
69	а в	7	5
70	и его	6	5
71	во всяком	2	5
72	между тем	7	5
73	так сказать	5	5
74	с ним	2	5
75	в этих	2	4
76	к себе	2	4
77	из области	3	4
78	что эти	4	4
79	на то	16	4
80	в нем	4	4
81	в тех	4	4
82	указать на	3	4
83	же в	2	4
84	по существу	2	4
85	что они	4	4
86	есть в	2	4
87	того же	3	4
88	из них	6	4
89	один из	6	4
90	должен быть	3	4
91	что и	4	4
92	в целом	4	4
93	сих пор	5	4
94	со стороны	2	4
95	до сих	6	4
96	как в	4	4
97	внимание на	2	4
98	с этим	8	4
99	того как	3	4
100	следует что	2	4
101	в самой	4	4
102	так что	8	4
103	так же	2	4
104	и на	6	4
105	в данном	2	4
106	из этих	3	4
107	там где	6	4
108	что так	2	3
109	как на	3	3
110	казалось бы	5	3
111	состоит в	3	3
112	в известных	2	3
113	смысле этого	2	3
114	для этого	2	3
115	ясно что	6	3
116	была бы	2	3
117	из одного	3	3
118	его к	2	3
119	то это	2	3
120	в этой	13	3
121	свою очередь	2	3
122	очевидно что	2	3
123	в свою	4	3
124	мы увидим	12	3
125	и может	2	3
126	в общем	2	3
127	и если	6	3
128	в сущности	10	3
129	не имеют	2	3
130	этого слова	2	3
131	и эти	2	3
132	в котором	6	3
133	в истории	2	3
134	когда он	4	3
135	нам не	2	3
136	что она	16	3
137	тому что	6	3
138	в своем	5	3
139	а с	2	3
140	что оно	2	3
141	и даже	4	3
142	в таком	3	3
143	несмотря на	5	3
144	той же	2	3
145	должна быть	5	3
146	и здесь	6	3
147	и то	8	3
148	в речи	3	3
149	они не	2	3
150	в себе	4	3
151	это только	3	3
152	здесь не	3	3
153	как это	6	3
154	в одном	8	3
155	том как	2	3
156	я не	5	2
157	том и	2	2
158	и более	2	2
159	никогда не	4	2
160	иначе как	2	2
161	с этой	2	2
162	и все	10	2
163	что все	3	2
164	на самом	2	2
165	так называемой	3	2
166	не могут	2	2
167	идет о	4	2
168	если мы	6	2
169	к своему	2	2
170	в то	3	2
171	для нас	8	2
172	что его	2	2
173	как и	8	2
174	и как	8	2
175	при том	2	2
176	это есть	2	2
177	что если	4	2
178	что с	4	2
179	когда в	4	2
180	ли это	2	2
181	тот же	3	2
182	на те	2	2
183	и мы	13	2
184	конечно не	4	2
185	в своей	5	2
186	по преимуществу	2	2
187	никак не	7	2
188	но если	4	2
189	все те	2	2
190	речь идет	4	2
191	был бы	3	2
192	и значение	3	2
193	и тем	3	2
194	ее в	4	2
195	ни в	3	2
196	были бы	3	2
197	дело не	2	2
198	уже из	6	2
199	так например	2	2
200	то и	3	2
201	смысл и	4	2
202	он не	6	2
203	и для	4	2
204	иначе говоря	5	2
205	прав когда	3	2
206	не мог	4	2
207	не имеет	6	2
208	действия и	2	2
209	увидим что	9	2
210	когда мы	2	2
211	или в	5	2
212	одно из	2	2
213	о котором	5	2
214	может служить	7	2
215	могли бы	5	2
216	заключается в	7	2
217	на примере	2	2
218	до конца	2	2
219	ничего не	2	2
220	но в	3	2
