N	2gram	Ircho_Kome_1	Myslijsy
1	потому что	5	46
2	в том	11	32
3	и в	22	30
4	может быть	9	28
5	то же	6	23
6	не только	10	21
7	только в	3	21
8	но и	11	19
9	том что	12	18
10	то что	2	18
11	что в	6	17
12	в себе	2	16
13	в сознании	3	15
14	не в	6	15
15	и не	8	15
16	таким образом	8	14
17	что и	4	13
18	так как	4	13
19	вместе с	2	12
20	а в	6	12
21	так и	5	11
22	как и	9	10
23	как в	5	10
24	в этом	3	10
25	в то	10	10
26	было бы	2	9
27	в нем	4	9
28	мы не	3	9
29	между тем	5	9
30	в самом	2	8
31	только что	2	8
32	и без	2	7
33	с другой	5	7
34	вовсе не	2	7
35	к тому	6	7
36	как мы	4	7
37	но не	2	7
38	с одной	3	7
39	тем что	4	7
40	и теперь	2	6
41	что он	6	6
42	но это	2	6
43	из них	10	6
44	указывает на	2	6
45	то и	2	6
46	не может	2	6
47	там же	3	6
48	уже в	5	5
49	независимо от	2	5
50	в них	3	5
51	и как	3	5
52	же время	4	5
53	еще не	2	5
54	в действительности	2	5
55	и тем	2	5
56	отношению к	3	5
57	не менее	3	5
58	по отношению	3	5
59	не следует	2	5
60	и т	9	5
61	к ней	2	5
62	столь же	2	4
63	мы видели	2	4
64	все это	5	4
65	все что	2	4
66	то время	5	4
67	в его	5	4
68	относится к	2	4
69	в котором	4	4
70	один из	5	4
71	не к	2	4
72	другой стороны	5	4
73	и его	8	4
74	он не	3	4
75	и по	6	4
76	по поводу	4	4
77	того как	3	4
78	об отношении	2	4
79	место в	3	3
80	за тем	2	3
81	не говоря	2	3
82	могут быть	3	3
83	прежде всего	5	3
84	и все	3	3
85	в образе	3	3
86	к этому	4	3
87	или вовсе	3	3
88	тем не	2	3
89	именно в	4	3
90	а к	2	3
91	мы можем	4	3
92	в свою	2	3
93	до сих	2	3
94	одной стороны	3	3
95	при этом	5	3
96	вслед за	2	3
97	для себя	2	3
98	в целом	3	3
99	на него	4	3
100	со стороны	2	3
101	или менее	2	3
102	т д	4	3
103	к нему	2	3
104	в силу	2	3
105	все остальные	3	3
106	так же	3	3
107	или в	2	3
108	и на	3	3
109	образом в	2	3
110	в начале	3	3
111	его в	3	3
112	в чем	3	3
113	в которой	6	3
114	сих пор	2	3
115	во время	5	2
116	время и	2	2
117	со своей	2	2
118	только при	2	2
119	в одном	8	2
120	на все	2	2
121	на то	3	2
122	от них	2	2
123	отношение к	3	2
124	одной из	3	2
125	художественный образ	2	2
126	в этой	7	2
127	что они	4	2
128	по своему	3	2
129	у него	3	2
130	несмотря на	4	2
131	на его	5	2
132	и о	3	2
133	за пределы	2	2
134	даже в	3	2
135	только один	2	2
136	все же	3	2
137	же в	4	2
138	в их	4	2
139	в форме	2	2
140	так в	4	2
141	т п	5	2
142	в других	2	2
143	в виде	3	2
144	этом отношении	3	2
145	и даже	5	2
146	и притом	2	2
147	что по	2	2
148	ни в	6	2
149	точки зрения	4	2
150	о том	8	2
151	в области	2	2
152	по содержанию	3	2
153	и с	3	2
