N	2gram	Bakhtin_fo_2	FransuaR
1	и в	46	29
2	то есть	10	21
3	таким образом	3	20
4	и не	9	16
5	у рабле	18	16
6	в эпоху	4	15
7	брат жан	2	14
8	и все	6	13
9	в этой	2	13
10	как и	8	12
11	и т.п	2	12
12	но в	10	12
13	так и	7	11
14	и на	7	11
15	в этом	22	11
16	то же	8	10
17	во время	10	10
18	как мы	6	10
19	в романе	13	10
20	мы уже	9	10
21	в то	5	10
22	не только	11	10
23	романе рабле	5	9
24	рабле в	11	9
25	вовсе не	13	9
26	в конце	2	9
27	но и	9	9
28	все эти	5	9
29	и с	6	9
30	его в	6	9
31	же время	4	8
32	прежде всего	14	8
33	в его	8	8
34	и его	12	8
35	как бы	10	8
36	в них	7	7
37	мы видели	2	7
38	так же	2	7
39	в том	10	7
40	так как	6	7
41	из них	8	6
42	в большинстве	3	6
43	здесь в	6	6
44	в сущности	2	6
45	рабле и	5	6
46	но он	2	6
47	у него	9	5
48	iv гл	13	5
49	все они	3	5
50	это не	2	5
51	i гл	15	5
52	того же	3	5
53	до конца	2	5
54	кн i	16	5
55	и о	2	5
56	далеко не	2	5
57	в нем	5	5
58	уже говорили	4	5
59	и до	2	5
60	большинстве случаев	3	5
61	во франции	2	5
62	и по	3	5
63	рядом с	2	5
64	кн iv	14	5
65	весь мир	3	5
66	только для	2	4
67	для рабле	2	4
68	рабле не	5	4
69	в образе	4	4
70	в литературе	2	4
71	что он	3	4
72	iii гл	4	4
73	но это	2	4
74	по своему	2	4
75	есть и	4	4
76	связанные с	5	4
77	еще не	6	4
78	и есть	2	4
79	женщин и	2	4
80	и др	5	4
81	один из	2	4
82	то что	7	4
83	жизни и	8	4
84	конечно не	4	4
85	все это	6	4
86	гаргантюа и	2	4
87	с помощью	3	4
88	кн iii	4	4
89	с другой	2	4
90	тела и	5	4
91	жизнь и	3	4
92	также и	4	4
93	тем что	3	4
94	точки зрения	10	4
95	романа рабле	5	4
96	мира и	9	4
97	том числе	3	3
98	всех этих	7	3
99	они были	2	3
100	в частности	5	3
101	в качестве	3	3
102	в своем	5	3
103	и так	2	3
104	а затем	3	3
105	все же	6	3
106	том что	4	3
107	и как	3	3
108	в дальнейшем	5	3
109	мы видим	2	3
110	то в	2	3
111	что здесь	2	3
112	тот же	3	3
113	того что	3	3
114	и их	4	3
115	он не	5	3
116	со смехом	3	3
117	здесь не	2	3
118	за счет	3	3
119	при этом	6	3
120	и других	2	3
121	и они	3	3
122	и вот	2	3
123	у них	2	3
124	третьей книги	5	3
125	того чтобы	8	3
126	для того	8	3
127	и даже	3	3
128	особенно в	2	3
129	роль в	3	3
130	в себе	4	3
131	если кто	2	3
132	эти образы	2	3
133	почти все	3	3
134	там где	2	3
135	вернемся к	3	3
136	гл xv	2	2
137	место в	4	2
138	уже в	4	2
139	новое и	3	2
140	связи с	8	2
141	связанных с	3	2
142	и другие	3	2
143	к этому	3	2
144	в фольклоре	2	2
145	числе и	2	2
146	в этих	3	2
147	и образов	2	2
148	жизни в	4	2
149	характер носит	4	2
150	по всему	3	2
151	но здесь	2	2
152	считая женщин	2	2
153	этих форм	5	2
154	при изображении	3	2
155	со своими	2	2
156	эпохи возрождения	3	2
157	к тому	3	2
158	и к	2	2
159	на первый	3	2
160	о его	2	2
161	тела в	4	2
162	на свет	4	2
163	все в	2	2
164	он был	2	2
165	что они	4	2
166	здесь дается	2	2
167	именно в	2	2
168	на этом	2	2
169	но не	5	2
170	этих образов	2	2
171	в себя	2	2
172	рабле но	2	2
173	кроме того	3	2
174	не может	2	2
175	вино и	2	2
176	о чем	3	2
177	может быть	7	2
178	том же	4	2
179	хотя и	3	2
180	на вертеле	4	2
181	никогда не	6	2
182	уже не	3	2
183	а также	3	2
184	в виду	3	2
185	в котором	4	2
186	если в	2	2
187	в гротескном	3	2
188	на котором	2	2
189	и для	9	2
190	всего романа	2	2
191	пародия на	2	2
192	после этого	2	2
193	эпизоде с	4	2
194	но эти	3	2
195	как в	4	2
196	в их	3	2
197	не на	3	2
198	мир в	4	2
199	не считая	2	2
200	в особенности	6	2
201	кн ii	14	2
202	с одной	2	2
203	кто хотел	2	2
204	в той	2	2
205	и у	5	2
206	и наконец	6	2
207	с точки	8	2
208	между ними	2	2
209	гл xxvii	2	2
210	как на	2	2
211	представлений о	2	2
212	не мог	2	2
213	их в	4	2
214	в основе	6	2
215	в одной	2	2
216	только в	11	2
217	о том	4	2
218	как он	2	2
219	и это	2	2
220	в эпизоде	7	2
221	и детей	2	2
222	так сказать	7	2
223	с ним	4	2
224	положительный полюс	2	2
