N	2gram	Vygotskiy__1	Problema
1	то что	17	42
2	вовсе не	3	35
3	и в	23	32
4	и не	9	31
5	в этом	17	19
6	не только	16	17
7	потому что	6	16
8	по себе	5	15
9	а не	3	15
10	в виде	2	15
11	в себе	6	15
12	как бы	11	14
13	может быть	14	14
14	указывает на	2	14
15	но в	5	14
16	и тем	6	13
17	сказать что	11	13
18	что мы	5	13
19	как раз	4	13
20	что в	14	12
21	том что	21	12
22	так и	5	12
23	и даже	2	11
24	о том	6	11
25	так как	7	11
26	если мы	2	11
27	то же	8	10
28	прежде всего	10	10
29	в этой	7	10
30	об этом	3	10
31	ничего не	3	10
32	но не	4	9
33	в том	24	9
34	но и	14	9
35	и что	5	9
36	так же	16	9
37	же самое	3	9
38	того чтобы	17	9
39	в данном	2	9
40	и это	3	9
41	на то	5	8
42	данном случае	2	8
43	не может	12	8
44	все эти	4	8
45	и на	8	8
46	было бы	4	8
47	в своей	4	8
48	для того	15	8
49	и ее	7	8
50	никогда не	2	7
51	ни в	4	7
52	смысле слова	3	7
53	все это	6	7
54	того что	15	7
55	всех этих	2	7
56	в них	2	7
57	и все	5	7
58	что он	7	7
59	во всех	3	7
60	как мы	5	7
61	во всяком	3	7
62	сам по	3	7
63	тем что	6	7
64	только в	6	7
65	в конце	2	6
66	и как	5	6
67	при этом	4	6
68	в самом	7	6
69	и если	3	6
70	хотя и	2	6
71	то и	3	6
72	таким образом	26	6
73	говорить о	2	6
74	и то	3	6
75	как это	2	6
76	о чем	2	6
77	есть не	2	6
78	в то	7	6
79	за пределы	2	6
80	в его	14	6
81	самом деле	3	6
82	перед нами	5	5
83	в своем	3	5
84	можно сказать	5	5
85	в котором	4	5
86	что она	4	5
87	мы должны	5	5
88	с тем	7	5
89	не является	9	5
90	тем более	5	5
91	связи с	3	5
92	именно в	6	4
93	тому что	5	4
94	не в	4	4
95	мы и	3	4
96	и пр	2	4
97	один из	2	4
98	мы говорили	3	4
99	в их	3	4
100	мышления и	40	4
101	а в	2	4
102	их в	4	4
103	как он	3	4
104	если бы	5	4
105	как в	4	4
106	если не	3	4
107	тем самым	5	4
108	функции в	4	4
109	мы можем	6	4
110	только для	3	3
111	уже в	3	3
112	что это	3	3
113	в этих	2	3
114	в отношении	10	3
115	с другой	10	3
116	что все	4	3
117	что его	2	3
118	но все	2	3
119	что они	3	3
120	несмотря на	2	3
121	всяком случае	3	3
122	хотя бы	4	3
123	другой стороны	9	3
124	для этого	5	3
125	и его	6	3
126	что оно	3	3
127	в теории	4	3
128	в которых	3	3
129	с этим	6	3
130	точки зрения	26	3
131	и следовательно	3	3
132	анализ этого	2	3
133	для себя	4	3
134	ясно что	2	3
135	в ее	2	3
136	как и	14	3
137	учение о	3	3
138	до сих	4	3
139	к тому	4	3
140	он не	5	3
141	сих пор	4	3
142	мы хотим	2	3
143	того как	2	3
144	уже не	2	3
145	на этот	3	3
146	во всей	4	3
147	с точки	18	3
148	можно было	3	3
149	в каком	3	3
150	дело в	2	3
151	в чем	4	3
152	которые не	3	3
153	все время	6	2
154	исследования мы	2	2
155	же как	6	2
156	что если	2	2
157	друг другу	3	2
158	мы называем	3	2
159	для него	2	2
160	и до	2	2
161	образом и	3	2
162	является то	2	2
163	мы находим	3	2
164	которых мы	2	2
165	не имеет	2	2
166	как такового	2	2
167	должно быть	2	2
168	что для	5	2
169	от всех	3	2
170	в результате	4	2
171	и с	9	2
172	одно из	2	2
173	из этих	3	2
174	к его	2	2
175	в первом	2	2
176	который мы	2	2
177	между тем	9	2
178	с собой	2	2
179	говорили выше	2	2
180	с его	4	2
181	нашего исследования	8	2
182	сознания и	3	2
183	могут быть	3	2
184	он должен	2	2
185	на первый	2	2
186	по существу	4	2
187	мы видим	4	2
188	и при	2	2
189	в качестве	9	2
190	она не	3	2
191	со всеми	2	2
192	в сущности	6	2
193	что может	5	2
194	и потому	2	2
195	и другим	2	2
196	все другие	2	2
197	вместе с	9	2
198	ее в	2	2
199	и который	3	2
200	только что	4	2
201	со всем	2	2
202	мы не	7	2
203	с другими	2	2
204	что этот	2	2
205	он в	3	2
206	все прочие	2	2
207	тем и	3	2
208	вопроса о	2	2
209	едва ли	2	2
210	в которой	3	2
211	в области	3	2
212	учения о	6	2
