N	2gram	Bakhtin_Fr_6	RusskieA
1	и в	41	36
2	не только	10	22
3	что в	7	19
4	том что	7	19
5	в том	2	17
6	но и	13	16
7	так как	10	15
8	во время	9	14
9	и другие	2	13
10	в этом	12	12
11	как мы	12	10
12	как и	7	10
13	вместе с	6	10
14	и на	9	10
15	потому что	3	10
16	а в	4	9
17	у нас	4	8
18	мы увидим	3	8
19	из них	5	8
20	может быть	2	8
21	один из	6	8
22	в другие	2	8
23	о том	9	8
24	как это	2	8
25	что они	2	7
26	так и	5	7
27	между тем	2	7
28	и не	3	6
29	для нас	2	6
30	при этом	3	6
31	в них	7	6
32	таким образом	17	6
33	мы не	2	6
34	все это	11	6
35	то что	10	6
36	все же	4	5
37	как бы	7	5
38	и у	2	5
39	как в	4	5
40	в эти	2	4
41	из этих	2	4
42	связи с	2	4
43	еще в	5	4
44	и др	10	4
45	во всех	17	4
46	и их	3	4
47	не может	4	4
48	и что	5	4
49	того что	3	4
50	но это	3	4
51	тем что	5	4
52	только в	3	4
53	начиная с	2	3
54	что это	5	3
55	в этих	2	3
56	в своем	5	3
57	но они	4	3
58	в одном	5	3
59	представление о	2	3
60	на этом	2	3
61	в целях	3	3
62	а также	5	3
63	не будем	2	3
64	то же	5	3
65	с точки	2	3
66	так же	5	3
67	и те	2	3
68	их в	2	3
69	точки зрения	2	3
70	то есть	24	3
71	связаны с	7	3
72	в области	2	3
73	всех этих	2	2
74	они были	3	2
75	до того	3	2
76	в частности	2	2
77	та же	4	2
78	с этим	3	2
79	и потому	2	2
80	в образе	6	2
81	на все	3	2
82	в народной	2	2
83	что именно	2	2
84	в нем	16	2
85	у него	7	2
86	и нового	2	2
87	он был	4	2
88	нас не	3	2
89	так что	2	2
90	и как	4	2
91	в дальнейшем	2	2
92	мы видим	6	2
93	но не	2	2
94	они и	3	2
95	в большинстве	4	2
96	как известно	2	2
97	до конца	2	2
98	не были	3	2
99	например в	6	2
100	на весь	2	2
101	как они	2	2
102	в ней	4	2
103	в его	7	2
104	и с	16	2
105	и до	7	2
106	природы и	2	2
107	для этого	2	2
108	не на	2	2
109	в особенности	7	2
110	все эти	11	2
111	в году	6	2
112	а не	2	2
113	и для	3	2
114	с ним	4	2
115	или в	6	2
116	хотя и	2	2
117	но в	8	2
118	как он	2	2
119	там где	5	2
120	большинстве случаев	5	2
