N	2gram	Bakhtin_Fr_2	Freidism
1	таким образом	7	24
2	и не	15	23
3	не может	7	20
4	точки зрения	6	19
5	прежде всего	19	18
6	в этом	15	15
7	в его	18	15
8	мы можем	2	13
9	может быть	5	13
10	и его	17	12
11	как и	11	11
12	как бы	11	11
13	то что	6	11
14	все эти	7	11
15	с точки	5	11
16	и потому	5	10
17	так и	6	10
18	как мы	7	10
19	с ним	4	10
20	но в	4	10
21	с его	5	9
22	и в	49	9
23	во всех	6	9
24	все что	2	8
25	что он	3	8
26	еще не	2	8
27	в своей	5	8
28	не только	17	8
29	все это	9	8
30	то же	7	8
31	только в	13	8
32	и все	3	8
33	так как	6	8
34	ни в	3	7
35	тот же	5	7
36	к нему	3	7
37	во всяком	2	7
38	один из	7	7
39	мы видели	3	7
40	отношение к	8	7
41	в самом	3	7
42	сказать что	6	7
43	мы уже	6	7
44	всяком случае	2	7
45	никогда не	5	6
46	точку зрения	2	6
47	вовсе не	10	6
48	для него	9	6
49	за пределы	2	6
50	в ней	2	6
51	совершенно не	2	6
52	и с	6	6
53	на протяжении	7	6
54	и к	4	5
55	связь с	3	5
56	можно сказать	2	5
57	в этой	10	5
58	в то	6	5
59	что в	2	5
60	но и	13	5
61	и прежде	2	5
62	на самом	2	5
63	в себя	6	5
64	а в	4	5
65	и на	17	5
66	могут быть	2	5
67	мы должны	2	5
68	но не	5	4
69	сознания и	2	4
70	связанных с	3	4
71	и др	9	4
72	в этих	4	4
73	из этих	5	4
74	в пределах	2	4
75	в жизни	4	4
76	и образы	2	4
77	не дает	3	4
78	в собственном	3	4
79	всех этих	3	4
80	же время	6	4
81	связанные с	2	4
82	при этом	5	4
83	другими словами	3	4
84	и о	4	4
85	в нем	9	4
86	все же	7	4
87	и за	2	4
88	не было	4	4
89	мы находим	4	4
90	того чтобы	2	4
91	с их	6	4
92	характер и	4	4
93	во время	12	4
94	в них	13	3
95	в себе	4	3
96	он был	2	3
97	но это	2	3
98	учение о	2	3
99	со всеми	2	3
100	по поводу	2	3
101	было бы	3	3
102	ее в	2	3
103	с ее	3	3
104	только то	2	3
105	жизни и	7	3
106	вместе с	2	3
107	этот процесс	4	3
108	собственном смысле	2	3
109	и вот	3	3
110	и т.п	11	3
111	он дает	2	3
112	у него	2	3
113	зрения на	2	3
114	одна из	4	3
115	человека и	3	3
116	в отношении	2	2
117	уже в	5	2
118	его целом	3	2
119	но все	4	2
120	и становится	2	2
121	и другие	2	2
122	в нашем	2	2
123	с другой	4	2
124	в конце	2	2
125	в одну	2	2
126	для понимания	2	2
127	и смерти	5	2
128	в ее	3	2
129	до конца	2	2
130	да и	3	2
131	от всей	2	2
132	в основном	5	2
133	это и	2	2
134	половой жизни	2	2
135	том что	4	2
136	на этой	2	2
137	связано с	2	2
138	одной стороны	3	2
139	из них	3	2
140	проникнуть в	2	2
141	вполне понятно	2	2
142	притом в	2	2
143	относится к	5	2
144	в него	2	2
145	в своем	5	2
146	себе и	2	2
147	и до	4	2
148	точка зрения	3	2
149	продолжает жить	2	2
150	выражение в	5	2
151	сих пор	4	2
152	в их	2	2
153	всех других	2	2
154	отношения к	4	2
155	этом отношении	3	2
156	с одной	3	2
157	и даже	2	2
158	дает нам	2	2
159	к этим	3	2
160	так же	2	2
161	как на	4	2
162	рядом с	6	2
163	роль в	5	2
164	на основе	2	2
165	здесь в	6	2
166	очень много	2	2
167	их в	3	2
168	нуждается в	2	2
169	в своих	4	2
170	в другом	2	2
171	и вообще	3	2
172	до сих	4	2
173	тех же	2	2
174	только с	3	2
175	же с	2	2
176	в области	4	2
177	в эту	5	2
178	в виду	3	2
