N	2gram	Propp_Isto_5	Hudozhes
1	в качестве	7	19
2	и не	11	16
3	в том	6	15
4	и в	25	15
5	не только	13	15
6	в частности	7	13
7	может быть	17	13
8	а в	3	12
9	и его	9	12
10	но не	5	11
11	в этом	10	11
12	представляет собой	7	10
13	как бы	2	10
14	отношению к	2	10
15	но и	13	10
16	по отношению	2	10
17	то же	4	10
18	а не	2	10
19	в его	12	9
20	точки зрения	2	9
21	себя в	6	8
22	с другой	9	7
23	в то	3	7
24	что в	8	6
25	в ее	4	6
26	том что	8	6
27	не в	6	6
28	не может	6	6
29	могут быть	6	5
30	можно сказать	2	5
31	только в	7	5
32	того что	2	5
33	в нем	7	5
34	то что	7	5
35	другой стороны	8	5
36	уже не	11	5
37	героя и	3	5
38	а на	2	4
39	в этих	6	4
40	прежде всего	6	4
41	и как	3	4
42	еще не	8	4
43	например в	5	4
44	он не	4	4
45	и тем	4	4
46	в своей	2	4
47	со стороны	2	4
48	в форме	3	4
49	входит в	5	4
50	сказать что	2	4
51	мы имеем	14	4
52	не менее	4	3
53	если бы	2	3
54	это не	6	3
55	что он	22	3
56	к его	2	3
57	тем не	4	3
58	в пределах	4	3
59	того же	2	3
60	в свою	3	3
61	о чем	2	3
62	в роли	3	3
63	к нему	3	3
64	в целом	3	3
65	так в	2	3
66	таким образом	9	3
67	как и	7	3
68	и что	8	3
69	и для	2	3
70	их в	3	3
71	потому что	7	3
72	но он	2	3
73	в данном	3	3
74	в русской	3	3
75	его в	9	3
76	герой не	3	3
77	в которой	4	3
78	на этом	3	2
79	превращается в	7	2
80	не как	4	2
81	человека и	2	2
82	вовсе не	2	2
83	по себе	2	2
84	роль в	2	2
85	об этом	2	2
86	мы легко	2	2
87	одна из	2	2
88	одной стороны	7	2
89	и сам	2	2
90	несмотря на	2	2
91	никто не	3	2
92	во всех	2	2
93	и потому	2	2
94	даже в	2	2
95	и др	3	2
96	как в	6	2
97	а именно	4	2
98	с одной	7	2
99	все эти	8	2
100	в себя	3	2
101	от себя	2	2
102	того чтобы	3	2
103	для того	3	2
104	из которых	2	2
105	и по	2	2
106	или в	6	2
107	так же	5	2
108	с ним	4	2
109	в иной	7	2
110	с другими	4	2
111	и на	8	2
112	у него	2	2
113	в этой	3	2
114	о том	7	2
115	еще один	2	2
116	и это	4	2
