N	2gram	Bakhtin_fo_1	slovoVRo
1	и в	50	41
2	в нем	24	30
3	и т	8	28
4	то есть	33	26
5	т п	8	23
6	в романе	32	21
7	в роман	4	19
8	могут быть	5	19
9	во всех	6	17
10	но и	8	16
11	и не	14	16
12	точки зрения	5	16
13	не только	9	16
14	а не	3	15
15	то же	11	14
16	в пределах	5	14
17	может быть	11	14
18	и др	9	14
19	не может	6	14
20	и его	16	14
21	и на	8	14
22	в то	9	14
23	в сущности	3	13
24	в его	13	13
25	слова и	2	13
26	же время	9	12
27	до конца	4	12
28	как бы	2	12
29	в этом	25	12
30	так и	12	11
31	в той	4	10
32	или иной	2	9
33	той или	2	9
34	таким образом	11	9
35	все эти	9	9
36	прежде всего	15	8
37	в особенности	9	8
38	но в	10	8
39	как в	6	8
40	как мы	14	8
41	с точки	2	8
42	или в	3	8
43	не в	5	7
44	и следовательно	4	7
45	отношение к	2	7
46	с ним	2	7
47	на фоне	3	7
48	вовсе не	13	7
49	в своей	2	7
50	все же	6	7
51	во всяком	3	7
52	в отношении	3	6
53	того же	8	6
54	это не	6	6
55	при этом	3	6
56	и даже	2	6
57	а в	3	6
58	в них	4	6
59	оно не	2	6
60	к своему	2	6
61	только в	4	6
62	с другой	2	5
63	почти вовсе	2	5
64	в самом	8	5
65	все это	4	5
66	в основе	5	5
67	подхода к	3	5
68	романа и	3	5
69	и к	2	5
70	еще более	3	5
71	с другими	3	5
72	далеко не	2	5
73	так сказать	7	5
74	кроме того	4	4
75	одной стороны	2	4
76	в ней	4	4
77	один из	3	4
78	с ее	6	4
79	в их	6	4
80	с одной	3	4
81	лишь в	6	4
82	рядом с	2	4
83	и с	4	4
84	в которой	2	4
85	и все	6	4
86	с его	9	4
87	всех этих	5	4
88	не как	2	4
89	как и	8	4
90	здесь в	2	4
91	еще не	5	4
92	по преимуществу	3	4
93	том же	2	4
94	и потому	3	4
95	на почве	2	4
96	в процессе	4	4
97	быть и	2	4
98	входит в	3	4
99	речи в	2	4
100	и для	4	4
101	автора и	2	4
102	ту же	2	4
103	там где	2	4
104	ничего не	9	4
105	все его	3	4
106	не могут	3	3
107	никогда не	2	3
108	точку зрения	2	3
109	хотя бы	2	3
110	формы и	3	3
111	нем в	2	3
112	к тому	3	3
113	в том	9	3
114	лишь как	2	3
115	в свою	2	3
116	для него	2	3
117	европейского романа	4	3
118	его и	2	3
119	в своем	4	3
120	в разных	5	3
121	именно в	3	3
122	и других	3	3
123	жизни поэтому	3	3
124	того что	2	3
125	друг друга	3	3
126	вообще не	3	3
127	в других	9	3
128	также и	2	3
129	в результате	6	3
130	не было	7	3
131	в истории	2	3
132	его но	3	3
133	его в	3	3
134	романе в	2	3
135	так как	6	3
136	влияния на	2	3
137	поэтому и	3	3
138	у него	6	3
139	и во	7	3
140	с этим	6	3
141	не могло	5	3
142	романа в	5	3
143	в себе	3	3
144	по существу	12	3
145	эта форма	2	3
146	в качестве	3	3
147	не были	2	3
148	и может	2	3
149	было бы	2	3
150	одной из	3	3
151	конечно не	4	3
152	но оно	2	3
153	он не	5	3
154	в основном	5	3
155	разновидности романа	3	3
156	момент его	2	3
157	в данном	2	3
158	более того	3	3
159	и ее	3	3
160	выражение в	2	3
161	как оно	2	3
162	же как	2	2
163	время и	4	2
164	в частности	6	2
165	к своей	2	2
166	характерно что	4	2
167	он весь	2	2
168	что все	2	2
169	правда не	2	2
170	и проч	4	2
171	для нас	2	2
172	в широком	2	2
173	они были	2	2
174	мы и	4	2
175	смысле слова	2	2
176	например в	6	2
177	для того	5	2
178	хотя и	3	2
179	между ними	3	2
180	был бы	3	2
181	и по	2	2
182	романа но	4	2
183	в целом	2	2
184	в этих	3	2
185	друг другу	2	2
186	xviii века	3	2
187	уже не	2	2
188	те же	2	2
189	жизнь в	2	2
190	у них	2	2
191	между этими	4	2
192	так же	6	2
193	и те	3	2
194	время как	5	2
195	конечно и	4	2
196	широком смысле	2	2
197	сказать что	3	2
198	потому что	4	2
199	же и	2	2
200	именно как	4	2
201	но он	2	2
202	не является	2	2
203	в романах	2	2
204	а как	3	2
205	в котором	4	2
206	вне его	2	2
207	для них	3	2
208	но по	2	2
209	между собой	4	2
210	роман в	4	2
211	в одном	3	2
212	к этому	3	2
213	в условиях	7	2
214	том что	4	2
215	мы видим	3	2
216	одна из	2	2
217	но не	5	2
218	то время	4	2
219	одно и	3	2
220	с этими	2	2
221	до сих	3	2
222	мы уже	11	2
223	совершенно не	2	2
224	уже сказали	2	2
225	на один	2	2
226	а также	2	2
227	сих пор	3	2
228	романа как	3	2
229	в ее	6	2
230	и речи	5	2
231	как раз	13	2
232	если мы	2	2
233	только на	3	2
234	и у	5	2
235	и эта	2	2
236	той же	2	2
237	роль в	9	2
238	мы не	3	2
239	нас в	3	2
240	и то	4	2
241	от этого	2	2
242	быть только	3	2
243	связи с	6	2
244	и вообще	2	2
245	и бытовой	2	2
246	жизни но	5	2
247	здесь не	4	2
248	этого типа	5	2
