N	3gram	Vinokur_Ku_3	Psycholo
1	и т п	41	15
2	совершенно ясно что	2	14
3	в том что	8	9
4	и т д	8	8
5	не может быть	3	8
6	в самом деле	11	7
7	о том что	3	7
8	в том чтобы	3	7
9	с одной стороны	4	5
10	с другой стороны	3	5
11	в зависимости от	7	5
12	не в том	2	5
13	для того чтобы	11	5
14	только тогда когда	4	4
15	в какой мере	2	3
16	в отличие от	2	3
17	ни в какой	2	3
18	только в том	2	3
19	до сих пор	8	3
20	и в самом	4	2
21	так и в	3	2
22	смысле этого слова	2	2
23	более или менее	2	2
24	в таком случае	2	2
25	с точки зрения	16	2
26	то или иное	2	2
27	в русском языке	2	2
28	тем не менее	9	2
29	от того что	2	2
30	сама по себе	2	2
31	т п все	2	2
32	в том случае	4	2
33	на самом деле	3	2
34	что и в	2	2
