N	2gram	Bakhtin_Fr_6	Psycholo
1	в том	2	37
2	и в	41	32
3	и что	5	22
4	том что	7	21
5	то что	10	21
6	таким образом	17	21
7	в искусстве	3	21
8	потому что	3	21
9	то есть	24	21
10	что в	7	20
11	так же	5	18
12	может быть	2	18
13	не может	4	17
14	точки зрения	2	17
15	самом деле	4	16
16	того чтобы	4	14
17	что он	6	13
18	при этом	3	13
19	то же	5	13
20	в этом	12	13
21	если мы	2	12
22	в самом	10	12
23	не только	10	12
24	заключается в	2	12
25	так как	10	12
26	было бы	3	11
27	в основе	4	11
28	как и	7	10
29	но и	13	10
30	и не	3	10
31	с точки	2	10
32	никогда не	8	9
33	что все	2	9
34	как в	4	9
35	тем что	5	9
36	что это	5	8
37	не в	4	8
38	той же	5	8
39	того что	3	8
40	и как	4	7
41	а не	2	7
42	в сущности	8	7
43	все эти	11	7
44	и его	13	7
45	сказать что	6	7
46	только в	3	7
47	что они	2	7
48	все время	4	6
49	в этой	8	6
50	тот же	4	6
51	он не	2	6
52	как бы	7	6
53	те же	3	6
54	что если	2	6
55	о том	9	6
56	на все	3	5
57	в ней	4	5
58	до сих	3	5
59	сих пор	3	5
60	все это	11	5
61	как раз	2	5
62	этом отношении	3	5
63	и даже	4	5
64	есть только	3	5
65	и на	9	5
66	в то	6	5
67	с этой	3	4
68	как это	2	4
69	в чем	3	4
70	а на	2	4
71	и сам	3	4
72	из этого	4	4
73	никак не	3	4
74	и когда	2	4
75	в нем	16	4
76	все же	4	4
77	из них	5	4
78	жизни и	3	4
79	и до	7	4
80	данном случае	2	4
81	а в	4	4
82	и все	9	4
83	мы видим	6	4
84	и для	3	4
85	и те	2	4
86	в данном	3	4
87	и с	16	4
88	говорит он	2	4
89	с этим	3	4
90	как она	2	4
91	между тем	2	4
92	не могут	2	3
93	в частности	2	3
94	для этого	2	3
95	но он	5	3
96	с другой	4	3
97	в конце	2	3
98	представление о	2	3
99	так что	2	3
100	что именно	2	3
101	до конца	2	3
102	например в	6	3
103	в своей	2	3
104	один из	6	3
105	так и	5	3
106	во всех	17	3
107	и их	3	3
108	на этом	2	3
109	которых мы	2	3
110	еще более	2	3
111	образом в	2	3
112	и сейчас	2	3
113	что не	3	3
114	и он	5	3
115	он в	2	3
116	и то	2	3
117	во всем	5	3
118	та же	4	3
119	тогда когда	2	3
120	но в	8	3
121	мы не	2	3
122	это было	2	3
123	из самых	2	2
124	с его	5	2
125	мы будем	3	2
126	понятно что	2	2
127	в них	7	2
128	все что	4	2
129	и от	4	2
130	одного и	2	2
131	с другими	3	2
132	в одном	5	2
133	человеческого тела	5	2
134	но эта	2	2
135	в романе	2	2
136	же время	5	2
137	тем более	2	2
138	но не	2	2
139	того же	4	2
140	и часто	2	2
141	и тот	2	2
142	вовсе не	7	2
143	на его	2	2
144	к нему	3	2
145	в его	7	2
146	в него	3	2
147	в ее	5	2
148	как он	2	2
149	в этих	2	2
150	для нас	2	2
151	вместе с	6	2
152	значение в	2	2
153	не остается	3	2
154	есть нечто	2	2
155	не на	2	2
156	другой стороны	2	2
157	в особенности	7	2
158	роль в	4	2
159	как во	3	2
160	мы находим	2	2
161	из того	2	2
162	именно на	4	2
163	и у	2	2
164	каждый из	2	2
165	но это	3	2
166	также и	6	2
167	их в	2	2
168	в себе	5	2
169	и вообще	4	2
170	состоит из	2	2
171	там где	5	2
