N	2gram	Voloshinov_2	Myslijsy
1	то есть	2	34
2	в слове	4	32
3	в том	7	32
4	и в	19	30
5	может быть	28	28
6	то же	16	23
7	не только	13	21
8	только в	8	21
9	но и	10	19
10	том что	10	18
11	то что	4	18
12	того что	4	18
13	что в	2	17
14	не есть	3	17
15	по себе	3	16
16	в себе	4	16
17	не в	10	15
18	и не	19	15
19	а не	9	15
20	таким образом	14	14
21	что и	3	13
22	так как	3	13
23	вместе с	2	12
24	а в	3	12
25	если бы	11	12
26	этого слова	5	11
27	так и	10	11
28	что оно	3	11
29	в душе	4	10
30	как и	9	10
31	в этом	15	10
32	в то	8	10
33	для него	9	9
34	было бы	4	9
35	в нем	11	9
36	мы не	2	9
37	между тем	6	9
38	в самом	6	8
39	в ней	3	8
40	что не	2	8
41	только что	3	8
42	и то	3	8
43	слова в	8	7
44	смысле этого	4	7
45	с другой	3	7
46	вовсе не	11	7
47	к тому	6	7
48	как мы	15	7
49	но не	2	7
50	в языке	7	7
51	с одной	3	7
52	тем что	2	7
53	что он	4	6
54	с этим	3	6
55	не может	18	6
56	не имеет	3	6
57	уже в	2	5
58	независимо от	2	5
59	по крайней	2	5
60	в каком	3	5
61	и как	6	5
62	же время	8	5
63	сравнительно с	2	5
64	в своем	2	5
65	языка в	3	5
66	слове и	3	5
67	еще не	3	5
68	крайней мере	2	5
69	если б	3	5
70	и тем	4	5
71	отношению к	8	5
72	слово как	2	5
73	по отношению	8	5
74	одно и	3	5
75	должно быть	3	5
76	как на	2	5
77	с другими	3	5
78	не следует	2	5
79	сказать что	4	5
80	слова и	6	5
81	что это	2	4
82	столь же	3	4
83	и от	3	4
84	мы видели	4	4
85	по мере	4	4
86	для понимания	3	4
87	в смысле	6	4
88	в его	5	4
89	относится к	3	4
90	в котором	3	4
91	тем более	5	4
92	не к	3	4
93	бы не	2	4
94	и его	16	4
95	или же	2	4
96	он не	3	4
97	не было	3	4
98	для того	6	4
99	тем же	4	4
100	далеко не	2	4
101	и это	3	4
102	и потому	2	4
103	слово в	3	4
104	место в	2	3
105	не существует	3	3
106	одно только	2	3
107	могут быть	3	3
108	слова для	3	3
109	одним и	2	3
110	тому что	4	3
111	то к	2	3
112	прежде всего	7	3
113	и все	6	3
114	к этому	5	3
115	связь с	4	3
116	именно в	2	3
117	более или	2	3
118	не будет	3	3
119	свою очередь	5	3
120	мы можем	6	3
121	в свою	6	3
122	до сих	3	3
123	одной стороны	3	3
124	при этом	9	3
125	и следовательно	6	3
126	как бы	19	3
127	для себя	4	3
128	или менее	2	3
129	только на	4	3
130	и тогда	2	3
131	как слово	5	3
132	того чтобы	6	3
133	слово и	3	3
134	к нему	5	3
135	друг друга	2	3
136	так же	5	3
137	говорящего и	2	3
138	в таком	7	3
139	или в	2	3
140	и на	5	3
141	существует для	2	3
142	в начале	2	3
143	не знает	2	3
144	его в	7	3
145	ответ на	2	3
146	там где	2	3
147	здесь как	2	3
148	слова при	2	3
149	это было	2	3
150	сих пор	3	3
151	перед нами	3	2
152	отражается в	2	2
153	каждый раз	3	2
154	именно эти	2	2
155	связи с	13	2
156	ближайшим образом	2	2
157	язык не	3	2
158	в какой	3	2
159	не как	3	2
160	эти последние	2	2
161	на все	2	2
162	а как	4	2
163	в собственном	2	2
164	его к	2	2
165	на то	4	2
166	же слово	2	2
167	одной из	3	2
168	будет ли	2	2
169	на слово	2	2
170	в ее	3	2
171	в этой	3	2
172	что они	2	2
173	от него	2	2
174	но как	2	2
175	как о	2	2
176	у него	2	2
177	но что	2	2
178	живой речи	2	2
179	одно слово	2	2
180	в речи	2	2
181	и о	2	2
182	мы уже	6	2
183	за пределы	3	2
184	оно ни	2	2
185	этом последнем	2	2
186	все же	5	2
187	о слове	4	2
188	жизни и	2	2
189	в своей	3	2
190	и до	3	2
191	собственном смысле	2	2
192	в живой	2	2
193	мысли и	3	2
194	в их	5	2
195	в форме	5	2
196	в виде	2	2
197	а с	2	2
198	и значением	6	2
199	самом деле	9	2
200	в системе	2	2
201	ко всем	2	2
202	и даже	2	2
203	той же	3	2
204	языка и	15	2
205	ни в	6	2
206	от этого	2	2
207	точки зрения	17	2
208	бы в	4	2
209	может стать	2	2
210	отношении к	5	2
211	о том	3	2
212	так сказать	14	2
213	таком случае	3	2
214	и с	2	2
215	из него	2	2
