N	2gram	Bakhtin_Fr_5	Problemy
1	и в	45	43
2	и не	15	29
3	может быть	2	23
4	как бы	12	22
5	не может	5	18
6	в пределах	2	16
7	но и	10	14
8	как и	10	14
9	точки зрения	4	13
10	в этом	14	13
11	что он	6	13
12	в нем	10	12
13	в одном	3	12
14	слова и	2	12
15	в каждом	2	11
16	не в	7	11
17	не только	14	11
18	прежде всего	10	10
19	и на	5	10
20	но в	14	10
21	в его	13	10
22	как мы	8	10
23	в большинстве	2	9
24	в сущности	4	9
25	он не	6	9
26	для него	3	8
27	лишь в	2	8
28	большинстве случаев	2	8
29	то же	11	8
30	с точки	2	8
31	и его	13	8
32	перед нами	4	7
33	до сих	3	7
34	в самом	4	7
35	ведь и	3	7
36	в то	11	7
37	то что	2	7
38	сих пор	3	7
39	а не	4	7
40	в другом	3	7
41	в том	10	6
42	при этом	2	6
43	и наконец	2	6
44	и все	7	6
45	у него	4	6
46	здесь не	6	6
47	же время	9	5
48	хотя и	5	5
49	к нему	2	5
50	все это	7	5
51	таким образом	8	5
52	все эти	5	5
53	а в	4	5
54	рядом с	2	5
55	и с	10	5
56	бы в	4	5
57	на фоне	2	5
58	вовсе не	8	5
59	о том	4	5
60	но не	4	5
61	было бы	2	5
62	и что	2	5
63	самом деле	5	5
64	и он	3	5
65	не могут	2	4
66	что в	12	4
67	в своем	11	4
68	к тому	2	4
69	в самой	8	4
70	но это	5	4
71	между собою	4	4
72	друг с	2	4
73	но он	3	4
74	во время	12	4
75	так как	6	4
76	то есть	25	4
77	с его	7	4
78	в них	6	4
79	в своей	3	4
80	том же	2	4
81	и до	2	4
82	во всех	13	4
83	в отличие	2	4
84	там где	3	4
85	на этот	3	4
86	мы не	4	4
87	как раз	5	4
88	с другом	2	4
89	только в	4	4
90	и это	4	4
91	отличие от	2	4
92	не менее	3	3
93	себя и	2	3
94	в отношении	2	3
95	это не	3	3
96	в одной	3	3
97	есть и	5	3
98	он был	7	3
99	тому же	4	3
100	такой же	4	3
101	есть в	3	3
102	кроме того	4	3
103	здесь нет	3	3
104	уже говорили	2	3
105	и их	5	3
106	в их	4	3
107	и только	2	3
108	в одно	2	3
109	и даже	4	3
110	он и	3	3
111	и здесь	4	3
112	его в	5	3
113	еще один	2	3
114	с ним	5	3
115	между тем	2	3
116	в приведенном	3	3
117	в различных	2	3
118	и к	5	3
119	в романе	11	3
120	по существу	3	3
121	того же	3	3
122	здесь в	4	3
123	со всеми	5	3
124	мы уже	4	3
125	когда он	2	3
126	не хочет	2	3
127	даже в	2	3
128	что и	7	3
129	все же	2	3
130	на него	2	3
131	так и	6	3
132	в себя	5	3
133	также и	7	3
134	и для	3	3
135	той же	4	3
136	можно было	4	3
137	ничего не	4	3
138	в эту	2	3
139	но на	3	2
140	их с	2	2
141	в сторону	2	2
142	из этих	3	2
143	в конце	7	2
144	мысли и	6	2
145	переходит в	2	2
146	и чувствует	2	2
147	что на	3	2
148	слова но	2	2
149	словом и	3	2
150	ни в	3	2
151	и как	5	2
152	своей жизни	2	2
153	из его	2	2
154	него не	2	2
155	что это	2	2
156	например в	5	2
157	ту же	2	2
158	ведь он	2	2
159	и др	8	2
160	и мысли	2	2
161	в целом	2	2
162	на том	2	2
163	и без	2	2
164	но эта	2	2
165	того что	3	2
166	так же	8	2
167	всего этого	3	2
168	чтобы не	2	2
169	в которых	3	2
170	сказать что	4	2
171	но этот	3	2
172	как он	3	2
173	почти не	2	2
174	говорили что	2	2
175	уже и	2	2
176	и та	2	2
177	превращается в	2	2
178	с этим	4	2
179	конечно в	2	2
180	об этом	4	2
181	в первой	4	2
182	по своему	4	2
183	и слова	2	2
184	то время	3	2
185	ведь это	2	2
186	конечно не	2	2
187	и о	4	2
188	дело в	3	2
189	как в	3	2
190	им в	2	2
191	если мы	2	2
192	том что	7	2
193	хотя бы	2	2
194	почти всегда	3	2
195	здесь с	2	2
196	мы можем	2	2
197	в поэзии	3	2
