N	2gram	Bakhtin_Fr_1	Myshleni
1	в том	16	42
2	том что	6	35
3	в процессе	2	27
4	точки зрения	7	24
5	в этом	15	24
6	и в	65	20
7	что в	3	19
8	в основе	8	17
9	то что	3	15
10	не только	10	15
11	как мы	6	13
12	с другой	3	12
13	при этом	6	12
14	в их	4	12
15	потому что	5	12
16	может быть	6	12
17	в целом	2	11
18	в его	9	11
19	с точки	3	11
20	того что	2	10
21	так как	6	10
22	в отношении	6	10
23	мы видим	2	10
24	в себе	3	10
25	только в	7	10
26	и другие	8	9
27	одной стороны	2	9
28	но и	10	9
29	с одной	2	9
30	между тем	5	9
31	как и	5	9
32	и не	22	8
33	как бы	22	7
34	этом отношении	3	7
35	что мы	2	7
36	в своей	5	7
37	самом деле	3	7
38	могут быть	2	7
39	они являются	2	7
40	к тому	2	6
41	в самом	4	6
42	не может	3	6
43	и на	11	6
44	сказать что	6	6
45	по своей	3	6
46	его в	7	6
47	что он	3	6
48	в частности	5	5
49	никогда не	6	5
50	это не	3	5
51	не является	3	5
52	и его	10	5
53	и к	4	5
54	все же	6	5
55	о том	2	5
56	мы уже	12	5
57	так и	10	5
58	как в	5	5
59	все эти	10	5
60	в своем	8	4
61	для нас	4	4
62	из них	4	4
63	роль в	2	4
64	друг друга	3	4
65	и с	3	4
66	его к	2	4
67	по своему	8	4
68	из основных	2	4
69	в сущности	16	4
70	во всей	3	4
71	между ними	4	4
72	не в	4	4
73	и для	2	4
74	в области	7	4
75	не могут	3	3
76	в этих	2	3
77	не подлежит	2	3
78	формы и	7	3
79	и от	2	3
80	на все	2	3
81	в этой	4	3
82	от того	2	3
83	в условиях	13	3
84	в виду	3	3
85	и других	3	3
86	на его	2	3
87	но в	14	3
88	и во	3	3
89	во всем	2	3
90	но не	2	3
91	наряду с	2	3
92	приводит к	2	3
93	совершенно не	4	3
94	на этот	2	3
95	связи с	4	3
96	в чем	2	3
97	связана с	5	2
98	том числе	10	2
99	мы будем	3	2
100	числе и	7	2
101	понятно что	2	2
102	прежде всего	11	2
103	мы найдем	2	2
104	он находит	2	2
105	мы и	3	2
106	для него	5	2
107	в наши	2	2
108	и у	6	2
109	одним из	2	2
110	но для	3	2
111	в ней	6	2
112	в нем	13	2
113	к нему	3	2
114	уже говорили	7	2
115	образов и	2	2
116	в отличие	4	2
117	не просто	3	2
118	дает в	3	2
119	во многих	2	2
120	не знает	6	2
121	из этих	2	2
122	и здесь	3	2
123	но как	3	2
124	их в	2	2
125	это в	4	2
126	постановке проблемы	2	2
127	а затем	2	2
128	еще не	6	2
129	видеть в	2	2
130	свое время	2	2
131	далеко не	3	2
132	в свое	2	2
133	даже в	3	2
134	мысли и	4	2
135	только на	2	2
136	и т.п	17	2
137	входит в	4	2
138	в той	5	2
139	и он	2	2
140	в таком	2	2
141	на котором	3	2
142	и это	2	2
143	отличие от	5	2
