N	2gram	Vygotskiy__1	KFilosof
1	может быть	14	43
2	в его	14	39
3	не может	12	27
4	и не	9	26
5	по отношению	7	25
6	и в	23	22
7	в котором	4	21
8	отношению к	7	21
9	в себе	6	21
10	в ее	2	17
11	а не	3	17
12	и его	6	17
13	только в	6	16
14	точки зрения	26	13
15	в этом	17	13
16	ни в	4	12
17	для него	2	12
18	но не	4	12
19	и это	3	12
20	все эти	4	11
21	в своей	4	11
22	не в	4	11
23	в своем	3	10
24	все это	6	10
25	во всех	3	10
26	с точки	18	10
27	в целом	20	9
28	но и	14	9
29	в их	3	9
30	как бы	11	9
31	и все	5	9
32	лишь в	6	8
33	если бы	5	8
34	было бы	4	8
35	жизни и	2	8
36	во всем	3	7
37	вовсе не	3	7
38	должен быть	4	7
39	то что	17	7
40	я не	3	6
41	и я	2	6
42	в смысле	2	6
43	в том	24	6
44	он не	5	6
45	уже не	2	6
46	никогда не	2	5
47	хотя бы	4	5
48	то же	8	5
49	но все	2	5
50	именно в	6	5
51	не имеет	2	5
52	должно быть	2	5
53	в основе	8	5
54	но в	5	5
55	как и	14	5
56	не только	16	5
57	для себя	4	5
58	все же	3	5
59	со всем	2	5
60	там где	2	5
61	что в	14	4
62	при этом	4	4
63	в своих	5	4
64	между тем	9	4
65	в одном	4	4
66	том что	21	4
67	во всей	4	4
68	а в	2	4
69	тем самым	5	4
70	в каком	3	4
71	и т.д	5	4
72	в чем	4	4
73	бы и	2	3
74	независимо от	6	3
75	что это	3	3
76	ибо все	2	3
77	теории и	3	3
78	целом и	5	3
79	ближе к	2	3
80	в свою	4	3
81	и пр	2	3
82	себе и	2	3
83	был бы	2	3
84	и тем	6	3
85	от того	6	3
86	нигде не	2	3
87	того что	15	3
88	и на	8	3
89	в то	7	3
90	о том	6	3
91	мы не	7	3
92	всех этих	2	3
93	сознания и	3	3
94	тогда когда	3	3
95	ясно что	2	3
96	не могу	3	3
97	в современной	2	3
98	самом деле	3	3
99	для того	15	3
100	что этот	2	3
101	тем что	6	3
102	могут быть	3	3
103	в другом	7	3
104	ничего не	3	3
105	может не	3	2
106	а с	4	2
107	сознания в	2	2
108	мысль и	3	2
109	прежде всего	10	2
110	вопрос о	7	2
111	и как	5	2
112	же время	2	2
113	он может	2	2
114	и мы	3	2
115	это целое	2	2
116	по себе	5	2
117	тому что	5	2
118	для этого	5	2
119	мышления и	40	2
120	и других	3	2
121	мысль не	2	2
122	все остальные	4	2
123	мышление и	3	2
124	потому что	6	2
125	говорить о	2	2
126	в единое	2	2
127	с его	4	2
128	и то	3	2
129	с тем	7	2
130	что эта	2	2
131	к этому	4	2
132	что он	7	2
133	в качестве	9	2
134	мышления как	5	2
135	со всеми	2	2
136	бы он	2	2
137	и потому	2	2
138	но этот	2	2
139	этого слова	4	2
140	и эти	2	2
141	в процессе	8	2
142	не остается	3	2
143	так и	5	2
144	как в	4	2
145	в ту	2	2
146	в контекст	2	2
147	нами в	2	2
148	в виде	2	2
149	если не	3	2
150	того чтобы	17	2
151	в данном	2	2
152	от этого	2	2
153	всей его	3	2
154	в этой	7	2
155	его на	2	2
156	дело в	2	2
157	едва ли	2	2
158	в области	3	2
