N	2gram	Vygotskiy__2	RusskieA
1	и в	15	29
2	что в	14	22
3	том что	27	22
4	в том	33	22
5	как бы	7	18
6	состоит в	3	15
7	в других	2	15
8	может быть	9	13
9	так как	4	13
10	во время	3	12
11	как и	6	11
12	в этом	19	11
13	все это	4	10
14	и с	4	10
15	не только	15	10
16	о том	9	9
17	в некоторых	2	9
18	а в	4	9
19	но и	10	8
20	ее в	2	8
21	с в	4	8
22	мы видели	6	7
23	данном случае	3	7
24	как в	4	7
25	или в	3	7
26	мы не	10	6
27	для того	10	6
28	для нас	4	6
29	вместе с	6	6
30	таким образом	14	6
31	при этом	3	6
32	того чтобы	12	6
33	в данном	3	6
34	мы имеем	3	6
35	представление о	5	5
36	потому что	7	5
37	это не	5	5
38	к этому	4	5
39	то что	20	5
40	и что	8	5
41	но не	3	5
42	с ней	2	5
43	для этого	3	5
44	не может	9	5
45	следующим образом	2	5
46	но в	6	5
47	видели что	5	4
48	именно в	2	4
49	в них	4	4
50	эта теория	2	4
51	и все	3	4
52	тогда когда	5	4
53	вопрос о	5	4
54	по существу	5	4
55	не в	8	4
56	из них	3	4
57	же как	2	4
58	том же	2	4
59	а также	2	4
60	это представление	3	4
61	так же	4	4
62	то же	5	4
63	а не	3	4
64	в которых	3	4
65	их в	4	4
66	как это	6	4
67	тем что	2	3
68	в этих	2	3
69	в качестве	4	3
70	и других	2	3
71	как например	2	3
72	живет в	2	3
73	что здесь	2	3
74	и другой	2	3
75	того что	17	3
76	было бы	10	3
77	нас к	2	3
78	что она	3	3
79	но если	2	3
80	в котором	2	3
81	с другими	3	3
82	не имеет	4	3
83	во всех	2	3
84	связь с	2	3
85	только тогда	2	3
86	в отличие	3	3
87	что для	3	3
88	не объясняет	2	3
89	все эти	3	3
90	и по	3	3
91	друг друга	5	3
92	как мы	6	3
93	тому как	2	3
94	подобно тому	2	3
95	в этой	6	3
96	что это	6	3
97	отличие от	3	3
98	в эту	4	3
99	с этой	2	2
100	связь между	5	2
101	связи с	9	2
102	своей книге	2	2
103	при рассмотрении	3	2
104	об этом	3	2
105	могут быть	2	2
106	никогда не	8	2
107	по этому	6	2
108	переход от	4	2
109	с другой	6	2
110	в стороне	2	2
111	из этих	4	2
112	прежде всего	4	2
113	как уже	2	2
114	нет никаких	2	2
115	такое объяснение	3	2
116	рассматривается как	3	2
117	что и	2	2
118	к ней	2	2
119	что с	5	2
120	и как	2	2
121	приводит нас	2	2
122	у них	2	2
123	чем в	2	2
124	очевидно что	3	2
125	одной стороны	7	2
126	на эту	2	2
127	что на	2	2
128	с развитием	4	2
129	в виду	6	2
130	он показывает	2	2
131	должен быть	2	2
132	все же	4	2
133	в своей	4	2
134	после этого	2	2
135	том чтобы	4	2
136	что при	3	2
137	в их	2	2
138	этому поводу	3	2
139	того как	4	2
140	а с	4	2
141	должны были	3	2
142	с одной	7	2
143	в течение	2	2
144	на самом	3	2
145	там где	6	2
146	этот вопрос	5	2
147	ней в	2	2
148	из которых	3	2
149	и для	2	2
150	должно быть	2	2
151	можно было	5	2
152	рассматриваться как	3	2
153	с этим	3	2
154	моментов в	2	2
155	полагает что	5	2
156	и ее	3	2
157	во всем	2	2
158	представляет собой	2	2
159	заметить что	2	2
160	в которой	4	2
161	не можем	3	2
