N	2gram	Bakhtin_fo_2	Istorich
1	и в	46	26
2	так как	6	18
3	мы имеем	2	14
4	никогда не	6	13
5	потому что	8	13
6	что в	5	12
7	таким образом	3	12
8	в том	10	12
9	и на	7	12
10	в этом	22	12
11	мы видели	2	11
12	может быть	7	11
13	с другой	2	10
14	в образе	4	10
15	том что	4	10
16	и т	14	10
17	и не	9	10
18	не только	11	10
19	представление о	2	9
20	что он	3	9
21	еще не	6	9
22	но и	9	9
23	о смерти	2	9
24	в нем	5	8
25	все же	6	8
26	вместе с	9	8
27	т д	3	8
28	все эти	5	8
29	и это	2	8
30	с ним	4	8
31	уже не	3	7
32	с одной	2	7
33	и его	12	7
34	представлений о	2	7
35	у него	9	7
36	о том	4	7
37	но в	10	7
38	этом случае	2	6
39	то что	7	6
40	мы уже	9	6
41	ее в	3	6
42	как в	4	6
43	не может	2	6
44	и с	6	6
45	как он	2	6
46	на небе	2	5
47	очень часто	2	5
48	у нас	2	5
49	как и	8	5
50	мы видим	2	5
51	в его	8	5
52	так и	7	5
53	то же	8	5
54	как это	2	5
55	тем что	3	5
56	в то	5	5
57	только в	11	5
58	его в	6	5
59	там где	2	5
60	есть и	4	4
61	с тем	2	4
62	это не	2	4
63	из этих	4	4
64	но здесь	2	4
65	имеем в	3	4
66	прежде всего	14	4
67	здесь мы	3	4
68	но это	2	4
69	до сих	2	4
70	все что	2	4
71	в это	3	4
72	как бы	10	4
73	что и	3	4
74	сих пор	2	4
75	после этого	2	4
76	на землю	2	4
77	еще нет	3	4
78	на земле	2	4
79	как мы	6	4
80	и он	4	4
81	и по	3	4
82	а также	3	4
83	здесь еще	3	4
84	у них	2	4
85	под землей	2	4
86	и другие	3	3
87	в частности	5	3
88	могут быть	2	3
89	в них	7	3
90	на котором	2	3
91	и от	2	3
92	в одном	7	3
93	к этому	3	3
94	ее к	2	3
95	на первый	3	3
96	так что	4	3
97	не в	9	3
98	больше и	2	3
99	в качестве	3	3
100	кроме того	3	3
101	она не	2	3
102	том как	3	3
103	наряду с	2	3
104	почти всегда	2	3
105	что здесь	2	3
106	один из	2	3
107	а в	3	3
108	при этом	6	3
109	и других	2	3
110	и вот	2	3
111	и наконец	6	3
112	как на	2	3
113	в данном	2	3
114	та же	3	3
115	их в	4	3
116	и только	2	3
117	в себе	4	3
118	не было	3	3
119	него и	2	3
120	далеко не	2	3
121	от этого	2	3
122	с этой	4	2
123	о чем	3	2
124	и как	3	2
125	а потом	2	2
126	в этих	3	2
127	в своем	5	2
128	но он	2	2
129	того же	3	2
130	в одной	2	2
131	с этим	5	2
132	первый план	2	2
133	вовсе не	13	2
134	смерть и	8	2
135	можно сказать	2	2
136	к тому	3	2
137	с рождением	2	2
138	он был	2	2
139	самое время	3	2
140	что они	4	2
141	как у	3	2
142	но не	5	2
143	так же	2	2
144	в последнем	2	2
145	смерти в	11	2
146	в греческом	5	2
147	было бы	2	2
148	царстве мертвых	2	2
149	в фольклоре	2	2
150	и др	5	2
151	жизни и	8	2
152	в некоторых	2	2
153	и до	2	2
154	но эти	3	2
155	в форме	3	2
156	тела и	5	2
157	смерти и	4	2
158	целый ряд	3	2
159	борьбе с	2	2
160	он не	5	2
161	и они	3	2
162	в царстве	2	2
163	человека в	6	2
164	а не	4	2
165	того что	3	2
166	людей и	2	2
167	во всяком	2	2
168	к себе	4	2
169	в которых	3	2
170	ту же	2	2
171	по всему	3	2
172	в этой	2	2
173	здесь не	2	2
174	мира и	9	2
175	значит что	2	2
