N	3gram	Vygotskiy__2	Marksizm
1	с точки зрения	10	20
2	не может быть	8	13
3	в самом деле	11	9
4	и не может	2	9
5	бы то ни	2	8
6	до сих пор	5	8
7	с другой стороны	2	5
8	одни и те	2	5
9	и те же	2	5
10	в отношении к	3	4
11	то же самое	6	3
12	в то же	2	3
13	на этот вопрос	2	3
14	то же время	2	3
15	в конце концов	3	3
16	в этом отношении	5	3
17	в том что	17	3
18	для того чтобы	13	3
19	и той же	4	2
20	так же как	4	2
21	в свою очередь	2	2
22	можно было бы	4	2
23	тем не менее	4	2
24	во всяком случае	2	2
25	одной и той	4	2
