N	2gram	Losev_Prob_5	Morfolog
1	может быть	7	52
2	таким образом	13	20
3	не может	5	17
4	и в	30	13
5	в этом	17	13
6	так как	6	12
7	связи с	7	11
8	прежде всего	6	9
9	не всегда	3	9
10	так и	7	9
11	в связи	7	9
12	то же	2	9
13	и не	12	9
14	а не	5	9
15	мы имеем	2	9
16	с другой	6	8
17	по существу	2	8
18	что и	6	8
19	при помощи	6	8
20	в результате	7	8
21	представляет собою	2	7
22	в качестве	4	7
23	все же	9	7
24	или же	2	7
25	это не	2	6
26	не могут	2	6
27	в том	12	6
28	но не	7	6
29	а также	3	6
30	а в	6	6
31	не менее	5	5
32	и другие	3	5
33	наряду с	2	5
34	вслед за	2	5
35	далеко не	4	5
36	как бы	6	5
37	не все	2	5
38	один из	2	5
39	то что	18	5
40	или в	4	5
41	потому что	13	5
42	мы не	2	5
43	что в	5	4
44	и как	6	4
45	вовсе не	8	4
46	об этом	4	4
47	что его	3	4
48	тем не	5	4
49	отношению к	2	4
50	было бы	4	4
51	на его	2	4
52	несмотря на	6	4
53	не только	18	4
54	как в	2	4
55	как мы	2	4
56	другой стороны	6	4
57	так же	5	4
58	по отношению	2	4
59	как и	7	4
60	хотя и	8	4
61	тем что	2	4
62	точки зрения	10	4
63	с точки	8	4
64	также и	12	4
65	его в	6	4
66	ничего не	2	4
67	в других	3	4
68	прежде чем	2	3
69	это уже	2	3
70	в начале	3	3
71	в какой	2	3
72	же в	3	3
73	том что	17	3
74	но все	4	3
75	что они	3	3
76	кроме того	2	3
77	того чтобы	2	3
78	во втором	2	3
79	он не	3	3
80	ни в	4	3
81	но и	13	3
82	на него	2	3
83	самом деле	2	3
84	к нему	3	3
85	и для	6	3
86	мы можем	5	3
87	из них	2	3
88	в то	4	3
89	но в	9	3
90	совсем не	3	2
91	и более	2	2
92	с тем	5	2
93	в виде	10	2
94	в частности	4	2
95	однако в	3	2
96	и за	2	2
97	хотя бы	2	2
98	точно так	3	2
99	к этому	2	2
100	что он	7	2
101	можно сказать	6	2
102	и к	4	2
103	о похищении	3	2
104	только в	9	2
105	смысле слова	3	2
106	то время	3	2
107	одной стороны	3	2
108	но для	2	2
109	в таких	2	2
110	в настоящее	3	2
111	и тогда	2	2
112	и только	2	2
113	а с	4	2
114	с одной	3	2
115	все эти	2	2
116	перейти к	3	2
117	и что	6	2
118	того что	3	2
119	для того	3	2
120	об освобождении	2	2
121	уже не	6	2
122	тем же	3	2
123	мотив не	3	2
124	и его	6	2
125	можно было	2	2
126	в другом	3	2
127	настоящее время	3	2
128	о том	12	2
129	ясно что	4	2
130	здесь не	7	2
131	сказать что	9	2
132	время как	3	2
