N	2gram	Nazirov_Tr_1	FransuaR
1	и в	18	29
2	то есть	3	21
3	и не	7	16
4	и все	4	13
5	в этой	4	13
6	как и	5	12
7	но в	6	12
8	так и	5	11
9	и на	7	11
10	в этом	9	11
11	то же	5	10
12	в романе	10	10
13	в то	5	10
14	не только	8	10
15	в конце	3	9
16	но и	4	9
17	все эти	3	9
18	и с	7	9
19	его в	2	9
20	же время	6	8
21	прежде всего	4	8
22	в его	3	8
23	и его	6	8
24	как бы	7	8
25	так же	4	7
26	в том	2	7
27	своего рода	3	6
28	что это	5	5
29	у него	6	5
30	это не	5	5
31	до конца	2	5
32	в нем	4	5
33	и до	2	5
34	он и	2	5
35	перед нами	2	4
36	но они	2	4
37	с его	2	4
38	в образе	6	4
39	что он	6	4
40	но это	4	4
41	еще не	4	4
42	один из	3	4
43	то что	4	4
44	все это	4	4
45	этот образ	4	4
46	жизнь и	3	4
47	тем что	2	4
48	что образ	3	3
49	в частности	2	3
50	в своем	3	3
51	с ее	3	3
52	и здесь	2	3
53	в ее	2	3
54	все же	5	3
55	том что	4	3
56	и как	3	3
57	в дальнейшем	5	3
58	и сам	3	3
59	он не	2	3
60	к нему	3	3
61	в известной	2	3
62	при этом	3	3
63	в году	9	3
64	и за	2	3
65	и даже	4	3
66	не случайно	2	3
67	в себе	4	3
68	это был	2	2
69	уже в	3	2
70	а как	2	2
71	к тому	2	2
72	о его	2	2
73	ни в	2	2
74	он был	2	2
75	что я	4	2
76	было в	2	2
77	не может	5	2
78	о чем	3	2
79	может быть	7	2
80	никогда не	2	2
81	уже не	2	2
82	как в	3	2
83	друг друга	2	2
84	эпизод с	3	2
85	не мог	2	2
86	и то	2	2
87	еще раз	2	2
88	как будто	3	2
89	о том	2	2
90	и это	2	2
91	и детей	2	2
92	с ним	3	2
