N	2gram	Vygotskiy__3	Marksizm
1	точки зрения	16	34
2	может быть	19	26
3	и не	10	26
4	не может	7	24
5	с точки	9	20
6	и в	38	19
7	и его	6	19
8	таким образом	12	17
9	в этом	13	16
10	как бы	14	15
11	как мы	7	13
12	как и	8	12
13	если мы	6	11
14	и для	4	11
15	в самом	25	10
16	в нем	4	10
17	самом деле	21	10
18	для него	2	9
19	только в	4	9
20	при этом	4	8
21	но и	5	8
22	до сих	6	8
23	не только	12	8
24	все же	8	8
25	то что	35	8
26	сих пор	5	8
27	все эти	4	7
28	так же	2	7
29	но в	3	7
30	в ее	7	7
31	во всех	4	7
32	то же	10	7
33	а не	7	7
34	в том	25	6
35	другой стороны	5	6
36	и здесь	6	6
37	отнюдь не	2	6
38	того же	3	6
39	в его	5	6
40	мы не	5	6
41	так сказать	5	6
42	ничего не	2	6
43	с другой	7	5
44	в конце	2	5
45	не в	12	5
46	до конца	2	5
47	конечно не	4	5
48	и все	10	5
49	к этому	3	5
50	вовсе не	8	5
51	по преимуществу	2	5
52	того чтобы	9	5
53	хотя бы	2	5
54	во всяком	2	5
55	ясно что	6	5
56	самого начала	6	4
57	что в	20	4
58	как же	2	4
59	с самого	6	4
60	в ней	15	4
61	здесь мы	4	4
62	а в	7	4
63	и на	6	4
64	тот же	3	4
65	сказать что	4	4
66	и между	4	4
67	с этим	8	4
68	было бы	12	4
69	что же	2	4
70	как в	4	4
71	для того	8	4
72	в данном	2	4
73	далеко не	3	4
74	место в	3	3
75	в какой	5	3
76	одного из	2	3
77	здесь в	2	3
78	и как	8	3
79	не имеют	2	3
80	в котором	6	3
81	места в	2	3
82	из них	6	3
83	все это	3	3
84	следует что	2	3
85	того что	4	3
86	не имеет	6	3
87	между тем	7	3
88	в то	3	3
89	же самое	10	3
90	его в	3	3
91	и действительно	2	3
92	смысле этого	2	3
93	он может	2	3
94	не могут	2	3
95	и к	3	3
96	она может	3	3
97	том что	14	3
98	совершенно не	5	3
99	в сущности	10	3
100	мы говорили	3	3
101	он не	6	3
102	в своей	5	3
103	в истории	2	3
104	целый ряд	2	3
105	на самом	2	3
106	и следовательно	2	3
107	и ее	2	3
108	и это	8	3
109	в которой	5	3
110	должна быть	5	2
111	никогда не	4	2
112	дано в	3	2
113	тому что	6	2
114	в своем	5	2
115	что все	3	2
116	одной и	2	2
117	его к	2	2
118	ни в	3	2
119	как если	3	2
120	к каким	2	2
121	свою очередь	2	2
122	противоречие между	2	2
123	в свою	4	2
124	и той	2	2
125	совпадает с	2	2
126	для всех	2	2
127	но если	4	2
128	в виду	4	2
129	всяком случае	2	2
130	с ее	2	2
131	в первой	2	2
132	всех остальных	2	2
133	как к	2	2
134	по аналогии	2	2
135	и только	3	2
136	имеет место	2	2
137	не просто	2	2
138	и даже	4	2
139	в своих	4	2
140	с этой	2	2
141	говорит он	2	2
142	это является	2	2
143	в одной	2	2
144	из этих	3	2
145	к его	2	2
146	о том	6	2
147	так как	6	2
148	бы в	3	2
149	к этой	2	2
150	в основе	3	2
151	и более	2	2
152	если бы	14	2
153	и та	2	2
154	между собой	2	2
155	и во	2	2
156	если он	4	2
157	что он	11	2
158	конечно в	3	2
159	в себе	4	2
160	у нас	2	2
161	одна из	4	2
162	в качестве	2	2
163	она не	6	2
164	мы уже	7	2
165	к тому	6	2
166	то как	2	2
167	одним словом	2	2
168	этого слова	2	2
169	и этот	3	2
170	что и	4	2
171	благодаря этому	2	2
172	как раз	8	2
173	в двух	9	2
174	к своему	2	2
175	что не	3	2
176	из которых	4	2
177	той же	2	2
178	в таком	3	2
179	или в	5	2
180	не нашли	2	2
181	мы можем	7	2
182	тем что	3	2
183	в другом	5	2
184	могла бы	3	2
185	в русской	2	2
186	из этого	8	2
187	без всякой	2	2
188	этими двумя	2	2
189	там где	6	2
190	из него	4	2
