N	2gram	Losev_Prob_4	Myslijsy
1	то есть	27	34
2	потому что	15	33
3	то что	15	29
4	может быть	9	26
5	таким образом	8	24
6	в том	20	23
7	и в	20	23
8	в этом	9	23
9	и не	28	18
10	что в	3	17
11	при этом	6	15
12	только в	23	15
13	для нас	6	14
14	как и	6	14
15	в себе	12	14
16	то же	7	14
17	так как	5	14
18	если бы	8	13
19	том что	12	12
20	не было	3	12
21	а не	7	12
22	по себе	11	11
23	но и	14	11
24	не в	13	11
25	не может	5	11
26	и потому	7	10
27	что мы	3	10
28	не только	24	10
29	тем что	3	10
30	мы можем	3	10
31	не есть	12	9
32	в своем	3	8
33	было бы	14	8
34	то это	3	8
35	другими словами	3	8
36	мы не	7	8
37	сказать что	7	8
38	о том	5	8
39	но в	8	8
40	с тем	4	7
41	что это	2	7
42	это не	7	7
43	в нем	5	7
44	что и	3	7
45	и что	2	7
46	вовсе не	21	7
47	и т	4	7
48	как в	5	7
49	с этим	4	7
50	независимо от	3	6
51	и к	3	6
52	для того	3	6
53	вместе с	5	6
54	что не	4	6
55	когда мы	5	6
56	в которой	2	6
57	так и	10	6
58	уже в	4	5
59	по крайней	6	5
60	так что	6	5
61	есть только	2	5
62	для него	3	5
63	хотя и	5	5
64	в его	3	5
65	как бы	4	5
66	к нему	3	5
67	крайней мере	6	5
68	бы и	3	5
69	есть нечто	9	5
70	все это	9	5
71	не менее	10	5
72	а в	4	5
73	с ним	4	5
74	во всяком	8	5
75	тем более	4	5
76	говорить о	2	5
77	и то	2	5
78	есть в	7	5
79	не имеет	4	5
80	не то	2	5
81	и более	3	4
82	каждый раз	5	4
83	и все	8	4
84	что он	8	4
85	есть не	6	4
86	слова то	2	4
87	тем не	10	4
88	как же	2	4
89	можно сказать	5	4
90	и может	2	4
91	в одном	4	4
92	и о	5	4
93	в котором	2	4
94	сам по	6	4
95	и тем	7	4
96	в сравнении	2	4
97	а именно	2	4
98	да и	5	4
99	только на	2	4
100	то и	5	4
101	в истории	3	4
102	в той	8	4
103	тем самым	4	4
104	того чтобы	2	4
105	хотя бы	7	4
106	так же	5	4
107	с другими	3	4
108	в таком	6	4
109	между собою	2	4
110	точки зрения	14	4
111	в каком	6	4
112	в данном	6	4
113	в сознании	3	4
114	в то	4	4
115	же самое	6	4
116	его в	2	4
117	мы имеем	6	4
118	и с	7	4
119	при помощи	10	3
120	до того	2	3
121	себе в	3	3
122	только не	4	3
123	и есть	4	3
124	связи с	3	3
125	в этих	5	3
126	в них	5	3
127	в смысле	5	3
128	там же	2	3
129	именно в	7	3
130	но это	6	3
131	не будет	2	3
132	кроме того	4	3
133	еще не	7	3
134	и если	5	3
135	к тому	3	3
136	на его	2	3
137	в самом	2	3
138	между прочим	3	3
139	образы и	3	3
140	в виду	6	3
141	всяком случае	4	3
142	на себе	3	3
143	нет ничего	3	3
144	только что	2	3
145	и только	4	3
146	т д	3	3
147	в разных	4	3
148	все эти	16	3
149	все равно	3	3
150	на самом	5	3
151	уже не	5	3
152	заметим что	3	3
153	самом деле	3	3
154	и по	2	3
155	которое в	2	3
156	с ними	2	3
157	и на	3	3
158	это есть	3	3
159	то в	2	3
160	то мы	2	3
161	даже и	13	3
162	мы его	2	3
163	с точки	11	3
164	не существует	5	2
165	можно только	2	2
166	только для	3	2
167	иное как	2	2
168	из себя	2	2
169	и как	3	2
170	но даже	4	2
171	в нашем	12	2
172	а может	2	2
173	и без	6	2
174	сами по	2	2
175	столь же	2	2
176	но так	2	2
177	с другой	7	2
178	то он	2	2
179	точно так	3	2
180	представить себе	2	2
181	этом мы	2	2
182	и понятия	2	2
183	все в	3	2
184	в ее	5	2
185	в самой	4	2
186	у нас	14	2
187	из этого	3	2
188	об этом	6	2
189	по своему	6	2
190	уже и	3	2
191	что чем	2	2
192	имеем дело	3	2
193	не что	2	2
194	тот же	2	2
195	в это	2	2
196	за ним	2	2
197	нам представляется	2	2
198	они могут	2	2
199	в ней	7	2
200	он не	2	2
201	и когда	2	2
202	не вполне	2	2
203	никто не	2	2
204	нам кажется	2	2
205	и это	2	2
206	если оно	2	2
207	можно назвать	2	2
208	конечно не	3	2
209	данном случае	5	2
210	указывает на	4	2
211	что она	4	2
212	уже по	2	2
213	и прежде	2	2
214	и вполне	5	2
215	и для	4	2
216	если мы	5	2
217	еще более	2	2
218	дело не	3	2
219	что его	4	2
220	человека в	3	2
221	но эта	2	2
222	как мы	3	2
223	здесь мы	3	2
224	и другое	3	2
225	из которых	3	2
226	и даже	9	2
227	и притом	2	2
228	не так	3	2
229	друг друга	2	2
230	и его	10	2
231	в других	2	2
232	можно было	4	2
233	в ряд	3	2
234	в виде	22	2
235	к ней	2	2
236	том смысле	2	2
237	к его	3	2
238	это можно	2	2
239	что иное	2	2
240	и вообще	6	2
241	мы должны	3	2
242	эти образы	2	2
243	а если	3	2
244	в области	3	2
245	если и	3	2
246	это было	2	2
247	и сама	3	2
248	ни к	2	2
