N	2gram	Vygotskiy__6	Narrotol
1	не только	16	26
2	а не	3	17
3	представляет собой	3	16
4	но и	10	15
5	в том	28	14
6	при этом	3	14
7	в качестве	4	14
8	и не	11	14
9	том что	19	13
10	и в	28	13
11	в этом	27	13
12	состоит в	2	12
13	в частности	4	11
14	только в	18	11
15	может быть	13	10
16	в данном	2	10
17	к тому	10	9
18	так и	6	9
19	а в	2	9
20	то что	28	8
21	в себе	4	8
22	не может	19	8
23	не в	4	8
24	иначе говоря	3	7
25	никогда не	8	6
26	в своем	7	6
27	прежде всего	2	6
28	можно сказать	6	6
29	и к	6	6
30	того что	24	6
31	в его	3	6
32	все же	2	6
33	у него	2	6
34	как бы	11	6
35	но в	5	6
36	точки зрения	13	5
37	что он	18	5
38	хотя и	3	5
39	он не	7	5
40	в котором	2	5
41	я не	4	5
42	и тем	5	5
43	в нем	7	5
44	отношению к	10	5
45	как в	3	5
46	по отношению	10	5
47	таким образом	18	5
48	в той	4	5
49	тем самым	8	5
50	с другой	2	5
51	в то	6	5
52	не менее	2	4
53	если бы	7	4
54	в конце	2	4
55	как и	6	4
56	что в	17	4
57	для него	6	4
58	в своей	2	4
59	то же	7	4
60	в силу	17	4
61	в другом	2	4
62	в этой	5	4
63	и т.д	3	4
64	и все	5	4
65	как это	3	4
66	с ним	2	4
67	в себя	3	4
68	с его	3	3
69	тому что	11	3
70	мы имеем	4	3
71	точку зрения	2	3
72	это не	5	3
73	представить себе	3	3
74	и того	4	3
75	что я	2	3
76	что они	2	3
77	но не	10	3
78	к его	2	3
79	как раз	6	3
80	только к	3	3
81	один из	3	3
82	в целом	3	3
83	на том	2	3
84	между собой	9	3
85	как по	4	3
86	внимание на	2	3
87	все эти	2	3
88	самом деле	2	3
89	того чтобы	10	3
90	и по	3	3
91	и его	3	3
92	с ними	2	3
93	с этой	2	3
94	этом отношении	3	3
95	сказать что	13	3
96	по своей	3	3
97	дело с	2	2
98	он сам	2	2
99	зависит от	3	2
100	же как	6	2
101	только не	3	2
102	должен был	3	2
103	в нашем	4	2
104	что у	2	2
105	к другому	4	2
106	представления о	2	2
107	из этих	3	2
108	на фоне	3	2
109	в случае	3	2
110	и здесь	3	2
111	на то	4	2
112	для нас	2	2
113	только по	4	2
114	и более	2	2
115	по своему	2	2
116	имеем дело	2	2
117	отношения между	4	2
118	что с	3	2
119	еще не	8	2
120	было бы	9	2
121	во второй	2	2
122	себе и	2	2
123	своей природе	4	2
124	в самом	8	2
125	несмотря на	2	2
126	имеет место	2	2
127	интерес к	2	2
128	как показывает	7	2
129	не являются	2	2
130	оно не	4	2
131	не могло	2	2
132	что и	4	2
133	раз в	3	2
134	он может	2	2
135	в процессе	9	2
136	только на	2	2
137	в других	2	2
138	именно в	4	2
139	у нас	2	2
140	те же	3	2
141	они не	4	2
142	и что	6	2
143	только что	2	2
144	с точки	10	2
145	не имеет	6	2
146	так же	15	2
147	всякий раз	3	2
148	как на	3	2
149	той же	4	2
150	мы не	6	2
151	можно было	7	2
152	в чем	6	2
153	на одном	2	2
154	но это	2	2
155	но он	2	2
156	в своих	3	2
157	могли бы	9	2
158	представляют собой	3	2
159	бы в	3	2
160	в каждой	4	2
161	потому что	22	2
162	в области	6	2
163	в сознании	4	2
164	к которому	2	2
165	том как	2	2
