N	2gram	Tiupa_Narr_1	Mirosoze
1	и в	11	46
2	в нем	4	22
3	у него	7	22
4	может быть	15	21
5	в этом	12	20
6	никогда не	4	18
7	для него	4	18
8	и не	23	18
9	не только	31	18
10	но и	27	15
11	не может	8	15
12	человека в	2	14
13	как и	13	13
14	а не	13	13
15	прежде всего	4	12
16	друг друга	2	12
17	потому что	5	12
18	не было	3	11
19	в ней	4	11
20	у нас	3	11
21	и он	6	11
22	та же	2	10
23	но в	7	10
24	он не	3	10
25	в себе	6	10
26	не в	6	9
27	как бы	6	8
28	в своем	3	8
29	она не	2	8
30	в мире	4	7
31	в этой	6	7
32	в нашем	3	7
33	что он	3	7
34	как в	4	7
35	хотя бы	2	7
36	и для	2	7
37	он сам	3	6
38	того что	4	6
39	жизни и	6	6
40	в русской	3	6
41	то же	8	5
42	и вот	2	5
43	в самом	6	5
44	один из	6	5
45	это не	3	5
46	в конце	2	5
47	тот кто	2	5
48	и все	3	5
49	к тому	6	5
50	то что	9	5
51	в своей	5	5
52	для того	3	5
53	и его	10	5
54	в его	6	5
55	что в	3	4
56	они и	2	4
57	все что	2	4
58	до конца	2	4
59	что у	4	4
60	не имеет	2	4
61	также и	3	4
62	с его	4	4
63	в жизни	3	4
64	в свою	2	4
65	том что	7	4
66	себя в	2	4
67	так и	5	4
68	уже не	8	4
69	того чтобы	4	4
70	к чему	3	4
71	и от	2	3
72	в том	8	3
73	и самого	2	3
74	жизни в	2	3
75	не мог	6	3
76	и на	5	3
77	сказать что	2	3
78	и с	3	3
79	о том	4	3
80	с ним	2	3
81	не существует	3	3
82	если бы	7	3
83	до сих	2	3
84	не будет	2	3
85	сих пор	2	3
86	и тогда	2	3
87	все равно	2	3
88	только в	12	3
89	в чем	2	3
90	в этих	2	2
91	не всегда	3	2
92	или иной	4	2
93	да и	2	2
94	как у	2	2
95	такого рода	10	2
96	жизни а	3	2
97	но для	3	2
98	хотя и	4	2
99	в сфере	2	2
100	к нему	4	2
101	по отношению	3	2
102	лишь в	3	2
103	друг для	2	2
104	а в	13	2
105	к себе	4	2
106	не о	2	2
107	точки зрения	5	2
108	между тем	3	2
109	а для	3	2
110	а за	2	2
111	по себе	4	2
112	это была	2	2
113	то в	4	2
114	связи с	2	2
115	в сущности	2	2
116	он уже	2	2
117	еще в	3	2
118	в смысл	2	2
119	оно не	2	2
120	отношению к	3	2
121	вместе с	2	2
122	быть и	2	2
123	человеческой жизни	2	2
124	в центре	3	2
125	что не	2	2
126	тому как	3	2
127	для друга	2	2
128	нас в	2	2
129	подобно тому	3	2
130	как будто	3	2
131	ничего не	2	2
