N	2gram	Bakhtin_Pr_4	VrazhdaK
1	у тургенева	4	11
2	не только	14	9
3	в этом	16	8
4	и что	3	8
5	и в	46	8
6	достоевского в	8	7
7	но и	12	7
8	что в	4	7
9	достоевского и	2	7
10	то что	4	7
11	и все	9	7
12	в котором	5	6
13	в нем	17	6
14	все же	4	6
15	и даже	3	6
16	в романе	6	6
17	как и	12	6
18	к достоевскому	2	6
19	но в	6	6
20	и с	7	6
21	о нем	6	6
22	то же	6	5
23	не было	2	5
24	и не	27	5
25	у него	5	5
26	об этом	2	5
27	между тем	2	5
28	в то	5	5
29	же время	5	5
30	уже в	4	4
31	для нас	2	4
32	у достоевского	16	4
33	как бы	19	4
34	все это	6	4
35	целый ряд	2	4
36	это не	5	4
37	что он	6	4
38	так же	3	4
39	с ним	2	4
40	может быть	23	4
41	при этом	5	4
42	о том	5	4
43	в виду	4	4
44	с его	5	3
45	в своем	3	3
46	и во	3	3
47	о себе	5	3
48	в конце	3	3
49	на то	3	3
50	в том	9	3
51	раз в	2	3
52	и его	6	3
53	том что	4	3
54	и как	2	3
55	тем что	3	3
56	в его	9	3
57	далеко не	3	3
58	но он	3	3
59	и о	3	3
60	одним из	3	3
61	он не	4	3
62	и т.п	14	2
63	что ж	7	2
64	он сам	2	2
65	в своей	3	2
66	и это	3	2
67	время и	2	2
68	не менее	2	2
69	мне и	2	2
70	он тоже	2	2
71	никогда не	6	2
72	вместе с	2	2
73	и наказания	3	2
74	как раз	7	2
75	так в	2	2
76	не может	19	2
77	а в	2	2
78	отношения к	2	2
79	таким образом	4	2
80	рядом с	5	2
81	но это	6	2
82	в той	3	2
83	уже не	4	2
84	к себе	6	2
85	и он	6	2
86	в повести	3	2
87	с точки	9	2
88	в этой	3	2
89	что я	6	2
90	же как	2	2
91	их в	3	2
92	точки зрения	11	2
93	в себе	7	2
94	отношение к	3	2
95	для него	2	2
96	еще не	7	2
97	в мире	3	2
98	с нею	2	2
99	одна из	2	2
100	к ним	4	2
101	том же	4	2
102	в него	6	2
