N	2gram	Medvedev_F_1	Problema
1	то что	8	38
2	и не	20	37
3	вовсе не	10	37
4	и в	24	35
5	не есть	2	33
6	не только	7	24
7	даже и	2	18
8	может быть	14	18
9	у нас	5	18
10	что такое	2	18
11	в этом	15	17
12	в настоящее	10	16
13	но и	7	16
14	настоящее время	10	16
15	только в	2	14
16	не менее	11	13
17	и что	2	13
18	во всяком	4	13
19	не может	16	13
20	в том	6	12
21	того что	5	12
22	хотя бы	5	12
23	что в	4	11
24	прежде всего	22	11
25	значения и	2	11
26	и даже	3	11
27	всяком случае	4	10
28	и с	8	10
29	еще не	6	10
30	а не	10	10
31	ничего не	2	10
32	если мы	2	9
33	в этой	6	9
34	только на	5	9
35	уже не	2	8
36	было бы	6	8
37	значение и	3	8
38	ясно что	3	8
39	по себе	5	8
40	как раз	2	8
41	все же	3	8
42	все эти	6	7
43	того или	2	7
44	в его	23	7
45	так и	18	7
46	тем самым	3	7
47	мы не	3	7
48	с другой	5	6
49	а только	2	6
50	ни в	2	6
51	но это	3	6
52	не о	3	6
53	и т	12	6
54	т д	8	6
55	в то	9	6
56	или иначе	2	6
57	но в	5	6
58	в области	3	6
59	в частности	4	5
60	тот или	2	5
61	в самом	5	5
62	отнюдь не	6	5
63	в связи	4	5
64	или иного	3	5
65	с этим	2	5
66	с одной	4	5
67	так же	4	5
68	и на	8	5
69	и более	2	5
70	и все	6	5
71	раз и	2	5
72	как и	11	5
73	связи с	3	5
74	то же	10	5
75	как мы	5	5
76	одной стороны	4	5
77	с другими	4	5
78	в себе	3	5
79	и это	2	5
80	сама по	2	4
81	в своем	11	4
82	в отношении	3	4
83	как таковой	6	4
84	и как	3	4
85	более или	6	4
86	не можем	2	4
87	в общем	3	4
88	как бы	6	4
89	значение в	3	4
90	все это	9	4
91	таким образом	13	4
92	а в	6	4
93	в результате	2	4
94	именно как	12	4
95	и здесь	6	4
96	всех этих	3	4
97	если бы	4	4
98	что он	3	4
99	стороны и	4	4
100	но не	3	4
101	до сих	6	4
102	сих пор	6	4
103	или менее	6	4
104	и самый	2	4
105	на самом	7	4
106	самом деле	6	4
107	в нашем	2	3
108	и от	7	3
109	вопрос о	2	3
110	к тому	3	3
111	но эта	2	3
112	нас не	2	3
113	и всякий	2	3
114	и если	2	3
115	и является	2	3
116	один из	3	3
117	в целом	6	3
118	и их	10	3
119	в их	11	3
120	для этого	4	3
121	то ни	3	3
122	не было	3	3
123	только и	4	3
124	при этом	5	3
125	лишь в	8	3
126	и наконец	3	3
127	в науке	2	3
128	в своих	2	3
129	в основе	3	3
130	в истории	4	3
131	но ведь	2	3
132	его в	3	3
133	гуманитарных наук	2	3
134	бы в	3	3
135	с тем	2	3
136	только не	2	3
137	перестает быть	3	3
138	и к	4	3
139	это и	3	3
140	одна из	2	3
141	она не	6	3
142	только как	2	3
143	нет и	2	3
144	если же	2	3
145	оно не	4	3
146	всем этим	2	3
147	как о	4	3
148	она должна	3	2
149	на всю	2	2
150	войти в	2	2
151	не в	8	2
152	но все	2	2
153	независимо от	4	2
154	в действительности	2	2
155	в него	2	2
156	в зависимости	2	2
157	и др	5	2
158	бы то	3	2
159	при таком	4	2
160	друг от	2	2
161	в понимании	5	2
162	сводится к	3	2
163	настоящего времени	2	2
164	для всякого	2	2
165	отличается от	3	2
166	от всякой	2	2
167	эта связь	2	2
168	в системе	2	2
169	не так	2	2
170	как такового	2	2
171	должно быть	11	2
172	как на	4	2
173	в ней	10	2
174	точки зрения	16	2
175	входящих в	2	2
176	в них	3	2
177	от чего	2	2
178	сами по	2	2
179	и всякое	3	2
180	и слишком	2	2
181	человек не	3	2
182	учение о	4	2
183	зависимости от	3	2
184	от друга	2	2
185	конечно не	4	2
186	является для	2	2
187	он не	3	2
188	мы ни	2	2
189	еще в	2	2
190	каждый элемент	2	2
191	и особенно	2	2
192	что и	2	2
193	во всех	5	2
194	вместе с	2	2
195	быть и	4	2
196	на него	2	2
197	входит в	6	2
198	чтобы не	2	2
199	и свою	5	2
200	ничем не	3	2
201	и ее	10	2
202	здесь не	3	2
