N	2gram	Bakhtin_sl_1	Istorich
1	и т	28	27
2	и в	41	26
3	т д	5	24
4	так же	2	18
5	не только	16	15
6	может быть	14	14
7	же как	2	13
8	но и	16	12
9	связь с	2	12
10	так и	11	10
11	таким образом	9	10
12	и его	14	10
13	все же	7	9
14	и не	16	9
15	его в	3	9
16	так как	3	9
17	то же	14	8
18	а в	6	8
19	в этих	2	7
20	как и	4	7
21	в качестве	3	7
22	он не	3	7
23	как в	8	7
24	в этом	12	7
25	мы видим	2	6
26	что они	2	6
27	еще не	4	6
28	не может	14	6
29	а не	15	6
30	к нему	5	6
31	и то	2	6
32	потому что	2	6
33	могут быть	19	6
34	у него	3	5
35	это не	6	5
36	в одном	2	5
37	к этому	2	5
38	но не	2	5
39	ничего не	4	5
40	в его	13	5
41	и у	2	5
42	мы уже	2	5
43	до сих	2	5
44	и др	14	5
45	сих пор	2	5
46	как мы	8	5
47	уже не	2	5
48	и по	2	5
49	не в	7	5
50	с ними	3	5
51	и с	4	5
52	и здесь	3	5
53	в другом	2	5
54	но в	8	5
55	с другой	5	4
56	вовсе не	7	4
57	а на	2	4
58	в своей	7	4
59	даже в	2	4
60	он в	5	4
61	другой стороны	4	4
62	так в	2	4
63	здесь не	2	4
64	и даже	6	4
65	но он	2	4
66	о том	3	4
67	перед нами	4	3
68	в другой	2	3
69	из этих	3	3
70	к своему	6	3
71	этом случае	2	3
72	для нас	2	3
73	в том	3	3
74	по существу	3	3
75	том что	2	3
76	и других	3	3
77	при этом	6	3
78	к своей	2	3
79	связанные с	3	3
80	она не	3	3
81	например в	2	3
82	на его	8	3
83	как бы	12	3
84	все эти	9	3
85	а также	2	3
86	данном случае	3	3
87	не на	5	3
88	те же	2	3
89	между ними	2	3
90	или в	8	3
91	в данном	3	3
92	связи с	2	3
93	только в	6	3
94	переходит в	3	3
95	там где	4	3
96	связана с	2	2
97	не могут	3	2
98	связанных с	4	2
99	никогда не	3	2
100	он может	2	2
101	его и	3	2
102	в своем	3	2
103	другом случае	2	2
104	формы и	3	2
105	и во	3	2
106	с этим	3	2
107	и все	4	2
108	а как	2	2
109	и тем	2	2
110	его как	2	2
111	вводится в	2	2
112	так что	2	2
113	в истории	3	2
114	одна из	2	2
115	на этом	2	2
116	эта форма	3	2
117	и там	3	2
118	с этими	2	2
119	было бы	3	2
120	такого рода	2	2
121	конечно не	3	2
122	у нас	2	2
123	в частности	2	2
124	хотя и	2	2
125	не могло	3	2
126	хотя бы	3	2
127	в нем	30	2
128	не есть	2	2
129	себя в	9	2
130	в целом	2	2
131	отношение к	7	2
132	из них	3	2
133	на том	2	2
134	дело не	2	2
135	все это	5	2
136	в языке	5	2
137	в других	3	2
138	лишь в	4	2
139	того что	3	2
140	и на	14	2
141	с этой	3	2
142	сказать что	2	2
143	в виде	2	2
144	в себе	3	2
145	сливается с	2	2
146	иногда в	2	2
147	в особенности	8	2
148	и этим	3	2
