N	2gram	Vygotskiy__4	Sovremen
1	не может	10	17
2	точки зрения	6	12
3	может быть	22	12
4	таким образом	13	11
5	мы не	5	9
6	не можем	3	7
7	в этом	28	7
8	и в	33	7
9	и не	13	6
10	как и	5	6
11	в результате	2	6
12	мы можем	5	6
13	только одна	2	6
14	ничего не	2	6
15	прежде всего	2	5
16	все эти	6	5
17	и наконец	2	5
18	с точки	4	5
19	см рис	2	5
20	как бы	25	4
21	если мы	12	4
22	в целом	5	4
23	жизни и	4	4
24	вместе с	8	4
25	это не	6	4
26	а в	4	4
27	вопрос о	2	4
28	не только	7	4
29	в том	21	4
30	их в	3	4
31	из них	4	4
32	мы должны	6	4
33	так как	12	4
34	уже в	2	3
35	но мы	2	3
36	самого начала	5	3
37	все же	5	3
38	мы получим	3	3
39	он может	2	3
40	при таком	3	3
41	все это	13	3
42	в конце	8	3
43	то же	9	3
44	ясно что	5	3
45	на две	2	3
46	в нем	7	3
47	а не	6	3
48	и к	2	3
49	для нас	7	3
50	у нас	4	3
51	когда мы	6	3
52	с самого	5	3
53	не в	2	3
54	в этой	9	3
55	одна из	4	3
56	при этом	2	3
57	было бы	12	3
58	и мы	15	3
59	в одном	3	3
60	и все	12	3
61	как он	5	3
62	в себе	6	3
63	что она	10	3
64	но в	2	3
65	и потому	2	3
66	совершенно не	4	2
67	же мы	2	2
68	что это	13	2
69	и есть	4	2
70	в виде	3	2
71	и именно	2	2
72	у него	6	2
73	с совершенно	4	2
74	из этих	2	2
75	что все	11	2
76	с одной	3	2
77	как мы	4	2
78	самом деле	12	2
79	и что	25	2
80	что при	2	2
81	из которых	3	2
82	на этот	3	2
83	мы знаем	2	2
84	той же	4	2
85	мы видим	6	2
86	в таком	4	2
87	но все	2	2
88	такой же	2	2
89	во всяком	3	2
90	на этом	3	2
91	времени и	2	2
92	знаем что	4	2
93	а на	2	2
94	с этим	5	2
95	что в	21	2
96	говорить о	3	2
97	с другом	4	2
98	тот же	3	2
99	же самое	6	2
100	в самом	12	2
101	ее на	2	2
102	друг с	4	2
103	в которой	4	2
104	в его	10	2
105	всяком случае	3	2
106	все те	2	2
