N	2gram	Vygotskiy__3	VelikijI
1	и не	10	20
2	и в	25	16
3	то что	15	9
4	так как	12	9
5	еще не	4	8
6	что они	10	7
7	и потому	2	7
8	человека и	5	6
9	не есть	3	6
10	в мире	2	5
11	хотя и	2	5
12	как бы	10	5
13	но и	4	5
14	все это	6	5
15	того что	10	5
16	по пути	4	5
17	на себя	2	5
18	что он	6	4
19	в нем	2	4
20	как и	15	4
21	все что	2	4
22	что мы	7	4
23	в котором	3	4
24	так и	5	4
25	потому что	6	4
26	в этом	14	4
27	и все	4	4
28	в его	15	4
29	с его	2	3
30	что в	17	3
31	по этому	3	3
32	в этих	2	3
33	в них	2	3
34	в жизни	3	3
35	ни в	9	3
36	в том	23	3
37	не в	6	3
38	но это	5	3
39	тот же	2	3
40	к тому	4	3
41	никогда не	4	3
42	оно не	2	3
43	что и	10	3
44	в своей	2	3
45	тому что	2	3
46	и что	10	3
47	и для	2	3
48	должно быть	2	3
49	их в	3	3
50	от этого	6	3
51	все эти	7	3
52	в чем	2	3
53	не могут	4	2
54	с тем	16	2
55	не создает	3	2
56	прежде всего	4	2
57	его к	3	2
58	для нас	2	2
59	том что	20	2
60	мы и	2	2
61	одна из	2	2
62	но не	6	2
63	это мы	2	2
64	для него	5	2
65	когда в	3	2
66	и сам	3	2
67	того чтобы	8	2
68	вслед за	3	2
69	и во	2	2
70	не только	6	2
71	значения и	5	2
72	не могли	3	2
73	один из	6	2
74	не будет	2	2
75	на том	3	2
76	а с	3	2
77	тем что	8	2
78	в себя	3	2
79	мы не	9	2
80	уже не	2	2
81	а в	4	2
82	с ним	4	2
83	можно было	6	2
84	и то	2	2
85	между тем	3	2
86	является в	3	2
87	могут быть	5	2
88	только в	10	2
89	от этих	2	2
90	и это	4	2
91	во всяком	4	2
92	которые не	4	2
