N	2gram	Vygotskiy__3	Analitik
1	в качестве	12	31
2	может быть	13	29
3	в том	23	27
4	не может	6	22
5	и не	10	21
6	в частности	4	19
7	и в	25	18
8	но и	4	17
9	представляет собой	6	16
10	отнюдь не	4	15
11	не только	6	15
12	не в	6	14
13	как и	15	13
14	в его	15	13
15	в этом	14	13
16	том что	20	12
17	при этом	5	12
18	состоит в	3	11
19	в себе	2	11
20	но не	6	10
21	то же	2	9
22	а в	4	9
23	иначе говоря	2	9
24	в то	4	9
25	в мире	2	8
26	не есть	3	8
27	к тому	4	7
28	этого слова	4	7
29	тем самым	2	7
30	прежде всего	4	6
31	или иной	3	6
32	в самом	3	6
33	в случае	3	6
34	той или	2	6
35	то что	15	6
36	в своей	2	6
37	в себя	3	6
38	в отличие	6	6
39	отличие от	6	6
40	по отношению	3	6
41	в основе	16	6
42	точки зрения	6	6
43	по своей	7	6
44	только в	10	6
45	мы имеем	4	6
46	и того	4	5
47	и как	5	5
48	в этой	5	5
49	что в	17	5
50	такого рода	2	5
51	имеет место	3	5
52	как бы	10	5
53	внутренней речи	19	5
54	отношению к	2	5
55	в целом	13	5
56	и его	2	5
57	между тем	3	5
58	и на	6	5
59	о том	5	5
60	того что	10	4
61	могут быть	5	4
62	столь же	7	4
63	с другой	6	4
64	и другого	2	4
65	по себе	7	4
66	ни в	9	4
67	того же	6	4
68	имеем дело	2	4
69	для того	7	4
70	в области	7	4
71	все же	6	4
72	вместе с	14	4
73	так и	5	4
74	дело с	3	4
75	именно в	5	4
76	из того	2	4
77	уже не	2	4
78	ни было	2	4
79	из которых	5	4
80	с другими	2	4
81	с ним	4	4
82	место в	2	3
83	не могут	4	3
84	с его	2	3
85	вступает в	2	3
86	однако в	2	3
87	и одновременно	2	3
88	и все	4	3
89	или иного	2	3
90	в собственном	6	3
91	в нем	2	3
92	и к	5	3
93	что он	6	3
94	всякий раз	2	3
95	в силу	6	3
96	как известно	3	3
97	еще не	4	3
98	одной стороны	5	3
99	одним из	5	3
100	он не	4	3
101	в котором	3	3
102	если в	3	3
103	что и	10	3
104	вопрос об	2	3
105	не будет	2	3
106	таким образом	17	3
107	а с	3	3
108	с одной	5	3
109	того чтобы	8	3
110	того или	2	3
111	что как	2	3
112	в таком	2	3
113	тому как	2	3
114	между двумя	2	3
115	того и	2	3
116	что мы	7	3
117	как он	3	3
118	бы быть	2	3
119	а также	2	3
120	если бы	5	3
121	другого в	2	3
122	образом не	2	2
123	и то	2	2
124	никогда не	4	2
125	все эти	7	2
126	между собой	13	2
127	для этого	2	2
128	в какой	4	2
129	не столько	4	2
130	не является	8	2
131	из этих	4	2
132	тогда когда	4	2
133	говорит и	2	2
134	как уже	6	2
135	его к	3	2
136	а как	2	2
137	и процессы	2	2
138	в начале	2	2
139	то в	3	2
140	и потому	2	2
141	должно быть	2	2
142	и сам	3	2
143	для него	5	2
144	было бы	10	2
145	на его	2	2
146	совпадает с	6	2
147	в роли	2	2
148	одного из	2	2
149	еще в	2	2
150	сами по	3	2
151	один из	6	2
152	как говорит	5	2
153	из них	4	2
154	в процессе	27	2
155	который в	3	2
156	другой стороны	3	2
157	отличается от	3	2
158	на этом	3	2
159	той же	4	2
160	этом отношении	3	2
161	едва ли	2	2
162	и по	5	2
163	как мы	8	2
164	на основе	22	2
165	на себя	2	2
166	каждый из	2	2
167	одного и	4	2
168	и заключается	2	2
169	могли бы	11	2
170	которые в	3	2
171	так как	12	2
172	потому что	6	2
