N	2gram	Potebnia_M_2	FransuaR
1	и в	24	49
2	то есть	30	32
3	прежде всего	7	19
4	в его	2	18
5	не только	15	17
6	и его	2	17
7	и на	8	17
8	и не	19	15
9	в этом	8	15
10	в них	5	13
11	только в	11	13
12	но и	9	13
13	во время	4	12
14	как и	7	11
15	как бы	9	11
16	вовсе не	9	10
17	все это	2	9
18	для него	10	9
19	в нем	9	9
20	все же	5	7
21	один из	2	7
22	не может	12	7
23	таким образом	11	7
24	то же	12	7
25	все эти	2	7
26	то что	20	6
27	в себя	2	6
28	же время	2	6
29	во всех	7	6
30	так и	5	6
31	рядом с	3	6
32	сказать что	2	6
33	но он	2	6
34	в то	6	6
35	так как	10	6
36	с его	2	5
37	никогда не	4	5
38	уже в	5	5
39	из этих	4	5
40	но не	12	5
41	при этом	13	5
42	тот же	5	5
43	может быть	23	5
44	и потому	2	5
45	относится к	3	5
46	в эту	3	5
47	с другой	6	4
48	и во	3	4
49	в жизни	2	4
50	в себе	10	4
51	том что	8	4
52	но все	2	4
53	одна из	4	4
54	в этих	3	4
55	сих пор	4	4
56	до сих	4	4
57	отношения к	2	4
58	не было	6	4
59	а в	8	4
60	мы находим	2	4
61	как на	3	4
62	тем что	7	4
63	там где	4	4
64	с ним	5	4
65	но в	4	4
66	место в	4	3
67	всех этих	2	3
68	с одной	4	3
69	превращается в	2	3
70	в одном	6	3
71	человека и	3	3
72	на все	3	3
73	в собственном	2	3
74	что он	4	3
75	же в	5	3
76	в том	18	3
77	во всем	2	3
78	не дает	2	3
79	одной стороны	3	3
80	было бы	13	3
81	из них	5	3
82	в самом	4	3
83	но эти	2	3
84	другой стороны	2	3
85	что для	3	3
86	и все	3	3
87	и других	2	3
88	так в	4	3
89	их в	2	3
90	и вообще	3	3
91	далеко не	3	3
92	о том	5	3
93	и это	2	3
94	этих последних	2	3
95	под влиянием	8	2
96	связи с	6	2
97	что в	16	2
98	могут быть	8	2
99	перестает быть	2	2
100	за пределы	2	2
101	но даже	3	2
102	в нашем	2	2
103	думать что	3	2
104	даже и	2	2
105	на то	5	2
106	в самой	3	2
107	но это	3	2
108	что они	5	2
109	есть в	2	2
110	все что	3	2
111	связанные с	2	2
112	так например	3	2
113	связано с	2	2
114	еще не	4	2
115	в формах	2	2
116	по поводу	6	2
117	у него	2	2
118	хотя и	3	2
119	в ней	3	2
120	к ней	2	2
121	вместе с	11	2
122	было связано	2	2
123	вряд ли	3	2
124	не во	2	2
125	в связи	2	2
126	того как	7	2
127	на самом	2	2
128	как именно	2	2
129	того чтобы	2	2
130	так же	2	2
131	что слово	2	2
132	тому как	4	2
133	во всяком	7	2
134	что только	2	2
135	и следовательно	2	2
136	себе в	3	2
137	подобно тому	4	2
138	в другом	2	2
139	во все	2	2
140	мы должны	2	2
141	к первой	2	2
142	всяком случае	7	2
143	мы можем	12	2
