N	2gram	Losev_Dial_4	KulturaY
1	и т	17	54
2	т е	46	32
3	и в	15	23
4	точки зрения	14	23
5	в том	11	22
6	не только	8	17
7	было бы	9	16
8	в этом	11	16
9	с точки	9	16
10	в области	3	14
11	может быть	17	14
12	что в	7	13
13	в самом	2	13
14	не менее	2	12
15	для того	5	12
16	потому что	10	12
17	вопрос о	2	11
18	том что	10	11
19	а не	18	11
20	того что	13	11
21	в его	4	11
22	того чтобы	5	11
23	у нас	3	10
24	и не	30	10
25	можно говорить	2	10
26	прежде всего	11	9
27	тем не	2	9
28	еще не	4	9
29	хотя бы	4	9
30	таким образом	5	9
31	так как	14	9
32	если бы	6	8
33	лишь в	2	8
34	т д	15	8
35	уже не	9	8
36	в виду	9	8
37	если мы	5	7
38	и что	9	7
39	должно быть	2	7
40	в данном	3	7
41	сказать что	6	7
42	все эти	3	7
43	как это	2	7
44	того как	2	7
45	с тем	4	6
46	для этого	2	6
47	по себе	13	6
48	что и	6	6
49	что он	7	6
50	в силу	4	6
51	при этом	2	6
52	и тем	6	6
53	так и	5	6
54	в их	3	6
55	не может	11	6
56	то же	9	6
57	могут быть	3	6
58	говорить о	11	6
59	только в	7	6
60	о том	5	6
61	ничего не	17	6
62	что же	2	5
63	я не	5	5
64	не могут	2	5
65	и есть	19	5
66	вовсе не	6	5
67	как и	7	5
68	не в	8	5
69	совершенно не	3	5
70	хотя и	6	5
71	что она	5	5
72	как бы	14	5
73	не значит	2	5
74	все же	2	5
75	от того	2	5
76	во внимание	2	5
77	но это	4	5
78	также и	4	5
79	тем более	6	5
80	тем что	2	5
81	той или	4	5
82	из этих	2	5
83	в чем	8	5
84	ясно что	11	4
85	один из	4	4
86	только тогда	5	4
87	в сущности	5	4
88	в своей	3	4
89	и о	8	4
90	в ее	2	4
91	то что	16	4
92	как в	3	4
93	как раз	4	4
94	в нашей	2	4
95	в своем	5	4
96	не было	2	4
97	заключается в	2	4
98	тем самым	3	4
99	что не	3	4
100	что такое	5	4
101	мы говорим	2	4
102	тех же	2	4
103	тогда когда	5	4
104	что это	13	3
105	то мы	3	3
106	отнюдь не	4	3
107	как о	2	3
108	это не	12	3
109	должна быть	7	3
110	именно в	5	3
111	есть не	5	3
112	что на	2	3
113	в отношении	2	3
114	как же	5	3
115	ни в	8	3
116	с этой	2	3
117	но как	2	3
118	это и	9	3
119	то в	5	3
120	что именно	7	3
121	но для	2	3
122	но если	5	3
123	был бы	2	3
124	не есть	40	3
125	и именно	2	3
126	но и	4	3
127	а именно	6	3
128	только после	2	3
129	другой стороны	2	3
130	мы находим	2	3
131	и вот	11	3
132	мы не	9	3
133	не по	2	3
134	в ней	5	3
135	и пр	9	3
136	не имеет	14	3
137	и с	4	3
138	бы и	3	3
139	той же	5	3
140	в результате	6	3
141	сам по	2	3
142	в каком	5	3
143	в то	6	3
144	и только	2	3
145	она не	4	3
146	мы должны	4	3
147	слово есть	3	3
148	того или	2	3
149	не понимает	2	3
150	бы не	2	3
151	учение о	5	2
152	только для	3	2
153	или иное	3	2
154	все это	9	2
155	а что	2	2
156	но все	2	2
157	в частности	2	2
158	не как	4	2
159	интеллигенции и	2	2
160	в одном	4	2
161	что все	4	2
162	быть в	5	2
163	главным образом	2	2
164	не дает	2	2
165	же это	5	2
166	сама по	5	2
167	есть слово	2	2
168	можно сказать	5	2
169	как таковой	5	2
170	и как	4	2
171	и при	2	2
172	эти два	2	2
173	что они	4	2
174	равно как	2	2
175	кроме того	2	2
176	и если	3	2
177	в качестве	2	2
178	конечно не	2	2
179	мог бы	2	2
180	за пределы	3	2
181	она есть	10	2
182	никак не	2	2
183	что если	3	2
184	не о	4	2
185	в свое	2	2
186	в котором	2	2
187	однако в	2	2
188	есть также	2	2
189	говоря уже	3	2
190	но мы	2	2
191	когда он	3	2
192	вместе с	2	2
193	не говоря	3	2
194	собственном смысле	2	2
195	понятие о	2	2
196	уже о	4	2
197	в свете	5	2
198	и без	2	2
199	то и	2	2
200	что есть	2	2
201	смысл и	3	2
202	становится и	2	2
203	в особенности	4	2
204	быть не	2	2
205	только что	2	2
206	не просто	7	2
207	и об	3	2
208	совершенно ясно	2	2
209	именно так	2	2
210	то или	3	2
211	так же	4	2
212	очень много	2	2
213	во всяком	2	2
214	ни на	6	2
215	чем же	2	2
216	только о	3	2
217	так то	4	2
218	что мы	7	2
219	тому как	4	2
220	на этом	3	2
221	отличие от	2	2
222	мы имеем	5	2
223	но в	3	2
224	е в	2	2
225	для меня	2	2
