N	2gram	Trubetskoy_1	Istorich
1	и в	23	28
2	может быть	16	25
3	не может	17	15
4	никогда не	4	14
5	для нас	3	13
6	мы должны	4	13
7	что в	8	12
8	то же	4	12
9	не только	7	12
10	только в	6	11
11	что он	7	10
12	все же	13	10
13	прежде всего	3	10
14	но и	9	10
15	и что	8	10
16	в том	30	9
17	о том	7	9
18	то что	18	9
19	и не	8	9
20	не в	8	9
21	так и	10	9
22	что это	5	8
23	если бы	8	8
24	таким образом	31	8
25	в этом	12	8
26	но в	4	8
27	в этих	3	7
28	это не	3	7
29	том что	19	7
30	еще не	5	7
31	было бы	3	7
32	в ней	3	7
33	а в	3	7
34	этот вопрос	2	7
35	так же	8	7
36	что мы	4	7
37	с другой	6	6
38	не менее	7	6
39	к тому	8	6
40	тем не	4	6
41	ни один	3	6
42	что и	7	6
43	в этой	6	6
44	его в	5	6
45	так как	7	6
46	вместе с	6	6
47	мы будем	3	5
48	должна быть	5	5
49	не знает	2	5
50	вопрос о	3	5
51	по существу	6	5
52	в дальнейшем	2	5
53	в силу	7	5
54	что они	2	5
55	более или	7	5
56	но не	2	5
57	до сих	8	5
58	сих пор	8	5
59	или менее	7	5
60	другой стороны	5	5
61	в своем	10	5
62	показывают что	2	5
63	их в	2	5
64	в его	5	5
65	на более	2	5
66	все это	11	4
67	с тем	2	4
68	связи с	4	4
69	между собой	4	4
70	на то	9	4
71	так что	5	4
72	но все	5	4
73	социальной жизни	4	4
74	одной стороны	2	4
75	друг с	9	4
76	даже в	3	4
77	другими словами	2	4
78	на него	2	4
79	в связи	3	4
80	с этим	11	4
81	с одной	3	4
82	как и	9	4
83	того что	6	4
84	должны быть	3	4
85	хотя бы	4	4
86	и для	6	4
87	и с	5	4
88	и на	6	4
89	к ним	2	4
90	потому что	9	4
91	в основе	2	4
92	они не	2	4
93	как будто	5	4
94	все эти	19	4
95	не то	3	4
96	мы знаем	10	4
97	я не	2	3
98	точку зрения	2	3
99	именно в	5	3
100	в начале	2	3
101	для этого	7	3
102	на этом	2	3
103	при этом	9	3
104	то время	2	3
105	выше мы	4	3
106	и их	5	3
107	в котором	2	3
108	и по	3	3
109	отношению к	9	3
110	из них	5	3
111	в их	4	3
112	что же	2	3
113	если мы	4	3
114	как мы	2	3
115	из которых	4	3
116	этого явления	2	3
117	которые могут	2	3
118	по отношению	9	3
119	также и	2	3
120	очень много	3	3
121	в другом	2	3
122	во всем	3	3
123	в то	6	3
124	с другом	9	3
125	это конечно	2	3
126	же не	3	3
127	однако это	2	3
128	на вопрос	4	2
129	борьбы с	2	2
130	а с	4	2
131	не могут	4	2
132	этих народов	4	2
133	всех этих	4	2
134	отличие от	3	2
135	в частности	2	2
136	к этому	5	2
137	что их	3	2
138	столь же	5	2
139	но так	2	2
140	он должен	2	2
141	и от	5	2
142	в пользу	5	2
143	и потому	3	2
144	между ними	2	2
145	вовсе не	2	2
146	вследствие этого	2	2
147	ясно что	8	2
148	в такой	4	2
149	том чтобы	2	2
150	в тех	3	2
151	очень мало	2	2
152	ни было	2	2
153	а затем	2	2
154	то ясно	4	2
155	то ни	3	2
156	мы видели	2	2
157	из всех	5	2
158	так чтобы	2	2
159	по своей	7	2
160	одна из	2	2
161	не более	2	2
162	для него	2	2
163	тот же	3	2
164	нет в	2	2
165	и если	6	2
166	никто не	2	2
167	на первый	2	2
168	с ним	6	2
169	же как	3	2
170	но если	2	2
171	как бы	10	2
172	по этому	2	2
173	не вполне	3	2
174	это представление	3	2
175	а для	2	2
176	в нем	3	2
177	не есть	2	2
178	бы то	2	2
179	в целом	5	2
180	во всех	10	2
181	конечно не	3	2
182	в ту	2	2
183	то и	2	2
184	и только	2	2
185	он не	3	2
186	в виде	4	2
187	не так	4	2
188	одним из	4	2
189	должно быть	4	2
190	и конец	4	2
191	по его	2	2
192	между тем	12	2
193	можно назвать	3	2
194	народа в	15	2
195	в себе	5	2
196	бы в	3	2
197	что если	3	2
198	при помощи	3	2
199	рассматривать как	2	2
200	из этого	6	2
201	на нее	2	2
202	в области	4	2
203	тогда когда	3	2
