N	2gram	Propp_Isto_5	Analitik
1	в качестве	7	31
2	может быть	17	29
3	в том	6	27
4	не может	6	22
5	и не	11	21
6	в частности	7	19
7	и в	25	18
8	а не	2	17
9	но и	13	17
10	представляет собой	7	16
11	не только	13	15
12	не в	6	14
13	как и	7	13
14	в его	12	13
15	в этом	10	13
16	том что	8	12
17	но не	5	10
18	то же	4	9
19	а в	3	9
20	в то	3	9
21	том чтобы	2	7
22	это не	6	6
23	прежде всего	6	6
24	себя в	6	6
25	должен быть	2	6
26	то что	7	6
27	в своей	2	6
28	в себя	3	6
29	по отношению	2	6
30	точки зрения	2	6
31	только в	7	6
32	мы имеем	14	6
33	и как	3	5
34	в этой	3	5
35	что в	8	5
36	как бы	2	5
37	отношению к	2	5
38	в целом	3	5
39	и его	9	5
40	и на	8	5
41	о том	7	5
42	того что	2	4
43	могут быть	6	4
44	с другой	9	4
45	не всегда	4	4
46	по себе	2	4
47	того же	2	4
48	для того	3	4
49	все же	10	4
50	вместе с	22	4
51	уже не	11	4
52	из которых	2	4
53	с другими	4	4
54	с ним	4	4
55	и все	3	3
56	в нем	7	3
57	что он	22	3
58	и т	20	3
59	еще не	8	3
60	одной стороны	7	3
61	означает что	2	3
62	никто не	3	3
63	одним из	2	3
64	он не	4	3
65	о нем	3	3
66	если в	3	3
67	даже в	2	3
68	что и	6	3
69	а именно	4	3
70	таким образом	9	3
71	с одной	7	3
72	от себя	2	3
73	того чтобы	3	3
74	к нему	3	3
75	что мы	2	3
76	если бы	2	3
77	никогда не	3	2
78	все эти	8	2
79	его и	2	2
80	тогда когда	2	2
81	вовсе не	2	2
82	вопрос о	2	2
83	его к	3	2
84	не исключают	2	2
85	а как	2	2
86	можно сказать	2	2
87	до его	2	2
88	то в	2	2
89	и потому	2	2
90	такой же	2	2
91	и сам	2	2
92	в пределах	4	2
93	несмотря на	2	2
94	ним и	2	2
95	в роли	3	2
96	в свое	2	2
97	еще в	2	2
98	один из	2	2
99	представляют собой	3	2
100	он может	2	2
101	из них	2	2
102	ли он	2	2
103	данном случае	2	2
104	со стороны	2	2
105	другой стороны	8	2
106	на этом	3	2
107	самом деле	2	2
108	и по	2	2
109	особенно в	2	2
110	роль в	2	2
111	как мы	5	2
112	на себя	3	2
113	героя в	9	2
114	в данном	3	2
115	при помощи	7	2
116	так как	11	2
117	потому что	7	2
118	в которой	4	2
119	и с	3	2
