N	2gram	Voloshinov_1	StatiiOP
1	и в	13	25
2	в этом	2	24
3	в том	2	20
4	что в	3	19
5	может быть	8	19
6	тем что	2	19
7	том что	2	15
8	и пр	7	13
9	в г	2	12
10	в его	7	12
11	то что	6	12
12	не только	6	12
13	прежде всего	9	10
14	таким образом	6	10
15	и не	8	10
16	но и	3	9
17	все это	4	8
18	в языке	2	8
19	в своих	2	8
20	было бы	4	7
21	с этим	3	7
22	не может	8	7
23	точки зрения	7	7
24	не в	3	6
25	только в	6	6
26	как бы	6	6
27	как в	2	6
28	а в	2	6
29	г в	3	6
30	в области	2	6
31	между тем	2	6
32	то же	4	5
33	в них	2	5
34	с другой	2	5
35	а не	2	5
36	другой стороны	2	5
37	так и	3	5
38	но в	4	5
39	и др	2	4
40	связана с	3	4
41	в каждом	4	4
42	а как	2	4
43	как и	3	4
44	мы видим	2	4
45	в общем	2	4
46	если бы	2	4
47	и к	2	4
48	в ней	2	4
49	а также	2	4
50	и тем	2	4
51	в своей	4	4
52	в целом	2	4
53	в течение	2	4
54	лишь в	4	4
55	с точки	5	4
56	в чем	2	4
57	и для	3	4
58	все же	5	4
59	в которой	3	4
60	уже в	2	3
61	с этой	2	3
62	для него	2	3
63	одной стороны	2	3
64	несмотря на	2	3
65	и наконец	5	3
66	на язык	2	3
67	все эти	2	3
68	не является	4	3
69	своего рода	2	3
70	в их	3	3
71	в связи	2	3
72	и его	12	3
73	говорить о	3	3
74	в другом	2	3
75	так как	3	3
76	не менее	2	2
77	никогда не	3	2
78	точку зрения	3	2
79	не столько	3	2
80	в поэзии	5	2
81	вовсе не	2	2
82	и ее	2	2
83	самого начала	2	2
84	к тому	2	2
85	не как	3	2
86	что они	2	2
87	и может	2	2
88	в самом	2	2
89	ее в	2	2
90	не на	2	2
91	в отношении	2	2
92	с одной	2	2
93	нужно отметить	2	2
94	не мог	2	2
95	самом деле	3	2
96	с самого	2	2
97	мы не	4	2
98	между собою	2	2
99	слово в	3	2
100	могут быть	2	2
101	к сожалению	2	2
102	в выборе	4	2
103	что эта	2	2
104	не имеет	2	2
105	произведения как	4	2
