N	2gram	Propp_Morf_1	Istorich
1	т е	21	29
2	в лес	7	27
3	что он	4	24
4	в сказке	15	21
5	и т	41	19
6	не только	4	18
7	т д	39	18
8	может быть	52	17
9	и в	13	15
10	мы имеем	9	15
11	но и	4	14
12	так как	16	14
13	так же	3	13
14	что в	8	12
15	а в	7	12
16	то что	8	12
17	об этом	4	11
18	в этих	13	11
19	и не	12	11
20	в этом	14	11
21	что они	2	10
22	его в	2	10
23	то же	7	10
24	этих случаях	11	10
25	с тем	2	9
26	еще не	3	9
27	все же	7	9
28	и здесь	5	9
29	в другом	2	9
30	потому что	3	9
31	связи с	10	8
32	мы увидим	8	8
33	один из	5	8
34	он не	3	8
35	в сказках	3	8
36	мы видим	13	8
37	мы можем	2	8
38	в животных	3	7
39	том что	4	7
40	и пр	37	7
41	таким образом	21	7
42	не в	3	7
43	ничего не	4	7
44	связана с	3	6
45	наряду с	5	6
46	как бы	3	6
47	то это	3	6
48	что и	7	6
49	и что	2	6
50	в том	6	6
51	только в	2	6
52	но в	2	6
53	здесь можно	3	5
54	и есть	2	5
55	с этим	11	5
56	прежде всего	9	5
57	этом случае	8	5
58	к тому	4	5
59	видим что	10	5
60	но все	3	5
61	как в	3	5
62	она не	2	5
63	было бы	3	5
64	этого не	2	5
65	на него	3	5
66	так и	6	5
67	что она	2	5
68	что при	2	5
69	не может	14	5
70	в связи	9	5
71	в иное	5	5
72	а не	11	5
73	к нему	3	5
74	можно было	2	5
75	имеем в	6	5
76	представляет собой	17	5
77	этот случай	5	4
78	и другие	6	4
79	и др	10	4
80	его и	2	4
81	вопрос о	7	4
82	очень часто	6	4
83	таких случаев	2	4
84	увидим ниже	5	4
85	для нас	2	4
86	но это	6	4
87	в этой	2	4
88	или на	3	4
89	что эти	2	4
90	не будем	4	4
91	дело не	2	4
92	из дома	9	4
93	того как	2	4
94	три года	3	4
95	иное царство	5	4
96	тем что	4	4
97	мы должны	3	4
98	все эти	2	4
99	в качестве	5	3
100	на то	2	3
101	как это	3	3
102	превращаться в	2	3
103	не происходит	3	3
104	но если	7	3
105	же можно	2	3
106	о том	2	3
107	отношению к	4	3
108	случай мы	3	3
109	не знаешь	2	3
110	по отношению	4	3
111	того что	3	3
112	право на	2	3
113	мы не	8	3
114	раньше чем	3	3
115	тому как	5	3
116	подобно тому	6	3
117	как будто	2	3
118	что мы	2	3
119	представляют собой	11	3
120	в других	3	3
121	если это	3	3
122	здесь мы	3	3
123	в печь	2	2
124	на вопрос	2	2
125	во время	6	2
126	могут быть	16	2
127	он должен	2	2
128	себя и	2	2
129	но есть	3	2
130	на котором	3	2
131	перед нами	10	2
132	с другой	8	2
133	это не	6	2
134	на самом	4	2
135	все еще	3	2
136	главным образом	4	2
137	всмотреться в	2	2
138	и вызывает	3	2
139	в тех	6	2
140	а затем	4	2
141	быть разрешен	2	2
142	по существу	12	2
143	как и	3	2
144	таких случаях	2	2
145	совершается в	2	2
146	одна из	4	2
147	но не	4	2
148	а то	3	2
149	в глаза	2	2
150	есть и	4	2
151	могла бы	4	2
152	того чтобы	3	2
153	нет необходимости	6	2
154	например в	2	2
155	на его	4	2
156	и для	2	2
157	в сущности	3	2
158	см ниже	2	2
159	а также	4	2
160	не все	6	2
161	хотя бы	4	2
162	момент когда	2	2
163	здесь имеется	2	2
164	из них	3	2
165	во всех	4	2
166	и их	2	2
167	в некоторых	3	2
168	у яги	3	2
169	приводит к	2	2
170	показать что	4	2
171	другой стороны	4	2
172	а с	2	2
173	это так	2	2
174	имеется в	3	2
175	д но	4	2
176	самом деле	4	2
177	отправляется в	3	2
178	к чему	3	2
179	сказки с	5	2
180	и по	2	2
181	это явление	4	2
182	или в	4	2
183	бы составить	2	2
184	в которых	2	2
185	сказать что	2	2
186	то мы	4	2
187	в руки	3	2
188	состоит в	2	2
189	и ее	3	2
190	в таких	2	2
191	при помощи	9	2
192	что эта	2	2
193	здесь не	2	2
194	заметить что	8	2
195	в которой	3	2
