N	3gram	Vygotskiy__7	Narrotol
1	в данном случае	5	8
2	в том что	13	5
3	и тем самым	4	4
4	не может быть	4	4
5	в этом отношении	3	3
6	в первом случае	3	3
7	в этом и	2	3
8	по отношению к	5	3
9	тем не менее	3	3
10	для того чтобы	18	3
11	в отличие от	2	2
12	можно сказать что	3	2
13	на то что	4	2
14	состоит в том	3	2
15	в самом деле	4	2
16	что у нее	3	2
17	в свою очередь	2	2
18	о том что	4	2
19	до сих пор	3	2
20	и то же	3	2
21	чем иным как	2	2
22	то же самое	5	2
23	в известном смысле	2	2
24	одно и то	3	2
25	как раз в	2	2
