N	2gram	Losev_Prob_3	Stilisti
1	и в	44	42
2	как бы	9	27
3	не только	14	27
4	прежде всего	3	22
5	хотя бы	3	17
6	но и	10	15
7	то же	13	15
8	и не	35	14
9	может быть	28	12
10	не может	7	12
11	точки зрения	5	11
12	как и	10	11
13	мы уже	4	11
14	и как	3	10
15	что мы	8	10
16	мы должны	7	10
17	отнюдь не	10	10
18	как мы	8	10
19	в этом	17	10
20	при этом	4	9
21	в то	9	9
22	то что	23	9
23	мы не	7	9
24	все же	6	8
25	в ней	5	8
26	таким образом	9	8
27	с тем	5	8
28	что же	8	8
29	тем самым	5	8
30	эти слова	2	8
31	в себе	8	8
32	и это	9	8
33	никогда не	6	7
34	и от	9	7
35	и тем	9	7
36	потому что	25	7
37	так как	9	7
38	было бы	8	7
39	а не	18	7
40	и его	5	7
41	мы можем	6	7
42	только в	19	7
43	в которой	2	7
44	ничего не	3	7
45	другими словами	6	6
46	или иной	8	6
47	мы будем	2	6
48	не в	13	6
49	в этой	3	6
50	в конце	5	6
51	когда мы	15	6
52	в нем	9	6
53	во всех	2	6
54	в процессе	2	6
55	так и	10	6
56	или как	3	6
57	уже в	3	5
58	в нашем	5	5
59	тому что	4	5
60	и следовательно	2	5
61	и является	4	5
62	не является	11	5
63	мы видели	2	5
64	а в	5	5
65	и с	9	5
66	же самое	9	5
67	того или	6	5
68	как это	2	5
69	или иного	3	5
70	одно и	3	5
71	в его	9	5
72	вместе с	2	5
73	в той	3	5
74	с точки	2	5
75	слова и	3	5
76	что это	3	4
77	и без	4	4
78	само собой	2	4
79	не просто	23	4
80	можно сказать	6	4
81	к тому	3	4
82	но все	3	4
83	в качестве	3	4
84	в самом	3	4
85	той или	12	4
86	все это	5	4
87	языка и	4	4
88	того что	8	4
89	так же	5	4
90	о том	6	4
91	его в	3	4
92	бы в	2	4
93	но в	12	4
94	если бы	3	4
95	были бы	2	4
96	не что	4	4
97	и к	6	4
98	у нас	10	4
99	себя в	2	4
100	а с	2	4
101	если мы	16	4
102	уже не	7	4
103	самом деле	3	4
104	тем же	2	4
105	в слове	2	4
106	можно было	4	4
107	и то	14	4
108	то есть	34	4
109	как только	3	3
110	или иное	2	3
111	что у	3	3
112	перед нами	8	3
113	это не	9	3
114	этом случае	5	3
115	для нас	16	3
116	но что	2	3
117	хотя и	5	3
118	в котором	2	3
119	в целом	6	3
120	из них	2	3
121	жизни и	6	3
122	от того	2	3
123	мертвых душ	2	3
124	что оно	2	3
125	и даже	14	3
126	не так	3	3
127	ведь в	2	3
128	сказать что	16	3
129	и здесь	5	3
130	в начале	2	3
131	ни на	3	3
132	но вот	3	3
133	в виду	10	3
134	бы мы	2	3
135	то он	2	3
136	и все	3	3
137	этого слова	5	3
138	об этом	3	3
139	в ее	4	3
140	том что	12	3
141	в тех	3	3
142	еще не	5	3
143	мы в	4	3
144	только благодаря	2	3
145	тех или	5	3
146	мы ни	2	3
147	что и	9	3
148	отношения к	3	3
149	да и	5	3
150	только на	5	3
151	слова как	2	3
152	на самом	7	3
153	если не	3	3
154	что такое	3	3
155	и для	2	3
156	то или	3	3
157	конце концов	3	3
158	связи с	8	3
159	в частности	2	2
160	но даже	4	2
161	или даже	5	2
162	иное как	4	2
163	в том	21	2
164	нас не	5	2
165	но это	8	2
166	и нет	2	2
167	на отдельные	2	2
168	для него	3	2
169	и сам	5	2
170	в этих	2	2
171	в связи	7	2
172	в отношении	2	2
173	не было	5	2
174	еще и	7	2
175	все эти	7	2
176	но эта	3	2
177	ведь если	2	2
178	у человека	2	2
179	и больше	3	2
180	его не	2	2
181	в которых	3	2
182	также и	16	2
183	даже и	16	2
184	что иное	4	2
185	нет ничего	6	2
186	имели в	2	2
187	и ни	3	2
188	что вся	2	2
189	мы имеем	2	2
190	в основе	2	2
191	ни к	3	2
192	не будут	2	2
193	нашего исследования	2	2
194	для них	2	2
195	однако в	2	2
196	же самой	4	2
197	с этим	2	2
198	с собой	3	2
199	ясно что	6	2
200	или иных	4	2
201	значение и	5	2
202	что он	9	2
203	есть не	5	2
204	на первый	4	2
205	при условии	2	2
206	только тогда	2	2
207	самое время	4	2
208	только потому	2	2
209	а к	2	2
210	и при	2	2
211	но не	3	2
212	по своему	2	2
213	мы говорили	2	2
214	и потому	7	2
215	гораздо более	5	2
216	не есть	35	2
217	же такое	3	2
218	зрения на	2	2
219	в своей	5	2
220	природы и	2	2
221	с ней	5	2
222	сих пор	2	2
223	как в	5	2
224	как нечто	9	2
225	здесь не	8	2
226	знак и	3	2
227	первый взгляд	2	2
228	из которых	2	2
229	с ним	7	2
230	да еще	2	2
231	у них	2	2
232	или в	4	2
233	этот вопрос	3	2
234	тем что	4	2
235	это же	3	2
236	в каком	4	2
237	и вообще	8	2
