N	2gram	Losev_Vlad_2	Marksizm
1	может быть	7	28
2	и в	30	19
3	как бы	5	19
4	и не	18	19
5	не может	9	18
6	точки зрения	7	17
7	то же	4	16
8	и его	6	16
9	как мы	11	15
10	в этом	20	15
11	таким образом	3	14
12	в сущности	2	14
13	не только	12	13
14	с точки	3	13
15	связи с	8	13
16	в нем	4	11
17	вовсе не	4	11
18	не в	9	10
19	но и	8	10
20	том что	12	10
21	так и	5	10
22	для него	9	9
23	при этом	5	9
24	как и	5	9
25	а не	7	9
26	же время	3	8
27	в то	9	8
28	с его	4	8
29	только в	6	8
30	никогда не	7	7
31	в связи	8	7
32	в том	18	7
33	его в	4	7
34	но в	8	7
35	прежде всего	6	7
36	и для	3	7
37	в таком	3	7
38	к тому	2	6
39	ни в	7	6
40	и как	3	6
41	в свою	3	6
42	того чтобы	2	6
43	в самом	2	6
44	и все	7	6
45	мы уже	2	6
46	во всех	3	6
47	для того	2	6
48	хотя бы	3	6
49	свою очередь	2	5
50	к нему	2	5
51	в их	2	5
52	так же	4	5
53	и на	4	5
54	к этому	6	5
55	того же	5	5
56	в его	11	5
57	все же	9	5
58	в той	2	5
59	в данном	3	5
60	тем более	3	5
61	в отношении	3	4
62	это не	2	4
63	на то	2	4
64	то что	20	4
65	мы видели	2	4
66	того что	5	4
67	сказать что	11	4
68	в русском	2	4
69	что он	13	4
70	было бы	9	4
71	конечно не	4	4
72	в основном	5	4
73	для себя	5	4
74	в себе	6	4
75	ничего не	2	4
76	учение о	3	3
77	в этих	4	3
78	и от	2	3
79	в двух	2	3
80	да и	3	3
81	здесь мы	3	3
82	в этой	4	3
83	в ней	4	3
84	в котором	5	3
85	его и	2	3
86	а в	11	3
87	с этим	5	3
88	все эти	5	3
89	не имеет	2	3
90	должно быть	3	3
91	не было	10	3
92	французском языке	3	3
93	о том	4	3
94	так как	5	3
95	по себе	5	3
96	у нас	6	3
97	мы сказали	2	3
98	он не	4	3
99	и до	2	3
100	что и	3	3
101	не есть	4	3
102	в своей	5	3
103	мысли и	2	3
104	в отличие	3	3
105	той же	4	3
106	и то	5	3
107	во всяком	6	3
108	и это	3	3
109	отличие от	3	3
110	уже в	3	2
111	что в	12	2
112	что это	4	2
113	эти последние	4	2
114	является как	2	2
115	на все	2	2
116	мы знаем	4	2
117	он был	6	2
118	которой мы	2	2
119	более или	3	2
120	но что	5	2
121	до конца	7	2
122	о чем	6	2
123	всяком случае	6	2
124	другими словами	5	2
125	жизни и	6	2
126	в своем	8	2
127	отношения к	3	2
128	именно в	4	2
129	и даже	10	2
130	друг друга	2	2
131	в более	2	2
132	и с	14	2
133	по крайней	4	2
134	даже и	3	2
135	он и	3	2
136	к его	2	2
137	в начале	4	2
138	сравнительно с	3	2
139	то есть	7	2
140	или как	2	2
141	стремится к	2	2
142	но по	2	2
143	у него	19	2
144	но не	3	2
145	здесь в	2	2
146	и о	4	2
147	и потому	2	2
148	и особенно	3	2
149	крайней мере	4	2
150	себя в	2	2
151	или менее	3	2
152	и прежде	2	2
153	не на	2	2
154	еще более	3	2
155	что не	2	2
156	и он	4	2
157	мы не	2	2
158	в виде	3	2
159	бытия в	2	2
160	это было	4	2
161	вместе с	8	2
