N	2gram	Trubetskoy_1	Marksizm
1	может быть	16	28
2	и в	23	19
3	как бы	10	19
4	и не	8	19
5	не может	17	18
6	в процессе	2	18
7	точки зрения	13	17
8	то же	4	16
9	как мы	2	15
10	в этом	12	15
11	таким образом	31	14
12	лишь в	5	14
13	в сущности	2	14
14	не только	7	13
15	с точки	8	13
16	связи с	4	13
17	в нем	3	11
18	если бы	8	11
19	вовсе не	2	11
20	не в	8	10
21	но и	9	10
22	том что	19	10
23	так и	10	10
24	для него	2	9
25	при этом	9	9
26	в основе	2	9
27	как и	9	9
28	на почве	3	9
29	самом деле	12	9
30	отнюдь не	2	8
31	же время	2	8
32	по отношению	9	8
33	в то	6	8
34	отношению к	9	8
35	только в	6	8
36	никогда не	4	7
37	в связи	3	7
38	в том	30	7
39	его в	5	7
40	но в	4	7
41	и более	2	7
42	прежде всего	3	7
43	одна из	2	7
44	на самом	7	7
45	и для	6	7
46	в таком	4	7
47	к тому	8	6
48	в свою	2	6
49	того чтобы	8	6
50	в самом	8	6
51	ни было	2	6
52	и все	7	6
53	между тем	12	6
54	мы уже	4	6
55	во всех	10	6
56	быть и	5	6
57	если мы	4	6
58	для того	8	6
59	хотя бы	4	6
60	мы можем	6	6
61	свою очередь	2	5
62	то ни	3	5
63	к нему	2	5
64	на этой	2	5
65	в их	4	5
66	так же	8	5
67	и на	6	5
68	к этому	5	5
69	и того	3	5
70	того же	9	5
71	совершенно не	3	5
72	в его	5	5
73	этого слова	2	5
74	все же	13	5
75	в данном	3	5
76	тем более	3	5
77	должна быть	5	4
78	тому что	2	4
79	это не	3	4
80	одного и	3	4
81	на то	9	4
82	то что	18	4
83	мы видели	2	4
84	бы то	2	4
85	и их	5	4
86	того что	6	4
87	с ними	2	4
88	бы в	3	4
89	следует что	2	4
90	из одного	2	4
91	что он	7	4
92	было бы	3	4
93	конечно не	3	4
94	для себя	2	4
95	тем же	2	4
96	и ее	2	4
97	в себе	5	4
98	и т.д	4	4
99	в этих	3	3
100	столь же	5	3
101	с другой	6	3
102	и от	5	3
103	в этой	6	3
104	одной стороны	2	3
105	в ней	3	3
106	в котором	2	3
107	а в	3	3
108	с этим	11	3
109	с одной	3	3
110	что оно	3	3
111	все эти	19	3
112	в другом	2	3
113	должно быть	4	3
114	не было	2	3
115	в истории	3	3
116	о том	7	3
117	так как	7	3
118	конечно в	2	3
119	у нас	3	3
120	мы сказали	3	3
121	до сих	8	3
122	еще не	5	3
123	он не	3	3
124	и до	3	3
125	что и	7	3
126	не есть	2	3
127	не будет	5	3
128	только что	3	3
129	и то	4	3
130	во всяком	2	3
131	и это	3	3
132	отличие от	3	3
133	сих пор	8	3
134	независимо от	2	2
135	что в	8	2
136	что это	5	2
137	в нашем	3	2
138	точку зрения	2	2
139	эти последние	2	2
140	на все	5	2
141	не знает	2	2
142	вопрос о	3	2
143	в тех	3	2
144	мы знаем	10	2
145	тому же	6	2
146	теперь мы	2	2
147	которой мы	2	2
148	что они	2	2
149	более или	7	2
150	лишь при	4	2
151	не так	4	2
152	и у	4	2
153	одним из	4	2
154	они могут	2	2
155	всяком случае	2	2
156	каждого человека	2	2
157	другими словами	2	2
158	жизни и	2	2
159	в своем	10	2
160	именно в	5	2
161	они не	2	2
162	друг друга	2	2
163	как на	4	2
164	но для	2	2
165	и с	5	2
166	но как	2	2
167	в начале	2	2
168	все то	2	2
169	то есть	2	2
170	но по	3	2
171	у него	5	2
172	в жизни	3	2
173	но не	2	2
174	культуры как	3	2
175	и потому	3	2
176	и особенно	2	2
177	или менее	7	2
178	а с	4	2
179	сводится к	2	2
180	должны быть	3	2
181	ко всем	3	2
182	между ними	2	2
183	в виде	4	2
184	все его	2	2
185	далеко не	5	2
186	если же	3	2
187	от него	3	2
188	из него	2	2
189	вместе с	6	2
190	слагается из	3	2
