N	2gram	Ircho_Kome_3	Vvedenie
1	и т	4	42
2	т е	16	35
3	и в	22	32
4	в том	12	31
5	в этом	8	30
6	может быть	6	26
7	том что	13	26
8	не только	5	22
9	для того	6	21
10	того чтобы	6	20
11	таким образом	12	19
12	то что	4	16
13	потому что	10	15
14	так как	11	15
15	не может	3	14
16	в самом	9	13
17	в нем	3	13
18	о том	8	13
19	со стороны	11	13
20	в их	2	12
21	и не	21	12
22	представляет собой	3	12
23	в его	8	12
24	как мы	2	11
25	ясно что	6	11
26	в ее	3	11
27	что в	5	10
28	но в	5	9
29	между тем	2	9
30	то же	7	9
31	не менее	5	8
32	с другой	4	8
33	это не	2	8
34	тем не	3	8
35	не в	4	8
36	прежде всего	5	7
37	точки зрения	4	7
38	было бы	3	7
39	все же	4	7
40	дело с	3	7
41	самом деле	6	7
42	можно было	2	7
43	только как	2	7
44	не могут	2	6
45	до сих	9	6
46	же время	5	6
47	н э	2	6
48	один из	3	6
49	но и	4	6
50	все это	5	6
51	и даже	3	6
52	в то	6	6
53	его в	8	6
54	как он	3	6
55	с тем	4	6
56	вовсе не	4	6
57	как и	3	6
58	в качестве	2	6
59	сих пор	9	6
60	хотя бы	4	6
61	и его	6	6
62	тем что	5	6
63	в руки	2	6
64	и это	2	6
65	уже в	2	5
66	в какой	3	5
67	так что	6	5
68	на этот	3	5
69	но если	3	5
70	как бы	3	5
71	в целом	3	5
72	а как	2	5
73	другой стороны	2	5
74	одним из	2	5
75	в которых	5	5
76	в них	3	5
77	об этом	7	5
78	в г	2	5
79	по своему	3	5
80	вместе с	9	5
81	т п	4	5
82	в течение	3	5
83	а не	4	5
84	что не	3	5
85	представляют собой	2	5
86	на вопрос	2	4
87	с этой	3	4
88	этом случае	2	4
89	взять в	3	4
90	одной стороны	3	4
91	о чем	7	4
92	всяком случае	3	4
93	в котором	2	4
94	так или	2	4
95	здесь нет	4	4
96	по отношению	5	4
97	этом отношении	2	4
98	с одной	3	4
99	и что	6	4
100	в и	2	4
101	не имеет	3	4
102	а в	7	4
103	как это	5	4
104	е в	2	4
105	должен был	4	4
106	сравнению с	2	4
107	что он	8	4
108	еще не	6	4
109	отношению к	3	4
110	по сравнению	2	4
111	в своей	5	4
112	только что	7	4
113	как раз	6	4
114	и для	4	4
115	или иначе	2	4
116	во всяком	3	4
117	и ее	2	4
118	в себе	4	4
119	в частности	3	3
120	в конце	7	3
121	к тому	6	3
122	в известной	2	3
123	но все	4	3
124	в этой	3	3
125	что с	2	3
126	до конца	4	3
127	при этом	7	3
128	хотя и	5	3
129	в ней	4	3
130	в конечном	2	3
131	в виду	2	3
132	то это	5	3
133	к нему	5	3
134	отношение к	5	3
135	из них	5	3
136	прошлом и	2	3
137	дело не	2	3
138	что она	4	3
139	до нас	4	3
140	в своем	8	3
141	так же	4	3
142	и на	2	3
143	в результате	2	3
144	говорить о	3	3
145	в начале	3	3
146	нисколько не	3	3
147	если бы	8	3
148	однако в	4	3
149	не как	2	3
150	к этому	6	3
151	стороны и	2	3
152	и к	3	3
153	связи с	5	3
154	чем в	3	3
155	одной из	3	3
156	в одном	2	3
157	в сущности	2	3
158	в свое	2	3
159	а также	2	3
160	должен быть	2	3
161	что и	8	3
162	на основании	2	3
163	в области	2	3
164	все время	2	2
165	до того	2	2
166	никогда не	3	2
167	тому что	2	2
168	в отношении	4	2
169	само собой	4	2
170	это в	2	2
171	чем они	2	2
172	из его	2	2
173	и сам	5	2
174	несмотря на	4	2
175	после этого	2	2
176	от того	2	2
177	в связи	4	2
178	не было	2	2
179	с помощью	4	2
180	не мог	2	2
181	и с	4	2
182	с этим	3	2
183	нуждается в	2	2
184	он и	2	2
185	в отношениях	2	2
186	и здесь	4	2
187	же самое	3	2
188	конце концов	2	2
189	бы в	4	2
190	так и	4	2
191	и со	2	2
192	следует что	3	2
193	состоит в	2	2
194	не с	2	2
195	по существу	2	2
196	тем более	4	2
197	того же	6	2
198	во всех	2	2
199	что мы	2	2
200	ближе к	2	2
201	что к	4	2
202	iv в	5	2
203	из того	3	2
204	о которой	2	2
205	из которых	2	2
206	между ними	2	2
207	с точки	3	2
208	мы не	2	2
209	в силу	2	2
210	мы можем	3	2
211	в другом	2	2
212	если же	2	2
213	здесь не	2	2
214	который по	2	2
215	она была	2	2
216	ничего не	3	2
