N	2gram	Bakhtin_fo_2	Psycholo
1	и в	46	38
2	то что	7	35
3	в том	10	25
4	что в	5	20
5	может быть	7	19
6	точки зрения	10	16
7	то есть	10	15
8	том что	4	14
9	как бы	10	14
10	и т	14	14
11	потому что	8	14
12	в этой	2	13
13	в этом	22	13
14	мы видим	2	12
15	было бы	2	12
16	не только	11	12
17	таким образом	3	12
18	не в	9	12
19	что он	3	11
20	в сущности	2	10
21	то же	8	10
22	же самое	3	10
23	и не	9	10
24	и все	6	10
25	с точки	8	9
26	в двух	2	9
27	того чтобы	8	9
28	все же	6	8
29	с тем	2	8
30	с этим	5	8
31	в одном	7	8
32	вовсе не	13	8
33	как и	8	8
34	так что	4	8
35	и как	3	8
36	для того	8	8
37	и это	2	8
38	с другой	2	7
39	а не	4	7
40	не может	2	7
41	как мы	6	7
42	а в	3	7
43	мы уже	9	7
44	из них	8	6
45	к тому	3	6
46	мы видели	2	6
47	до сих	2	6
48	она не	2	6
49	один из	2	6
50	в котором	4	6
51	он не	5	6
52	с одной	2	6
53	так как	6	6
54	как это	2	6
55	и его	12	6
56	и на	7	6
57	в которых	3	6
58	о том	4	6
59	там где	2	6
60	в своем	5	5
61	на этом	2	5
62	вместе с	9	5
63	но и	9	5
64	сих пор	2	5
65	т п	11	5
66	в той	2	5
67	в другом	3	5
68	в его	8	5
69	так сказать	7	5
70	никогда не	6	4
71	что они	4	4
72	по своему	2	4
73	при этом	6	4
74	и для	9	4
75	конечно не	4	4
76	во всех	11	4
77	в самой	2	4
78	не мог	2	4
79	не могли	3	4
80	в нем	5	4
81	что и	3	4
82	ее в	3	4
83	как в	4	4
84	т д	3	4
85	все эти	5	4
86	у всех	2	4
87	здесь мы	3	4
88	того что	3	4
89	и даже	3	4
90	у него	9	4
91	и совершенно	3	4
92	только в	11	4
93	в себе	4	4
94	в виду	3	4
95	место в	4	3
96	как на	2	3
97	дано в	2	3
98	в них	7	3
99	только для	2	3
100	та же	3	3
101	из этих	4	3
102	что все	2	3
103	к этому	3	3
104	и к	2	3
105	он был	2	3
106	но это	2	3
107	совсем не	2	3
108	больше и	2	3
109	того же	3	3
110	тот же	3	3
111	наряду с	2	3
112	и о	2	3
113	в основе	6	3
114	уже говорили	4	3
115	все это	6	3
116	и только	2	3
117	к ним	2	3
118	тем что	3	3
119	далеко не	2	3
120	в то	5	3
121	его в	6	3
122	здесь не	2	3
123	но в	10	3
124	в данном	2	2
125	и затем	2	2
126	всех этих	7	2
127	и более	2	2
128	и другие	3	2
129	и та	2	2
130	в этих	3	2
131	отнюдь не	4	2
132	все они	3	2
133	с этой	4	2
134	и во	6	2
135	лежит в	2	2
136	во всяком	2	2
137	друг другу	2	2
138	очень часто	2	2
139	бы она	2	2
140	же в	4	2
141	до конца	2	2
142	в море	3	2
143	уже не	3	2
144	у нас	2	2
145	по существу	5	2
146	своей жизни	2	2
147	у них	2	2
148	что здесь	2	2
149	не могла	2	2
150	здесь в	6	2
151	для него	3	2
152	со всеми	2	2
153	том как	3	2
154	но он	2	2
155	имеет место	3	2
156	в прямом	2	2
157	целый ряд	3	2
158	так же	2	2
159	в одной	2	2
160	по аналогии	2	2
161	отношения к	4	2
162	в совершенно	3	2
163	вовсе нет	2	2
164	и вот	2	2
165	и наконец	6	2
166	и по	3	2
167	к смерти	4	2
168	и всегда	2	2
169	в качестве	3	2
170	в конце	2	2
171	их в	4	2
172	автора и	2	2
173	к себе	4	2
174	в истории	4	2
175	с ним	4	2
