N	2gram	Bakhtin_Fr_8	EvropaiE
1	и в	56	37
2	в отношении	5	32
3	в пределах	5	25
4	точки зрения	6	23
5	что в	5	21
6	не только	8	18
7	с точки	2	17
8	в то	12	16
9	то же	11	15
10	в своем	3	14
11	в качестве	4	14
12	же время	10	14
13	но и	9	14
14	и не	9	14
15	но в	6	14
16	в этом	14	12
17	в их	3	11
18	в том	13	11
19	в области	5	11
20	так и	13	10
21	прежде всего	6	9
22	не может	2	9
23	в себе	4	9
24	только в	9	9
25	так же	2	9
26	в ее	6	8
27	одной стороны	2	8
28	было бы	2	8
29	в своей	2	8
30	с одной	4	8
31	между тем	3	8
32	как и	5	7
33	по своему	8	7
34	а также	3	7
35	с другой	2	7
36	также и	2	7
37	так как	4	7
38	с этой	2	6
39	вовсе не	6	6
40	том что	8	6
41	может быть	3	6
42	для того	2	6
43	как бы	11	6
44	то что	3	6
45	во всех	8	6
46	того чтобы	4	6
47	и даже	8	6
48	и на	7	6
49	то есть	24	6
50	в частности	7	5
51	не в	3	5
52	но не	5	5
53	одной из	3	5
54	как мы	7	5
55	в той	6	5
56	в виде	2	5
57	и потому	4	5
58	ни было	2	4
59	то ни	2	4
60	можно сказать	2	4
61	бы то	2	4
62	несмотря на	2	4
63	в самом	9	4
64	в ней	4	4
65	той или	2	4
66	даже в	4	4
67	в процессе	5	4
68	не на	3	4
69	мы не	2	4
70	культуры в	2	4
71	сказать что	3	4
72	в каком	2	4
73	и к	4	3
74	с тем	2	3
75	никогда не	5	3
76	в них	11	3
77	мы видели	5	3
78	из всех	2	3
79	в известном	2	3
80	из них	2	3
81	что и	3	3
82	говорит о	2	3
83	когда он	2	3
84	время в	3	3
85	бы и	2	3
86	и некоторые	2	3
87	и для	2	3
88	к ним	2	3
89	в которых	2	3
90	в результате	5	3
91	потому что	6	3
92	в данном	2	3
93	во все	3	3
94	о том	4	3
95	дело в	2	3
96	там где	3	3
97	большинстве случаев	6	3
98	мира и	2	3
99	отметить что	2	3
100	что все	4	2
101	и более	4	2
102	а не	2	2
103	в этих	11	2
104	и во	2	2
105	в большинстве	7	2
106	и все	6	2
107	в одном	2	2
108	к нему	2	2
109	главным образом	3	2
110	для понимания	2	2
111	идеологии и	3	2
112	и эта	2	2
113	что на	2	2
114	и как	2	2
115	такой же	5	2
116	между ними	2	2
117	что это	4	2
118	своему характеру	2	2
119	меньшей степени	3	2
120	по преимуществу	2	2
121	он не	5	2
122	в его	18	2
123	в котором	2	2
124	точка зрения	2	2
125	в развитии	2	2
126	в мире	2	2
127	в некоторых	3	2
128	вместе с	2	2
129	данном случае	2	2
130	во всей	2	2
131	целый ряд	2	2
132	а в	2	2
133	таким образом	17	2
134	если бы	2	2
135	начиная с	2	2
136	на них	3	2
137	и других	4	2
138	но с	2	2
139	культуры и	2	2
140	в значительной	2	2
141	и наконец	3	2
142	другой стороны	2	2
143	во многом	2	2
144	в других	2	2
145	мы видим	6	2
146	в своих	4	2
147	что эти	2	2
148	и с	8	2
149	хотя и	2	2
150	и еще	2	2
151	в этой	6	2
152	и то	2	2
153	по своей	4	2
154	далеко не	2	2
155	бы в	3	2
156	в эту	2	2
157	но по	4	2
