N	2gram	Voloshinov_2	KulturaY
1	в том	7	30
2	и в	19	24
3	том что	10	21
4	что в	2	17
5	того чтобы	6	17
6	для того	6	16
7	и пр	25	15
8	было бы	4	15
9	в этом	15	14
10	точки зрения	17	14
11	может быть	28	13
12	языка в	3	12
13	все же	5	12
14	таким образом	14	12
15	в его	5	12
16	и не	19	12
17	не в	10	11
18	только в	8	11
19	вовсе не	11	10
20	в самом	6	10
21	у нас	3	10
22	не только	13	10
23	хотя бы	6	10
24	если бы	11	9
25	то что	4	9
26	прежде всего	7	9
27	язык как	6	9
28	отношению к	8	9
29	самом деле	9	9
30	того что	4	9
31	с точки	13	9
32	о том	3	9
33	так как	3	9
34	языка и	15	8
35	по отношению	8	8
36	в языке	7	8
37	то же	16	8
38	а не	9	8
39	как раз	4	8
40	тем что	2	8
41	с другой	3	7
42	связи с	13	7
43	в качестве	3	7
44	история языка	2	7
45	как бы	19	7
46	вместе с	2	7
47	не может	18	7
48	с помощью	6	7
49	это не	4	7
50	бы в	4	7
51	так и	10	7
52	в какой	3	6
53	именно в	2	6
54	что он	4	6
55	зависимости от	2	6
56	при этом	9	6
57	в ней	3	6
58	но и	10	6
59	все эти	3	6
60	что это	2	5
61	в зависимости	2	5
62	по крайней	2	5
63	к тому	6	5
64	языка как	9	5
65	крайней мере	2	5
66	но не	2	5
67	еще не	3	5
68	что не	2	5
69	всяком случае	2	5
70	истории языка	3	5
71	в той	5	5
72	а в	3	5
73	и его	16	5
74	рядом с	2	5
75	во всяком	3	5
76	между тем	6	5
77	речи и	13	5
78	xix века	2	5
79	так сказать	14	5
80	и с	2	5
81	учение о	3	4
82	с его	8	4
83	в этих	3	4
84	и потому	2	4
85	на то	4	4
86	в нем	11	4
87	в тех	2	4
88	что они	2	4
89	того же	5	4
90	в пределах	10	4
91	речи в	10	4
92	должен быть	2	4
93	что и	3	4
94	не есть	3	4
95	сих пор	3	4
96	до сих	3	4
97	и тогда	2	4
98	не на	2	4
99	с этим	3	4
100	следует что	4	4
101	русском языке	4	4
102	речь в	4	4
103	так же	5	4
104	с ними	4	4
105	и на	5	4
106	в данном	5	4
107	и является	2	4
108	в русском	4	4
109	того или	2	4
110	слова и	6	4
111	там где	2	4
112	речи можно	2	4
113	уже в	2	3
114	как на	2	3
115	смысле этого	4	3
116	из одного	4	3
117	или иного	2	3
118	к формам	2	3
119	его к	2	3
120	или иной	5	3
121	сводится к	2	3
122	в этой	3	3
123	свою очередь	5	3
124	в свою	6	3
125	мы увидим	2	3
126	связано с	3	3
127	в сущности	14	3
128	не имеют	3	3
129	этого слова	5	3
130	слова как	2	3
131	в котором	3	3
132	по мере	4	3
133	в истории	3	3
134	не с	2	3
135	или менее	2	3
136	тому что	4	3
137	в своем	2	3
138	в связи	7	3
139	в особенности	2	3
140	языке как	2	3
141	а с	2	3
142	не было	3	3
143	что оно	3	3
144	в их	5	3
145	более или	2	3
146	в системе	2	3
147	и даже	2	3
148	и он	2	3
149	в таком	7	3
150	должно быть	3	3
151	той же	3	3
152	социального общения	3	3
153	должна быть	4	3
154	и здесь	5	3
155	и то	3	3
156	языка не	3	3
157	то мы	2	3
158	в речи	2	3
159	даже и	2	3
160	они не	2	3
161	в себе	4	3
162	науки о	2	3
163	для лингвиста	2	2
164	и более	7	2
165	о чем	2	2
166	никогда не	7	2
167	отсюда следует	3	2
168	не является	8	2
169	одного и	4	2
170	и все	6	2
171	на самом	7	2
172	так называемой	2	2
173	значение и	2	2
174	вопрос о	2	2
175	по себе	3	2
176	в собственном	2	2
177	если мы	6	2
178	в смысле	6	2
179	в то	8	2
180	как о	2	2
181	и того	5	2
182	как и	9	2
183	и как	6	2
184	самого языка	2	2
185	лишь как	2	2
186	в большинстве	5	2
187	же время	8	2
188	ли это	2	2
189	общения и	2	2
190	если б	3	2
191	конечно не	4	2
192	в своей	3	2
193	одним из	2	2
194	в контексте	5	2
195	языковых форм	3	2
196	относится к	3	2
197	значения в	5	2
198	все те	4	2
199	тем более	5	2
200	и значение	6	2
201	эти категории	2	2
202	и тем	4	2
203	ни в	6	2
204	и именно	2	2
205	себя самого	2	2
206	он не	3	2
207	форм языка	5	2
208	и для	7	2
209	в слове	4	2
210	лишь в	14	2
211	должны быть	2	2
212	свидетельствует о	2	2
213	между ними	2	2
214	не имеет	3	2
215	или в	2	2
216	иное как	2	2
217	в более	2	2
218	от этого	2	2
219	в каком	3	2
220	но ведь	3	2
221	до конца	2	2
222	здесь как	2	2
223	ничего не	4	2
224	но в	7	2
225	в определенных	2	2
226	это было	2	2
