N	2gram	Potebnia_M_2	slovoVRo
1	и в	24	41
2	в нем	9	30
3	и т	6	28
4	то есть	30	26
5	т п	3	23
6	могут быть	8	19
7	во всех	7	17
8	но и	9	16
9	и не	19	16
10	не только	15	16
11	а не	18	15
12	то же	12	14
13	может быть	23	14
14	не может	12	14
15	и его	2	14
16	и на	8	14
17	в то	6	14
18	в его	2	13
19	слова и	3	13
20	же время	2	12
21	как бы	9	12
22	языка и	3	12
23	в этом	8	12
24	так и	5	11
25	таким образом	11	9
26	все эти	2	9
27	слова в	5	8
28	прежде всего	7	8
29	но в	4	8
30	как в	10	8
31	или в	2	8
32	не в	13	7
33	и следовательно	2	7
34	с ним	5	7
35	вовсе не	9	7
36	все же	5	7
37	в слове	13	7
38	во всяком	7	7
39	того же	14	6
40	это не	3	6
41	при этом	13	6
42	а в	8	6
43	в них	5	6
44	оно не	3	6
45	только в	11	6
46	отношении к	2	6
47	с другой	6	5
48	в самом	4	5
49	всяком случае	7	5
50	слово как	2	5
51	все это	2	5
52	т д	3	5
53	не на	2	5
54	с другими	5	5
55	в языке	3	5
56	далеко не	3	5
57	так сказать	4	5
58	и от	3	4
59	в каждом	2	4
60	одной стороны	3	4
61	в ней	3	4
62	на предмет	2	4
63	один из	2	4
64	за пределы	2	4
65	с одной	4	4
66	рядом с	3	4
67	в которой	5	4
68	и все	3	4
69	с его	2	4
70	всех этих	2	4
71	не как	3	4
72	как и	7	4
73	еще не	4	4
74	и потому	2	4
75	другой стороны	2	4
76	и для	3	4
77	там где	4	4
78	не могут	7	3
79	никогда не	4	3
80	хотя бы	2	3
81	из этих	4	3
82	в том	18	3
83	все слова	2	3
84	более или	8	3
85	в свою	6	3
86	для него	10	3
87	из них	5	3
88	и других	2	3
89	того что	7	3
90	друг друга	2	3
91	в других	4	3
92	с ними	3	3
93	образом в	4	3
94	и здесь	2	3
95	не было	6	3
96	о том	5	3
97	его в	3	3
98	так как	10	3
99	влияния на	2	3
100	вне себя	2	3
101	у него	2	3
102	и во	3	3
103	с этим	7	3
104	связанные с	2	3
105	не должно	2	3
106	бы ни	5	3
107	в себе	10	3
108	и может	3	3
109	было бы	13	3
110	но эти	2	3
111	или менее	8	3
112	к языку	4	3
113	как оно	2	3
114	свою очередь	6	2
115	все свои	2	2
116	время и	2	2
117	тому что	2	2
118	столь же	5	2
119	что все	2	2
120	на все	3	2
121	и проч	10	2
122	ни было	3	2
123	для нас	31	2
124	так что	10	2
125	что они	5	2
126	на этом	2	2
127	например в	3	2
128	и той	2	2
129	для того	5	2
130	хотя и	3	2
131	между ними	2	2
132	и по	2	2
133	и тем	3	2
134	зрения и	7	2
135	в целом	3	2
136	в этих	3	2
137	уже не	4	2
138	точке зрения	2	2
139	те же	3	2
140	должно быть	2	2
141	так же	2	2
142	время как	4	2
143	сказать что	2	2
144	потому что	49	2
145	но он	2	2
146	с которыми	2	2
147	между тем	6	2
148	оно может	2	2
149	в сознании	23	2
150	в котором	4	2
151	как увидим	2	2
152	перестает быть	2	2
153	слова для	2	2
154	в одном	6	2
155	к этому	2	2
156	вместе со	2	2
157	остановимся на	2	2
158	у нас	2	2
159	том что	8	2
160	не с	3	2
161	мы видим	2	2
162	одна из	4	2
163	но не	12	2
164	то время	4	2
165	ускользает от	2	2
166	одно и	2	2
167	до сих	4	2
168	предмета и	4	2
169	одним словом	4	2
170	сих пор	4	2
171	так в	4	2
172	а с	2	2
173	на самом	2	2
174	если мы	3	2
175	и у	3	2
176	не есть	6	2
177	той же	3	2
178	мы не	11	2
179	нас в	2	2
180	и то	3	2
181	быть только	2	2
182	а между	4	2
183	в другом	2	2
184	связи с	6	2
185	и вообще	3	2
186	слова так	2	2
187	в эту	3	2
