N	2gram	Propp_Morf_1	FransuaR
1	и в	13	41
2	во всех	4	17
3	таким образом	21	17
4	но и	4	13
5	как мы	6	12
6	в этом	14	12
7	все эти	2	11
8	прежде всего	9	10
9	не только	4	10
10	и др	10	10
11	так как	16	10
12	то что	8	10
13	во время	6	9
14	о том	2	9
15	в сущности	3	8
16	в этой	2	8
17	но в	2	8
18	вовсе не	4	7
19	том что	4	7
20	как бы	3	7
21	как и	3	7
22	что в	8	7
23	в образе	4	6
24	что он	4	6
25	мы видим	13	6
26	например в	2	6
27	один из	5	6
28	или в	4	6
29	также и	4	6
30	сказать что	2	6
31	в то	3	6
32	то же	7	5
33	с его	2	5
34	так же	3	5
35	между собою	2	5
36	а также	4	5
37	из них	3	5
38	так и	6	5
39	большинстве случаев	3	5
40	и что	2	5
41	тем что	4	5
42	там где	5	5
43	с другой	8	4
44	та же	2	4
45	а затем	4	4
46	у нас	2	4
47	и как	5	4
48	не в	3	4
49	в большинстве	3	4
50	все же	7	4
51	не может	14	4
52	как в	3	4
53	самом деле	4	4
54	того чтобы	3	4
55	а в	7	4
56	в результате	7	4
57	в другом	2	4
58	мы увидим	8	3
59	перед нами	10	3
60	первом случае	3	3
61	во втором	3	3
62	с этим	11	3
63	на первый	3	3
64	мы будем	3	3
65	но это	6	3
66	они и	3	3
67	было бы	3	3
68	в начале	3	3
69	и их	2	3
70	но оно	2	3
71	и для	2	3
72	и не	12	3
73	того что	3	3
74	к нему	3	3
75	только в	2	3
76	в первом	3	3
77	потому что	3	3
78	не могут	4	2
79	это уже	3	2
80	в частности	2	2
81	связана с	3	2
82	в этих	13	2
83	если мы	5	2
84	для нас	2	2
85	в том	6	2
86	это и	2	2
87	связи с	10	2
88	что они	2	2
89	на этом	3	2
90	но не	4	2
91	а на	3	2
92	здесь же	3	2
93	есть и	4	2
94	никто не	3	2
95	знать что	2	2
96	может быть	52	2
97	хотя и	3	2
98	он не	3	2
99	но если	7	2
100	в таких	2	2
101	на спине	2	2
102	не будем	4	2
103	или с	3	2
104	в форме	6	2
105	есть нечто	3	2
106	другой стороны	4	2
107	не на	2	2
108	и другие	6	2
109	как это	3	2
110	а не	11	2
111	с точки	2	2
112	мы не	8	2
113	между тем	5	2
114	о происхождении	2	2
115	точки зрения	2	2
116	на его	4	2
117	говорить о	3	2
118	что мы	2	2
119	и этим	5	2
120	тех же	4	2
121	это было	3	2
