N	2gram	Losev_Dial_4	Myslijsy
1	потому что	10	33
2	то что	16	29
3	может быть	17	26
4	таким образом	5	24
5	в том	11	23
6	и в	15	23
7	в этом	11	23
8	и не	30	18
9	что в	7	17
10	при этом	2	15
11	только в	7	15
12	как и	7	14
13	в себе	8	14
14	то же	9	14
15	того что	13	14
16	так как	14	14
17	если бы	6	13
18	том что	10	12
19	не было	2	12
20	а не	18	12
21	по себе	13	11
22	что я	5	11
23	но и	4	11
24	не в	8	11
25	не может	11	11
26	и потому	3	10
27	что мы	7	10
28	не только	8	10
29	тем что	2	10
30	для меня	2	10
31	мы можем	3	10
32	не есть	40	9
33	в своем	5	8
34	было бы	9	8
35	тогда когда	5	8
36	другими словами	5	8
37	мы не	9	8
38	сказать что	6	8
39	о том	5	8
40	но в	3	8
41	стало быть	15	8
42	с тем	4	7
43	что это	13	7
44	это не	12	7
45	на то	5	7
46	в нем	5	7
47	что и	6	7
48	в силу	4	7
49	и что	9	7
50	вовсе не	6	7
51	и т	17	7
52	могут быть	3	7
53	как в	3	7
54	мы говорим	2	7
55	с этим	3	7
56	что такое	5	7
57	что если	3	6
58	для того	5	6
59	вместе с	2	6
60	того как	2	6
61	что не	3	6
62	известно что	3	6
63	в которой	2	6
64	так и	5	6
65	по крайней	7	5
66	только тогда	5	5
67	так что	6	5
68	есть только	3	5
69	само по	4	5
70	и мы	7	5
71	хотя и	6	5
72	в его	4	5
73	как бы	14	5
74	крайней мере	7	5
75	слово есть	3	5
76	бы и	3	5
77	что же	2	5
78	есть нечто	2	5
79	все это	9	5
80	допустим что	2	5
81	не менее	2	5
82	находится в	2	5
83	должно быть	2	5
84	с ним	3	5
85	во всяком	2	5
86	тем более	6	5
87	говорить о	11	5
88	и то	3	5
89	есть в	4	5
90	не имеет	14	5
91	думать что	2	4
92	и та	3	4
93	и все	11	4
94	что все	4	4
95	что он	7	4
96	есть не	5	4
97	тем не	2	4
98	как же	5	4
99	есть то	5	4
100	можно сказать	5	4
101	и может	2	4
102	в одном	4	4
103	и о	8	4
104	от того	2	4
105	в котором	2	4
106	сам по	2	4
107	и тем	6	4
108	в сравнении	3	4
109	на основании	3	4
110	а именно	6	4
111	да и	2	4
112	то и	2	4
113	в истории	3	4
114	только потому	3	4
115	тем самым	3	4
116	того чтобы	5	4
117	хотя бы	4	4
118	так же	4	4
119	между собою	2	4
120	точки зрения	14	4
121	в каком	5	4
122	в данном	3	4
123	в то	6	4
124	мы имеем	5	4
125	и с	4	4
126	при помощи	3	3
127	только не	3	3
128	и есть	19	3
129	никогда не	2	3
130	в них	2	3
131	человека и	2	3
132	не всегда	3	3
133	в смысле	5	3
134	что человек	2	3
135	именно в	5	3
136	но это	4	3
137	не будет	2	3
138	же время	6	3
139	кроме того	2	3
140	еще не	4	3
141	и если	3	3
142	и из	2	3
143	мы уже	3	3
144	в самом	2	3
145	и следовательно	3	3
146	в виду	9	3
147	на себе	5	3
148	и их	2	3
149	поэтический образ	3	3
150	нет ничего	6	3
151	со стороны	3	3
152	только что	2	3
153	есть всегда	3	3
154	что есть	2	3
155	и только	2	3
156	бы не	2	3
157	т д	15	3
158	той же	5	3
159	в разных	2	3
160	все эти	3	3
161	все равно	2	3
162	уже не	9	3
163	лишь в	2	3
164	должны быть	4	3
165	и по	2	3
166	с ними	4	3
167	и на	5	3
168	это есть	13	3
169	я говорю	2	3
170	то в	5	3
171	то мы	3	3
172	и так	2	3
173	или от	22	3
174	даже и	3	3
175	так то	4	3
176	от одного	2	3
177	с точки	9	3
178	возможно только	3	3
179	тому как	4	2
180	можно только	3	2
181	только для	3	2
182	я не	5	2
183	не могут	2	2
184	а что	2	2
185	иное как	8	2
186	и как	4	2
187	и без	2	2
188	или что	2	2
189	все что	2	2
190	оно не	2	2
191	не как	4	2
192	же что	3	2
193	из этих	2	2
194	точно так	2	2
195	бы только	4	2
196	и нельзя	2	2
197	а как	2	2
198	вопрос о	2	2
199	есть слово	2	2
200	что на	2	2
201	оно есть	4	2
202	в ее	2	2
203	у нас	3	2
204	об этом	3	2
205	слово которое	2	2
206	только о	3	2
207	от него	3	2
208	что даже	2	2
209	равно как	2	2
210	есть и	3	2
211	чем больше	2	2
212	но что	5	2
213	в свою	3	2
214	не нужно	2	2
215	что по	2	2
216	не что	8	2
217	она не	4	2
218	если так	2	2
219	свою историю	2	2
220	в сущности	5	2
221	которые мы	2	2
222	в ней	5	2
223	и когда	2	2
224	не значит	2	2
225	никто не	2	2
226	один из	4	2
227	и это	8	2
228	можно назвать	3	2
229	конечно не	2	2
230	природы и	2	2
231	что она	5	2
232	я вижу	2	2
233	художественное произведение	2	2
234	мы хотим	2	2
235	даже не	2	2
236	мы видим	4	2
237	быть не	2	2
238	и для	5	2
239	если мы	5	2
240	в течение	4	2
241	и другое	2	2
242	из которых	3	2
243	и даже	6	2
244	и притом	3	2
245	можем сказать	2	2
246	то значит	2	2
247	и его	7	2
248	или иначе	2	2
249	и чем	2	2
250	бы ни	2	2
251	в виде	3	2
252	подобно тому	4	2
253	и при	2	2
254	что иное	8	2
255	и вообще	7	2
256	бы в	4	2
257	мы должны	4	2
258	но мы	2	2
259	будет иметь	2	2
260	иметь в	2	2
261	быть и	3	2
262	а если	3	2
263	в области	3	2
264	это было	2	2
