N	2gram	Losev_Dial_3	Stilisti
1	и в	24	42
2	как бы	3	27
3	не только	23	27
4	прежде всего	8	22
5	хотя бы	4	17
6	но и	9	15
7	то же	6	15
8	и не	27	14
9	может быть	13	12
10	не может	19	12
11	точки зрения	25	11
12	как и	7	11
13	мы уже	3	11
14	и как	8	10
15	что мы	8	10
16	отнюдь не	10	10
17	как мы	2	10
18	в этом	8	10
19	при этом	2	9
20	в то	5	9
21	то что	14	9
22	для того	3	9
23	мы не	5	9
24	все же	3	8
25	в ней	2	8
26	таким образом	13	8
27	что же	11	8
28	тем самым	3	8
29	в себе	2	8
30	и это	4	8
31	никогда не	7	7
32	зависимости от	3	7
33	и от	3	7
34	же время	3	7
35	и тем	2	7
36	и на	3	7
37	потому что	7	7
38	так как	6	7
39	с его	2	7
40	в зависимости	2	7
41	было бы	5	7
42	а не	26	7
43	и его	5	7
44	только в	5	7
45	ничего не	17	7
46	другими словами	7	6
47	или иной	4	6
48	не в	3	6
49	когда мы	2	6
50	в нем	3	6
51	так и	5	6
52	тому что	4	5
53	и следовательно	2	5
54	и является	2	5
55	а в	2	5
56	и с	6	5
57	того или	3	5
58	как это	5	5
59	же мы	2	5
60	или иного	2	5
61	одно и	5	5
62	в его	2	5
63	с точки	14	5
64	той же	3	5
65	все время	3	4
66	что это	12	4
67	и без	3	4
68	его внутренней	2	4
69	не просто	18	4
70	что именно	3	4
71	к тому	4	4
72	в самом	7	4
73	той или	2	4
74	не забудем	2	4
75	точка зрения	5	4
76	все это	6	4
77	того что	12	4
78	так же	4	4
79	о том	6	4
80	бы в	2	4
81	но в	2	4
82	не существует	10	4
83	если бы	6	4
84	не что	6	4
85	зрения в	2	4
86	и к	5	4
87	природы или	2	4
88	у нас	4	4
89	себя в	2	4
90	уже не	5	4
91	самом деле	6	4
92	и пр	6	4
93	в слове	3	4
94	и то	4	4
95	что у	2	3
96	перед нами	3	3
97	это не	4	3
98	как таковой	2	3
99	для нас	2	3
100	но что	7	3
101	но для	2	3
102	хотя и	5	3
103	и уже	2	3
104	из них	3	3
105	жизни и	5	3
106	от того	4	3
107	чаще всего	2	3
108	что оно	7	3
109	и вот	2	3
110	и даже	13	3
111	их в	2	3
112	сказать что	4	3
113	и здесь	2	3
114	ни на	3	3
115	но вот	2	3
116	в виду	7	3
117	и все	6	3
118	об этом	6	3
119	том что	8	3
120	еще не	2	3
121	конечно не	4	3
122	тех или	2	3
123	нет и	4	3
124	что и	6	3
125	не будет	3	3
126	только на	7	3
127	если не	3	3
128	что такое	21	3
129	и для	2	3
130	не знает	3	3
131	быть может	3	2
132	зависит от	2	2
133	в частности	2	2
134	но даже	3	2
135	иное как	6	2
136	вопрос о	5	2
137	в том	5	2
138	тому же	2	2
139	тот или	2	2
140	но это	5	2
141	и нет	7	2
142	для него	4	2
143	несмотря на	2	2
144	из двух	3	2
145	не говоря	2	2
146	целый ряд	2	2
147	как например	2	2
148	не было	3	2
149	еще и	2	2
150	все эти	3	2
151	только одна	3	2
152	у человека	2	2
153	и больше	4	2
154	должно быть	3	2
155	его не	2	2
156	достаточно было	2	2
157	в своих	2	2
158	также и	2	2
159	даже и	7	2
160	что иное	6	2
161	нет ничего	9	2
162	и ни	3	2
163	я и	2	2
164	в основе	3	2
165	ни к	3	2
166	которое не	2	2
167	от чего	5	2
168	с этим	3	2
169	ясно что	7	2
170	что он	13	2
171	есть не	9	2
172	на первый	4	2
173	при условии	3	2
174	мы как	2	2
175	только тогда	3	2
176	только потому	2	2
177	но не	2	2
178	ни один	2	2
179	почему же	2	2
180	как таковое	3	2
181	и когда	2	2
182	и потому	2	2
183	не есть	54	2
184	же такое	2	2
185	как не	2	2
186	природы и	2	2
187	бытия в	2	2
188	при всем	4	2
189	допустим что	16	2
190	из которых	3	2
191	и он	2	2
192	к нему	3	2
193	или в	2	2
194	тем что	3	2
195	это же	3	2
196	будет значить	4	2
197	в каком	3	2
198	и вообще	2	2
199	говорить и	2	2
200	как с	2	2
