N	2gram	Bakhtin_Pr_2	PoTuStor
1	может быть	18	17
2	и в	45	16
3	и пр	2	12
4	прежде всего	11	9
5	таким образом	11	9
6	в этом	20	9
7	мы можем	4	9
8	и его	8	8
9	и с	7	8
10	точки зрения	19	8
11	не может	24	8
12	с его	8	7
13	сказать что	5	7
14	не только	16	7
15	и к	2	6
16	с точки	9	6
17	самом деле	4	6
18	для него	9	6
19	при этом	2	6
20	конечно не	6	6
21	я и	3	6
22	только для	2	5
23	отношение к	8	5
24	все эти	4	5
25	в чем	2	5
26	ни в	2	5
27	сознание и	4	5
28	еще не	9	5
29	как бы	15	5
30	в нем	20	4
31	и их	6	4
32	но и	15	4
33	так и	3	4
34	все это	5	4
35	хотя бы	5	4
36	мысли и	3	4
37	так как	5	4
38	и не	42	4
39	а потому	2	4
40	как мы	8	4
41	и ее	7	4
42	можно сказать	2	4
43	и даже	3	4
44	с ними	4	4
45	и на	7	4
46	с ее	3	4
47	все что	3	4
48	только в	9	4
49	его в	3	4
50	но в	6	4
51	в его	22	4
52	в этих	4	3
53	по сравнению	2	3
54	что в	6	3
55	жизни и	15	3
56	во всех	4	3
57	и др	4	3
58	могут быть	4	3
59	сих пор	2	3
60	сравнению с	2	3
61	в большинстве	2	3
62	отношения к	2	3
63	в одном	6	3
64	этом смысле	5	3
65	те же	2	3
66	и вот	2	3
67	большинстве случаев	2	3
68	крайней мере	2	3
69	в том	8	3
70	а в	3	3
71	том что	7	3
72	и как	2	3
73	с другими	7	3
74	с их	4	3
75	и оно	2	3
76	то что	5	3
77	их в	7	3
78	в основе	2	3
79	по крайней	2	3
80	как это	2	3
81	в области	2	3
82	и потому	6	3
83	до сих	2	3
84	между ними	4	3
85	не менее	2	2
86	ее в	2	2
87	это делает	2	2
88	нет и	3	2
89	поэтому и	3	2
90	один из	2	2
91	что и	5	2
92	не есть	2	2
93	в развитии	2	2
94	же как	4	2
95	сознания и	6	2
96	другими словами	2	2
97	как не	5	2
98	никогда не	17	2
99	что не	5	2
100	а может	3	2
101	современной ему	2	2
102	для этого	3	2
103	в них	4	2
104	находится в	2	2
105	его целом	3	2
106	в жизни	3	2
107	в свое	2	2
108	то же	5	2
109	и через	2	2
110	к этому	4	2
111	не знает	4	2
112	на них	2	2
113	и других	3	2
114	что он	7	2
115	и т.п	6	2
116	у него	6	2
117	в науке	2	2
118	можем сказать	2	2
119	и по	2	2
120	и для	2	2
121	как и	14	2
122	на основе	2	2
123	они не	2	2
124	своей жизни	3	2
125	мы видим	2	2
126	так же	5	2
127	но это	2	2
128	за счет	2	2
129	есть в	8	2
130	мы уже	3	2
131	не на	4	2
132	а на	2	2
133	он не	9	2
134	есть и	3	2
135	в начале	2	2
136	на протяжении	3	2
137	в пределах	4	2
138	было бы	4	2
139	кажется что	2	2
140	все то	2	2
141	но ведь	3	2
142	о том	3	2
143	в самом	13	2
144	но как	2	2
145	за пределы	5	2
146	в своей	6	2
147	и о	2	2
148	с ним	8	2
149	к ним	3	2
150	и действительно	2	2
151	для меня	2	2
152	себя и	2	2
