N	2gram	Voloshinov_1	Myshleni
1	с помощью	9	42
2	в процессе	4	27
3	и в	15	25
4	в развитии	4	24
5	в том	4	23
6	том что	5	20
7	у ребенка	2	19
8	внутренней речи	3	19
9	что в	6	17
10	таким образом	21	17
11	в основе	3	16
12	как и	6	15
13	то что	10	15
14	в его	9	15
15	в этом	13	14
16	вместе с	4	14
17	может быть	13	13
18	в целом	2	13
19	между собой	4	13
20	ребенка в	3	12
21	так как	9	12
22	в качестве	2	12
23	на основании	2	11
24	как бы	11	10
25	и не	16	10
26	и что	3	10
27	того что	2	10
28	для ребенка	2	10
29	было бы	6	10
30	что и	2	10
31	только в	6	10
32	как в	3	9
33	мы не	4	9
34	ни в	6	9
35	того чтобы	2	8
36	не является	3	8
37	как мы	10	8
38	все эти	9	7
39	что мы	2	7
40	по себе	2	7
41	мы можем	12	7
42	в области	3	7
43	самого начала	5	6
44	не менее	3	6
45	в собственном	2	6
46	с самого	7	6
47	не в	4	6
48	высшей степени	2	6
49	и у	6	6
50	один из	4	6
51	мы видели	5	6
52	не может	13	6
53	и на	3	6
54	потому что	4	6
55	в высшей	2	6
56	в основном	2	6
57	мы должны	7	6
58	что он	8	6
59	в отношении	2	6
60	зависимости от	2	6
61	но не	5	6
62	со всеми	3	6
63	не только	5	6
64	все же	5	6
65	точки зрения	13	6
66	все это	5	6
67	слова и	2	6
68	так и	10	5
69	именно в	3	5
70	что это	3	5
71	тем не	2	5
72	но это	2	5
73	для него	5	5
74	при этом	7	5
75	одним из	3	5
76	что она	2	5
77	на этой	2	5
78	и по	5	5
79	с ее	3	5
80	человека и	6	5
81	если бы	3	5
82	в зависимости	2	5
83	мы уже	5	5
84	и к	7	5
85	могут быть	6	5
86	в этой	5	5
87	в основу	2	4
88	не могут	3	4
89	никогда не	7	4
90	в своем	2	4
91	из этих	4	4
92	прежде всего	11	4
93	к тому	4	4
94	мы знаем	7	4
95	всяком случае	3	4
96	отнюдь не	2	4
97	но и	4	4
98	от того	3	4
99	и снова	2	4
100	а в	6	4
101	сказать что	6	4
102	в то	6	4
103	с ним	12	4
104	с этим	6	4
105	и все	4	4
106	что оно	2	4
107	еще не	7	4
108	мы увидим	4	4
109	он не	4	4
110	комплекса в	2	4
111	какой степени	2	4
112	приводит к	2	4
113	той же	2	4
114	во всяком	4	4
115	ни один	2	4
116	в себя	5	3
117	для развития	2	3
118	в свою	2	3
119	на этом	5	3
120	в самом	6	3
121	не можем	3	3
122	в него	2	3
123	значение в	3	3
124	этот процесс	4	3
125	по отношению	11	3
126	с ними	4	3
127	этом отношении	2	3
128	их в	2	3
129	между тем	2	3
130	его в	8	3
131	с которыми	2	3
132	в жизни	5	3
133	к этому	7	3
134	для образования	3	3
135	из основных	2	3
136	связь с	4	3
137	если мы	5	3
138	между ними	2	3
139	ничего общего	2	3
140	то же	7	2
141	все время	4	2
142	в этих	2	2
143	все они	2	2
144	тому что	3	2
145	ребенка к	3	2
146	но все	2	2
147	мы и	4	2
148	смысле слова	2	2
149	к другим	2	2
150	связей между	2	2
151	в нем	4	2
152	не имеющие	3	2
153	человека мы	2	2
154	для этого	4	2
155	и только	4	2
156	в совершенно	2	2
157	должно быть	2	2
158	как на	3	2
159	на себя	2	2
160	в своих	4	2
161	ни на	2	2
162	бы в	2	2
163	цели и	2	2
164	с его	8	2
165	всех этих	5	2
166	главным образом	4	2
167	в одном	3	2
168	связанные с	2	2
169	конечно в	2	2
170	об этом	4	2
171	мы остановимся	2	2
172	в таком	3	2
173	одна из	3	2
174	все что	9	2
175	есть и	2	2
176	с их	3	2
177	тот же	5	2
178	и может	4	2
179	и потому	8	2
180	оно не	2	2
181	отношению к	9	2
182	в своей	9	2
183	находится в	3	2
184	связанное с	2	2
185	в течение	2	2
186	из того	2	2
187	уже не	5	2
188	и для	2	2
189	и его	15	2
190	с другими	5	2
191	и то	2	2
192	этого периода	6	2
193	в каком	3	2
194	в себе	4	2
195	в чем	4	2
196	в эту	2	2
