N	2gram	Medvedev_F_3	Tvorches
1	и в	27	20
2	в романе	4	15
3	не только	9	13
4	и т	11	13
5	никогда не	5	11
6	т д	6	11
7	как бы	8	11
8	в его	7	10
9	таким образом	18	10
10	в то	7	10
11	и его	19	9
12	и не	30	9
13	прежде всего	4	8
14	в том	7	8
15	при этом	8	8
16	но и	10	8
17	может быть	25	8
18	в этом	18	8
19	и с	3	8
20	это не	3	7
21	же время	7	7
22	что в	8	7
23	не может	24	7
24	то же	15	7
25	потому что	7	7
26	в конце	3	6
27	что он	6	6
28	как и	14	6
29	в целом	4	6
30	в своей	6	6
31	так и	21	6
32	все это	7	6
33	а не	17	6
34	в основном	2	6
35	но это	2	5
36	еще не	6	5
37	но не	5	5
38	все же	6	5
39	и даже	2	5
40	так же	9	5
41	и на	3	5
42	в этой	2	5
43	о том	4	5
44	и от	11	4
45	мы не	4	4
46	том что	4	4
47	в дальнейшем	5	4
48	что они	5	4
49	отнюдь не	8	4
50	что она	2	4
51	как в	4	4
52	все эти	6	4
53	героя в	3	4
54	не в	12	4
55	и потому	5	4
56	ничего не	2	4
57	если бы	12	4
58	но в	6	4
59	место в	10	3
60	же как	3	3
61	жизни в	3	3
62	превращается в	2	3
63	в одной	5	3
64	человека и	2	3
65	к этому	2	3
66	отношению к	3	3
67	одна из	2	3
68	одной из	2	3
69	в самом	11	3
70	в котором	2	3
71	и др	2	3
72	не является	5	3
73	в нем	15	3
74	то что	8	3
75	но уже	2	3
76	и это	2	3
77	вместе с	6	3
78	по отношению	3	3
79	так как	9	3
80	человека в	2	3
81	уже не	3	3
82	романа и	2	3
83	одним из	3	3
84	в таком	2	3
85	тем что	5	3
86	в своих	6	3
87	в которых	3	3
88	в себе	3	3
89	его в	7	3
90	между тем	7	3
91	действующих лиц	2	2
92	уже в	4	2
93	все время	6	2
94	в роман	4	2
95	не менее	7	2
96	его и	3	2
97	с другой	6	2
98	в такой	2	2
99	где нет	2	2
100	вовсе не	28	2
101	и лишь	2	2
102	во всяком	6	2
103	такой же	2	2
104	и ее	6	2
105	в литературе	6	2
106	в ее	4	2
107	в искусстве	7	2
108	у нас	3	2
109	более того	6	2
110	как о	2	2
111	между людьми	3	2
112	роман и	2	2
113	xviii века	2	2
114	но если	2	2
115	всяком случае	6	2
116	нет и	3	2
117	в процессе	15	2
118	в истории	5	2
119	и тогда	2	2
120	так в	2	2
121	к самому	2	2
122	в отличие	2	2
123	т п	5	2
124	бы не	2	2
125	но эта	2	2
126	сводится к	5	2
127	самом деле	16	2
128	и что	3	2
129	другой стороны	5	2
130	друг друга	5	2
131	роль в	4	2
132	что этот	2	2
133	в основе	3	2
134	из них	2	2
135	могут быть	4	2
136	говорить о	2	2
137	и только	2	2
138	только в	8	2
139	но ведь	4	2
140	героя и	2	2
141	в россии	2	2
142	из этого	4	2
143	так сказать	5	2
144	их в	3	2
145	познания и	2	2
146	отличие от	2	2
147	к которому	2	2
