N	2gram	Bakhtin_Fr_8	Hudozhes
1	и в	56	28
2	том что	8	19
3	в ее	6	18
4	и не	9	18
5	своего рода	5	16
6	в том	13	15
7	а не	2	14
8	не в	3	13
9	в этом	14	13
10	о том	4	12
11	перед нами	3	11
12	как и	5	11
13	при этом	4	11
14	в его	18	11
15	не только	8	11
16	уже не	3	10
17	но и	9	9
18	в себе	4	9
19	что он	2	8
20	может быть	3	8
21	так и	13	8
22	между тем	3	8
23	и все	6	7
24	в мире	2	7
25	в частности	7	7
26	что она	2	7
27	с ним	2	7
28	казалось бы	3	6
29	это не	2	6
30	можно сказать	2	6
31	в котором	2	6
32	то что	3	6
33	в своей	2	6
34	если бы	2	6
35	то же	11	6
36	не было	5	6
37	а в	2	6
38	и с	8	6
39	в то	12	6
40	с его	5	5
41	что это	4	5
42	и другие	5	5
43	у него	7	5
44	в своем	3	5
45	как бы	11	5
46	с ее	5	5
47	в этой	6	5
48	что в	5	5
49	и сам	2	5
50	в самом	9	5
51	никогда не	5	5
52	его жизни	2	5
53	только на	2	5
54	и его	12	5
55	рядом с	3	5
56	для него	2	5
57	бы и	2	4
58	говорит о	2	4
59	но не	5	4
60	что они	2	4
61	в качестве	4	4
62	же время	10	4
63	для того	2	4
64	и о	3	4
65	он не	5	4
66	что и	3	4
67	как раз	2	4
68	не может	2	4
69	того чтобы	4	4
70	только в	9	4
71	в других	2	4
72	в них	11	3
73	характерно что	2	3
74	о них	2	3
75	с другой	2	3
76	о себе	2	3
77	в одном	2	3
78	человека и	2	3
79	что все	4	3
80	прежде всего	6	3
81	в нем	8	3
82	и ее	4	3
83	что на	2	3
84	это была	3	3
85	самом деле	2	3
86	есть и	5	3
87	когда в	2	3
88	еще не	10	3
89	одной стороны	2	3
90	было бы	2	3
91	несмотря на	2	3
92	одной из	3	3
93	ни о	2	3
94	по преимуществу	2	3
95	в ней	4	3
96	мы уже	10	3
97	в этих	11	3
98	все они	6	3
99	все это	8	3
100	с одной	4	3
101	у всех	2	3
102	так же	2	3
103	и на	7	3
104	к нему	2	3
105	все его	3	3
106	в основе	4	2
107	только не	2	2
108	не как	2	2
109	в духе	4	2
110	с собой	2	2
111	вовсе не	6	2
112	как мы	7	2
113	они были	4	2
114	одна из	4	2
115	и к	4	2
116	в церкви	2	2
117	а также	3	2
118	все те	2	2
119	до сих	8	2
120	один из	5	2
121	в нашем	2	2
122	все же	2	2
123	из них	2	2
124	ни с	5	2
125	вместе с	2	2
126	дело не	2	2
127	сих пор	8	2
128	данном случае	2	2
129	того как	2	2
130	еще и	3	2
131	и эта	2	2
132	между ними	2	2
133	ни одного	2	2
134	и для	2	2
135	с точки	2	2
136	той же	6	2
137	роль в	5	2
138	с такою	2	2
139	характер и	3	2
140	в данном	2	2
141	и то	2	2
142	сказать что	3	2
143	потому что	6	2
144	в виде	2	2
145	точки зрения	6	2
146	в другом	3	2
147	и т.д	3	2
148	его в	2	2
149	зрения на	2	2
150	но в	6	2
