N	3gram	Vygotskiy__1	Myshleni
1	с точки зрения	2	18
2	в том что	9	15
3	для того чтобы	5	15
4	так же точно	3	9
5	с другой стороны	5	9
6	с одной стороны	5	8
7	о том что	7	6
8	заключается в том	6	6
9	в то время	5	5
10	так же как	4	5
11	в собственном смысле	3	5
12	не может быть	8	5
13	вместе с тем	2	5
14	в этом отношении	2	4
15	до сих пор	3	4
16	то время как	5	4
17	смысле этого слова	2	3
18	с таким образом	8	3
19	на то что	8	3
20	то же самое	2	3
21	во всяком случае	6	3
22	в том чтобы	7	3
23	то что у	3	2
24	в одном из	2	2
25	указывает на то	3	2
26	и той же	3	2
27	не в состоянии	3	2
28	в зависимости от	5	2
29	в сущности говоря	3	2
30	в самом деле	7	2
31	со всеми остальными	2	2
32	и таким образом	2	2
33	ни в какой	3	2
34	в какой мере	3	2
35	одной и той	3	2
36	благодаря тому что	2	2
37	только тогда когда	4	2
38	от того что	2	2
