N	2gram	Bakhtin_Pr_4	Problemy
1	чужое слово	40	45
2	и в	46	43
3	и не	27	29
4	чужого слова	23	24
5	может быть	23	23
6	как бы	19	22
7	не может	19	18
8	в пределах	10	16
9	третьего типа	15	15
10	у достоевского	16	14
11	на чужое	11	14
12	но и	12	14
13	как и	12	14
14	чужим словом	13	13
15	точки зрения	11	13
16	в этом	16	13
17	что он	6	13
18	слова в	13	12
19	в нем	17	12
20	в одном	11	12
21	слова и	7	12
22	в каждом	6	11
23	не в	10	11
24	чужому слову	9	11
25	по себе	7	11
26	второй голос	4	11
27	не только	14	11
28	прежде всего	9	10
29	и на	11	10
30	но в	6	10
31	в его	9	10
32	как мы	12	10
33	никогда не	6	9
34	в большинстве	9	9
35	пределах одного	6	9
36	голосов в	7	9
37	авторское слово	8	9
38	еще не	7	9
39	в сущности	7	9
40	он не	4	9
41	слово и	7	9
42	яков петрович	2	8
43	с самим	5	8
44	для него	2	8
45	первого типа	8	8
46	лишь в	2	8
47	большинстве случаев	8	8
48	то же	6	8
49	слово не	9	8
50	макара девушкина	6	8
51	с чужим	6	8
52	с точки	9	8
53	и его	6	8
54	или в	8	8
55	слово в	6	8
56	в стилизации	7	8
57	перед нами	12	7
58	свой предмет	7	7
59	о себе	5	7
60	до сих	8	7
61	устную речь	7	7
62	и сам	5	7
63	в него	6	7
64	в самом	9	7
65	слова с	7	7
66	к себе	6	7
67	к чужому	7	7
68	ведь и	5	7
69	в то	5	7
70	двуголосое слово	8	7
71	то что	4	7
72	сих пор	8	7
73	что же	3	7
74	а не	11	7
75	в другом	2	7
76	в пародии	6	6
77	в этих	4	6
78	в том	9	6
79	при этом	5	6
80	голядкина с	2	6
81	в котором	5	6
82	чужой человек	5	6
83	к одному	6	6
84	и наконец	4	6
85	и все	9	6
86	в речь	3	6
87	что ж	7	6
88	у него	5	6
89	не как	3	6
90	на свой	6	6
91	что переписываю	6	6
92	макар девушкин	6	6
93	что я	6	6
94	о нем	6	6
95	то перед	4	6
96	приводит к	4	6
97	здесь не	4	6
98	так сказать	5	6
99	на устную	6	6
100	на то	3	5
101	ну что	5	5
102	да и	4	5
103	так что	2	5
104	же время	5	5
105	чужих слов	4	5
106	хотя и	6	5
107	у меня	3	5
108	к нему	5	5
109	нам кажется	5	5
110	в сказе	5	5
111	все это	6	5
112	по отношению	5	5
113	таким образом	4	5
114	все эти	4	5
115	а в	2	5
116	рядом с	5	5
117	и с	7	5
118	тон и	3	5
119	самим собою	3	5
120	но ведь	2	5
121	слово с	5	5
122	бы в	3	5
123	слова на	5	5
124	одного контекста	5	5
125	а что	4	5
126	это слово	5	5
127	в тягость	5	5
128	к другому	5	5
129	рассказ рассказчика	5	5
130	но здесь	3	5
131	на фоне	6	5
132	вовсе не	9	5
133	установки на	5	5
134	ну да	4	5
135	о том	5	5
136	но не	4	5
137	слов и	3	5
138	было бы	3	5
139	мы увидим	6	5
140	никак не	3	5
141	и что	3	5
142	отношению к	5	5
143	в скрытой	5	5
144	двух голосов	6	5
145	в той	3	5
146	самом деле	4	5
147	в речи	3	5
148	и он	6	5
149	смысловая инстанция	5	5
150	в слове	3	5
151	последняя смысловая	5	5
152	сам по	3	5
153	в себе	7	5
154	можно пародировать	5	5
155	чужой голос	2	5
156	героя и	4	5
157	словом в	4	4
158	голосов и	3	4
159	не могут	3	4
160	и великие	2	4
161	сама по	2	4
162	своему предмету	3	4
163	что в	4	4
164	его собственных	2	4
165	в своем	3	4
166	с другой	3	4
167	пародийное слово	4	4
168	слово о	4	4
169	к тому	2	4
170	в самой	5	4
171	скрытый диалог	4	4
172	до конца	4	4
173	но это	6	4
174	и нет	4	4
175	скрытой полемике	4	4
176	ну так	3	4
177	одном слове	3	4
178	я ведь	4	4
179	другого человека	3	4
180	у тургенева	4	4
181	друг с	5	4
182	на предмет	6	4
183	перебой голосов	3	4
184	себе и	3	4
185	по мере	4	4
186	вот как	2	4
187	в словах	4	4
188	слово как	4	4
189	он ничего	2	4
190	разновидности третьего	4	4
191	чужом слове	4	4
192	в направлении	4	4
193	да что	3	4
194	должно быть	4	4
195	чужой стиль	4	4
196	в результате	2	4
197	их в	3	4
198	же и	4	4
199	но он	3	4
200	типов и	4	4
201	рассказ в	3	4
202	в произведении	2	4
203	так как	5	4
204	так чтобы	3	4
205	чужого человека	3	4
206	то есть	40	4
207	а как	2	4
208	с его	5	4
209	с оглядкой	4	4
210	в чужом	4	4
211	с собой	3	4
212	я для	2	4
213	из одного	2	4
214	точек зрения	4	4
215	знаю что	4	4
216	более того	3	4
217	чужую речь	4	4
218	видеть и	4	4
219	почему же	2	4
220	совершенно не	4	4
221	в своей	3	4
222	том же	4	4
223	если же	5	4
224	и до	3	4
225	достоевского в	8	4
226	героев достоевского	3	4
227	во всех	5	4
228	но эти	4	4
229	на чужую	4	4
230	такой как	4	4
231	в отличие	3	4
232	скрытой полемики	4	4
233	себе самому	4	4
234	там где	2	4
235	на этот	2	4
236	между ними	10	4
237	мы не	4	4
