N	2gram	Potebnia_M_2	Formalny
1	и в	24	24
2	в его	2	23
3	прежде всего	7	22
4	и не	19	20
5	так и	5	18
6	не может	12	16
7	в этом	8	15
8	в нем	9	14
9	может быть	23	14
10	таким образом	11	13
11	и т	6	12
12	не менее	5	11
13	как и	7	11
14	должно быть	2	11
15	вовсе не	9	10
16	и их	5	10
17	то же	12	10
18	в ней	3	10
19	а не	18	10
20	и его	2	10
21	и потому	2	9
22	все это	2	9
23	в то	6	9
24	же время	2	8
25	в свою	6	8
26	то что	20	8
27	как в	10	8
28	т д	3	8
29	и на	8	8
30	не в	13	8
31	место в	4	7
32	и от	3	7
33	не только	15	7
34	но и	9	7
35	на самом	2	7
36	и все	3	6
37	и здесь	2	6
38	было бы	13	6
39	в том	18	6
40	более или	8	6
41	самом деле	2	6
42	свою очередь	6	6
43	до сих	4	6
44	еще не	4	6
45	как бы	9	6
46	сих пор	4	6
47	в целом	3	6
48	или менее	8	6
49	а в	8	6
50	отношения к	2	6
51	все эти	2	6
52	как это	2	6
53	хотя бы	2	5
54	по себе	15	5
55	бы ни	5	5
56	у нас	2	5
57	при этом	13	5
58	во всех	7	5
59	в самом	4	5
60	со стороны	3	5
61	того что	7	5
62	должны быть	4	5
63	с другой	6	5
64	одним словом	4	5
65	но в	4	5
66	с его	2	4
67	независимо от	9	4
68	главным образом	4	4
69	никогда не	4	4
70	не как	3	4
71	этой последней	2	4
72	с другими	5	4
73	одною из	3	4
74	одной стороны	3	4
75	и может	3	4
76	если бы	11	4
77	всяком случае	7	4
78	оно не	3	4
79	так же	2	4
80	по отношению	2	4
81	в формах	2	4
82	т п	3	4
83	в связи	2	4
84	что в	16	4
85	с одной	4	4
86	друг друга	2	4
87	как на	3	4
88	в которой	5	4
89	во всяком	7	4
90	но не	12	3
91	всех этих	2	3
92	связи с	6	3
93	перестает быть	2	3
94	в них	5	3
95	в жизни	2	3
96	на все	3	3
97	что он	4	3
98	это последнее	4	3
99	смысле этого	3	3
100	для него	10	3
101	и как	6	3
102	но это	3	3
103	в каждом	2	3
104	так например	3	3
105	в общем	2	3
106	оно должно	3	3
107	один из	2	3
108	все же	5	3
109	же в	5	3
110	их отношения	3	3
111	значение и	2	3
112	влияние на	4	3
113	или же	7	3
114	не было	6	3
115	и других	2	3
116	мы не	11	3
117	тем самым	4	3
118	между ними	2	3
119	его в	3	3
120	ничем не	2	3
121	они не	4	3
122	в себе	10	3
123	этого слова	6	3
124	так сказать	4	3
125	думать что	3	3
126	бы в	2	3
127	под влиянием	8	2
128	самый предмет	2	2
129	сама по	2	2
130	в душе	23	2
131	с тем	4	2
132	в нашем	2	2
133	от их	4	2
134	сами по	7	2
135	его с	2	2
136	это не	3	2
137	с этим	7	2
138	в одном	6	2
139	она есть	2	2
140	вопрос о	2	2
141	не можем	6	2
142	а только	8	2
143	ни было	3	2
144	в самой	3	2
145	уже не	4	2
146	но все	2	2
147	одна из	4	2
148	в ряду	6	2
149	если мы	3	2
150	только в	11	2
151	только как	6	2
152	в действительности	2	2
153	не от	5	2
154	и если	4	2
155	определенное место	4	2
156	к другим	3	2
157	от того	5	2
158	к ней	2	2
159	за пределы	2	2
160	не с	3	2
161	что и	11	2
162	не есть	6	2
163	на него	3	2
164	вместе с	11	2
165	не дает	2	2
166	в создании	3	2
167	мысли об	3	2
168	не на	2	2
169	и что	4	2
170	ко всем	2	2
171	не так	3	2
172	его не	3	2
173	между тем	6	2
174	даже и	2	2
175	к которому	2	2
176	могла бы	3	2
177	отношении к	2	2
178	и это	2	2
179	бы быть	3	2
180	во всем	2	2
181	его содержание	2	2
182	с ним	5	2
183	мысли в	3	2
184	в эту	3	2
185	влияния на	2	2
186	что такое	2	2
