N	2gram	Bakhtin_Pr_3	StatiiOP
1	и в	34	25
2	в этом	16	24
3	в том	3	20
4	что в	7	19
5	что он	23	19
6	может быть	19	19
7	тем что	4	19
8	что это	5	16
9	том что	3	15
10	в его	22	12
11	то что	11	12
12	не только	10	12
13	так что	5	11
14	прежде всего	15	10
15	таким образом	5	10
16	и не	29	10
17	у него	4	9
18	но и	12	9
19	и т	8	8
20	все это	16	8
21	т е	12	8
22	о том	2	8
23	это было	3	8
24	это не	5	7
25	было бы	2	7
26	с этим	2	7
27	не может	19	7
28	что такое	2	7
29	точки зрения	8	7
30	из его	4	7
31	в то	12	7
32	в конце	5	6
33	не в	9	6
34	только в	6	6
35	как бы	27	6
36	как в	4	6
37	как на	2	6
38	а в	5	6
39	и на	6	6
40	т п	6	6
41	между тем	3	6
42	то же	14	5
43	он говорил	4	5
44	в них	2	5
45	потому что	12	5
46	с другой	4	5
47	ни в	4	5
48	в котором	3	5
49	и это	4	5
50	а не	9	5
51	того что	5	5
52	другой стороны	3	5
53	в речах	8	5
54	он не	15	5
55	так и	6	5
56	но в	16	5
57	с тем	5	4
58	всяком случае	5	4
59	по крайней	3	4
60	в жизни	2	4
61	в каждом	3	4
62	этом смысле	4	4
63	это в	2	4
64	а как	2	4
65	крайней мере	3	4
66	как и	18	4
67	но это	4	4
68	в начале	4	4
69	то в	2	4
70	на протяжении	5	4
71	должна была	2	4
72	в общем	4	4
73	если бы	4	4
74	например в	2	4
75	и к	12	4
76	на его	4	4
77	в ней	3	4
78	к ней	2	4
79	в своей	3	4
80	в целом	5	4
81	отношение к	6	4
82	отличается от	2	4
83	не было	2	4
84	лишь в	5	4
85	с точки	4	4
86	в чем	5	4
87	к нему	14	4
88	и для	8	4
89	и с	15	4
90	сказать что	2	4
91	во всяком	5	4
92	все же	7	4
93	в которой	2	4
94	ничего не	4	4
95	на вопрос	4	3
96	что все	4	3
97	уже в	3	3
98	с его	6	3
99	тому что	2	3
100	во время	2	3
101	того времени	2	3
102	же время	12	3
103	с которым	7	3
104	всех этих	2	3
105	с этой	2	3
106	для него	13	3
107	что я	15	3
108	и что	5	3
109	на этом	4	3
110	до конца	3	3
111	нет в	2	3
112	и если	2	3
113	и наконец	5	3
114	обращается к	2	3
115	конце концов	3	3
116	все эти	4	3
117	не является	2	3
118	своего рода	2	3
119	как раз	4	3
120	уже не	2	3
121	и его	16	3
122	связан с	2	3
123	в виде	4	3
124	но он	3	3
125	говорить о	3	3
126	в другом	8	3
127	так как	4	3
128	в творчестве	3	3
129	на тему	2	3
130	к которому	2	3
131	я и	2	3
132	это слово	5	3
133	а с	3	2
134	он хочет	4	2
135	все время	5	2
136	не менее	3	2
137	для его	2	2
138	никогда не	8	2
139	себя и	8	2
140	он может	2	2
141	для этого	3	2
142	и у	5	2
143	что у	6	2
144	несколько раз	2	2
145	и во	3	2
146	в одной	3	2
147	вовсе не	11	2
148	в такой	3	2
149	его к	3	2
150	и ее	2	2
151	самого начала	8	2
152	или иной	2	2
153	к тому	5	2
154	звучат в	3	2
155	как мы	7	2
156	не как	3	2
157	что его	3	2
158	если и	2	2
159	но все	5	2
160	такой же	3	2
161	которых я	2	2
162	что они	6	2
163	так чтобы	3	2
164	но не	4	2
165	того же	2	2
166	в последнем	2	2
167	еще не	4	2
168	к слову	2	2
169	в самом	8	2
170	в сущности	11	2
171	во всех	2	2
172	при всей	2	2
173	его отношение	4	2
174	слова как	2	2
175	в виду	3	2
176	нет и	3	2
177	один из	2	2
178	как можно	3	2
179	тем не	2	2
180	без труда	2	2
181	вместе с	4	2
182	в форме	2	2
183	только что	3	2
184	и только	2	2
185	в отношении	9	2
186	т д	2	2
187	с ее	3	2
188	как я	3	2
189	на нее	2	2
190	в произведениях	2	2
191	не мог	5	2
192	самом деле	13	2
193	с самого	8	2
194	что не	7	2
195	тему о	2	2
196	той же	2	2
197	в которых	2	2
198	слово в	2	2
199	он и	5	2
200	но как	4	2
201	этого слова	7	2
202	которые в	2	2
203	так сказать	2	2
204	с которыми	2	2
205	если я	2	2
206	в плане	6	2
