N	2gram	Bakhtin_Fr_5	Dialekti
1	и не	15	30
2	и есть	2	19
3	а не	4	18
4	может быть	2	17
5	ничего не	4	17
6	то что	2	16
7	и в	45	15
8	как бы	12	14
9	не имеет	3	14
10	так как	6	14
11	точки зрения	4	14
12	что это	2	13
13	того что	3	13
14	это не	3	12
15	прежде всего	10	11
16	и вот	3	11
17	в том	10	11
18	не может	5	11
19	говорить о	2	11
20	и все	7	11
21	в этом	14	11
22	с ее	5	10
23	в основе	4	10
24	потому что	7	10
25	том что	7	10
26	было бы	2	9
27	все это	7	9
28	мы не	4	9
29	и что	2	9
30	это и	5	9
31	то же	11	9
32	с точки	2	9
33	ни в	3	8
34	не в	7	8
35	и о	4	8
36	не только	14	8
37	в чем	2	8
38	и это	4	8
39	что в	12	7
40	что он	6	7
41	как и	10	7
42	и его	13	7
43	и вообще	2	7
44	только в	4	7
45	перед нами	4	6
46	же время	9	6
47	хотя и	5	6
48	а именно	2	6
49	и даже	4	6
50	сказать что	4	6
51	вовсе не	8	6
52	в то	11	6
53	что и	7	6
54	так и	6	5
55	в своем	11	5
56	можно сказать	2	5
57	того чтобы	6	5
58	в ней	8	5
59	в нем	10	5
60	что она	3	5
61	в свете	2	5
62	таким образом	8	5
63	именно в	3	5
64	и на	5	5
65	о том	4	5
66	с его	7	5
67	в сущности	4	5
68	в себя	5	5
69	если мы	2	5
70	для того	6	5
71	и для	3	5
72	той же	4	5
73	мир и	3	4
74	что все	2	4
75	и как	5	4
76	но это	5	4
77	в этой	6	4
78	есть в	3	4
79	один из	2	4
80	жизни и	8	4
81	но и	10	4
82	в особенности	2	4
83	так же	8	4
84	также и	7	4
85	и с	10	4
86	в одном	3	4
87	с тем	2	4
88	видим что	2	4
89	мы видим	5	4
90	как раз	5	4
91	в течение	3	4
92	бы в	4	4
93	хотя бы	2	4
94	в его	13	4
95	только для	2	3
96	на этом	5	3
97	и если	2	3
98	для всех	3	3
99	себя и	2	3
100	в их	4	3
101	все эти	5	3
102	свободы и	2	3
103	и наконец	2	3
104	с этим	4	3
105	в истории	2	3
106	с ним	5	3
107	нет ни	2	3
108	но в	14	3
109	от этого	2	3
110	и та	2	3
111	к этому	2	3
112	об этом	4	3
113	этот момент	3	3
114	есть и	5	3
115	мы уже	4	3
116	в своей	3	3
117	когда он	2	3
118	как в	3	3
119	и притом	2	3
120	в данном	2	3
121	мы можем	2	3
122	не менее	3	2
123	не могут	2	2
124	мы еще	2	2
125	и без	2	2
126	в отношении	2	2
127	из этих	3	2
128	на все	2	2
129	что на	3	2
130	его как	4	2
131	об этой	3	2
132	кроме того	4	2
133	при этом	2	2
134	в самом	4	2
135	но мы	2	2
136	и их	5	2
137	и только	2	2
138	за его	2	2
139	не было	3	2
140	от того	3	2
141	мы находим	4	2
142	лишь в	2	2
143	не мог	4	2
144	между собою	4	2
145	ведь и	3	2
146	и ни	3	2
147	весь мир	6	2
148	как это	4	2
149	том как	2	2
150	но они	3	2
151	нисколько не	3	2
152	чем же	4	2
153	в них	6	2
154	этой жизни	3	2
155	и во	4	2
156	все же	2	2
157	в качестве	2	2
158	но именно	2	2
159	одной из	5	2
160	конечно не	2	2
161	в этот	2	2
162	нет и	2	2
163	во всех	13	2
164	вместе с	3	2
165	можно говорить	2	2
166	и слово	2	2
167	которая не	2	2
168	жизнь и	2	2
169	и жизни	2	2
170	что эта	2	2
171	отличие от	2	2
172	это было	4	2
