N	2gram	Voloshinov_1	Komedia
1	и в	15	22
2	том что	5	12
3	в г	3	11
4	в том	4	11
5	но и	4	11
6	не только	5	10
7	в то	6	10
8	как и	6	9
9	может быть	13	9
10	в одном	3	8
11	таким образом	21	8
12	и не	16	8
13	и его	15	8
14	в этой	5	7
15	что в	6	6
16	в отношении	2	6
17	что он	8	6
18	к тому	4	6
19	ни в	6	6
20	и по	5	6
21	то же	7	6
22	не в	4	6
23	а в	6	6
24	во время	5	5
25	прежде всего	11	5
26	при этом	7	5
27	в его	9	5
28	один из	4	5
29	в истории	3	5
30	так и	10	5
31	как в	3	5
32	все это	5	5
33	и даже	2	5
34	потому что	4	5
35	между тем	2	5
36	именно в	3	4
37	к этому	7	4
38	по поводу	2	4
39	как мы	10	4
40	на протяжении	5	4
41	в качестве	2	4
42	же время	5	4
43	в нем	4	4
44	что и	2	4
45	на него	4	4
46	и вот	6	4
47	точки зрения	13	4
48	так как	9	4
49	но в	9	4
50	мы можем	12	4
51	главным образом	4	3
52	не менее	3	3
53	у нас	3	3
54	тот же	5	3
55	во второй	5	3
56	и у	6	3
57	и о	3	3
58	у него	3	3
59	он не	4	3
60	все же	5	3
61	отношению к	9	3
62	в целом	2	3
63	отношение к	7	3
64	к этим	2	3
65	на основании	2	3
66	по отношению	11	3
67	этом отношении	2	3
68	в течение	2	3
69	мы не	4	3
70	как раз	2	3
71	и на	3	3
72	в более	3	3
73	в этом	13	3
74	и с	7	3
75	могут быть	6	3
76	и ее	3	3
77	только в	6	3
78	и все	4	3
79	его в	8	3
80	в чем	4	3
81	ничего не	2	3
82	в сознании	3	3
83	для них	3	2
84	для всех	2	2
85	за пределы	2	2
86	связанные с	2	2
87	полагают что	3	2
88	в состоянии	2	2
89	на все	2	2
90	вовсе не	2	2
91	в свою	2	2
92	тем не	2	2
93	мы знаем	7	2
94	художественный образ	2	2
95	он был	3	2
96	мы видели	5	2
97	одна из	3	2
98	на этом	5	2
99	но не	5	2
100	совсем не	5	2
101	в себя	5	2
102	до конца	5	2
103	до сих	3	2
104	еще не	7	2
105	было бы	6	2
106	в самом	6	2
107	или может	2	2
108	всяком случае	3	2
109	на две	3	2
110	с ее	3	2
111	то что	10	2
112	вместе с	4	2
113	ее в	2	2
114	все что	9	2
115	со стороны	2	2
116	как по	2	2
117	находится в	3	2
118	для этого	4	2
119	не может	13	2
120	и таким	2	2
121	в период	5	2
122	к нему	7	2
123	правда в	2	2
124	нас в	2	2
125	но это	2	2
126	не следует	2	2
127	во всяком	4	2
128	чем же	5	2
129	к ней	2	2
130	на себя	2	2
131	в своих	4	2
132	в себе	4	2
133	будто бы	2	2
134	из наиболее	3	2
135	в области	3	2
136	сих пор	3	2
