N	2gram	Vinokur_Vv_1	Komedia
1	и в	27	22
2	и не	13	21
3	т е	38	16
4	том что	26	13
5	в том	31	12
6	таким образом	19	12
7	со стороны	12	11
8	так как	13	11
9	потому что	14	10
10	до сих	5	9
11	в самом	12	9
12	вместе с	6	9
13	сих пор	5	9
14	если бы	2	8
15	в своем	3	8
16	что он	4	8
17	в его	10	8
18	что и	3	8
19	в этом	34	8
20	о том	15	8
21	его в	6	8
22	о чем	4	7
23	об этом	5	7
24	при этом	3	7
25	то же	8	7
26	только что	4	7
27	а в	5	7
28	в конце	3	7
29	к этому	3	6
30	ясно что	9	6
31	того же	3	6
32	еще не	4	6
33	для того	21	6
34	к тому	4	6
35	может быть	24	6
36	как раз	4	6
37	самом деле	6	6
38	и что	4	6
39	того чтобы	21	6
40	так что	5	6
41	и его	5	6
42	в то	5	6
43	не менее	8	5
44	связи с	3	5
45	что в	11	5
46	же время	5	5
47	прежде всего	8	5
48	то это	3	5
49	как это	5	5
50	и сам	2	5
51	хотя и	3	5
52	не только	21	5
53	речь идет	2	5
54	в своей	4	5
55	отношение к	3	5
56	из них	3	5
57	все это	6	5
58	по отношению	4	5
59	iv в	2	5
60	тем что	6	5
61	к нему	2	5
62	в которых	6	5
63	но в	10	5
64	с тем	6	4
65	но все	3	4
66	должен был	4	4
67	однако в	3	4
68	с другой	8	4
69	вовсе не	6	4
70	все же	8	4
71	не в	8	4
72	до конца	3	4
73	несмотря на	2	4
74	в ней	3	4
75	тем более	2	4
76	здесь нет	4	4
77	и т	43	4
78	то что	17	4
79	но и	5	4
80	что она	3	4
81	т п	5	4
82	в отношении	2	4
83	до нас	3	4
84	а не	3	4
85	и для	4	4
86	так же	3	4
87	точки зрения	7	4
88	само собой	2	4
89	в себе	4	4
90	в связи	2	4
91	хотя бы	5	4
92	и с	2	4
93	в частности	3	3
94	никогда не	3	3
95	в них	4	3
96	следует что	2	3
97	в какой	4	3
98	с этой	4	3
99	с этим	2	3
100	в нем	13	3
101	нисколько не	3	3
102	тем не	8	3
103	в ее	11	3
104	как и	5	3
105	в начале	3	3
106	взять в	3	3
107	в этой	3	3
108	чем в	3	3
109	по своему	5	3
110	одной стороны	4	3
111	было бы	5	3
112	на этот	4	3
113	как бы	5	3
114	один из	6	3
115	отношению к	4	3
116	в целом	5	3
117	дело с	6	3
118	не может	13	3
119	с одной	4	3
120	в течение	5	3
121	из того	2	3
122	что не	5	3
123	с точки	2	3
124	и даже	5	3
125	не имеет	4	3
126	любовь к	4	3
127	одной из	3	3
128	мы можем	2	3
129	во всяком	3	3
130	но если	3	3
131	представляет собой	12	3
132	говорить о	3	3
133	же самое	2	3
134	как он	6	3
135	ничего не	2	3
136	всяком случае	3	3
137	на вопрос	6	2
138	уже в	5	2
139	до того	2	2
140	состоит в	2	2
141	в качестве	7	2
142	и без	2	2
143	сравнению с	3	2
144	не как	3	2
145	это не	8	2
146	в одном	4	2
147	это в	2	2
148	не могут	5	2
149	стороны и	3	2
150	а как	3	2
151	о которой	2	2
152	этом случае	6	2
153	в г	5	2
154	отличие от	3	2
155	по существу	2	2
156	из его	2	2
157	в силу	3	2
158	что с	3	2
159	в и	4	2
160	только как	6	2
161	не мог	2	2
162	в сущности	3	2
163	н э	6	2
164	одним из	5	2
165	от того	3	2
166	в свое	2	2
167	конце концов	2	2
168	а также	3	2
169	между ними	2	2
170	в котором	4	2
171	так или	4	2
172	если же	2	2
173	должен быть	4	2
174	представляют собой	6	2
175	не с	2	2
176	по сравнению	3	2
177	после этого	2	2
178	прошлом и	3	2
179	во всех	2	2
180	в отношениях	2	2
181	наряду с	2	2
182	дело не	3	2
183	на основании	5	2
184	в их	11	2
185	как мы	9	2
186	другой стороны	5	2
187	она была	2	2
188	в известной	3	2
189	этом отношении	3	2
190	мы не	2	2
191	из которых	2	2
192	можно было	7	2
193	или иначе	4	2
194	в своих	2	2
195	и на	3	2
196	в результате	3	2
197	тому что	2	2
198	между тем	8	2
199	в руки	6	2
200	нуждается в	2	2
201	он и	2	2
202	и ее	4	2
203	в другом	3	2
204	что мы	2	2
205	е в	4	2
206	ближе к	2	2
207	и это	6	2
208	здесь не	2	2
209	который по	2	2
210	в области	4	2
211	в виду	4	2
