N	2gram	Bakhtin_Fr_4	StatiiOP
1	и в	29	44
2	в том	7	36
3	том что	3	29
4	в этом	11	21
5	вовсе не	9	19
6	то что	4	18
7	не только	10	18
8	о том	2	17
9	и не	16	16
10	может быть	2	15
11	как в	2	13
12	в этой	13	11
13	того чтобы	3	11
14	точки зрения	4	11
15	для того	3	10
16	что он	4	10
17	но и	9	10
18	но в	12	10
19	только в	2	10
20	с другой	4	9
21	в то	10	9
22	как и	12	9
23	того что	3	9
24	во второй	2	9
25	также и	4	9
26	так и	11	9
27	в его	8	9
28	все же	3	8
29	из них	6	8
30	не может	2	8
31	и его	8	8
32	это не	5	8
33	с точки	2	8
34	прежде всего	8	7
35	другой стороны	3	7
36	таким образом	20	7
37	сказать что	5	7
38	что они	2	7
39	но это	4	6
40	его эпохи	2	6
41	в своей	5	6
42	со стороны	2	6
43	именно в	2	6
44	на самом	4	6
45	в той	2	6
46	дело в	2	6
47	никогда не	2	5
48	такой же	3	5
49	так же	7	5
50	в котором	2	5
51	в нем	5	5
52	жизни и	4	5
53	все это	4	5
54	той же	3	5
55	то же	10	5
56	и даже	3	5
57	и по	5	5
58	в слове	2	5
59	и то	2	5
60	тем что	4	5
61	нужно сказать	2	5
62	все эти	9	5
63	так как	7	5
64	там где	3	5
65	в основу	2	4
66	что это	5	4
67	в частности	3	4
68	это в	2	4
69	в ее	3	4
70	это и	5	4
71	же время	8	4
72	в качестве	3	4
73	же и	3	4
74	как раз	2	4
75	как бы	8	4
76	в новом	2	4
77	что у	3	4
78	как будто	2	4
79	на эту	3	4
80	в которой	4	4
81	к которому	2	4
82	в основе	2	3
83	во время	10	3
84	поэтому в	2	3
85	и с	9	3
86	и так	3	3
87	в конце	9	3
88	ни в	2	3
89	он был	2	3
90	да и	2	3
91	то в	3	3
92	но не	2	3
93	того же	5	3
94	еще не	4	3
95	своего рода	6	3
96	и для	2	3
97	в ней	3	3
98	и за	3	3
99	ни с	2	3
100	с одной	2	3
101	и вполне	3	3
102	в чем	3	3
103	конечно и	3	3
104	как к	3	3
105	в результате	4	3
106	связанные с	4	3
107	том числе	3	2
108	уже в	2	2
109	бы не	2	2
110	а как	2	2
111	всех этих	3	2
112	это место	5	2
113	в этих	2	2
114	даже и	2	2
115	в своем	3	2
116	превращается в	3	2
117	раз в	2	2
118	есть в	2	2
119	при этом	3	2
120	то время	2	2
121	одной стороны	2	2
122	и сам	3	2
123	в сущности	6	2
124	между прочим	2	2
125	а также	2	2
126	если в	2	2
127	конечно не	4	2
128	также в	2	2
129	и их	3	2
130	еще и	7	2
131	в эпоху	15	2
132	и у	2	2
133	в других	2	2
134	числе и	2	2
135	в своих	2	2
136	их в	2	2
137	у него	5	2
138	он не	3	2
139	но он	6	2
140	в себе	3	2
141	по своей	3	2
142	что здесь	3	2
143	стороны в	2	2
144	все в	2	2
145	и все	13	2
146	его в	9	2
147	и это	2	2
148	к нему	3	2
149	отметить что	3	2
150	то есть	21	2
151	в числе	2	2
