N	2gram	Medvedev_V_1	Literetu
1	не только	25	24
2	в качестве	11	17
3	но и	10	17
4	а не	7	16
5	в том	15	16
6	в частности	11	15
7	том что	8	14
8	может быть	22	13
9	в году	6	13
10	и не	19	12
11	в этом	26	12
12	прежде всего	13	11
13	в своем	8	11
14	то что	6	10
15	художественной деятельности	2	8
16	не в	6	8
17	в целом	4	8
18	и в	26	8
19	только в	7	8
20	как это	12	8
21	не менее	2	7
22	в его	14	7
23	как бы	5	7
24	в себе	6	7
25	в жизни	2	6
26	как и	7	6
27	связи с	4	6
28	того что	3	6
29	точки зрения	3	6
30	с его	3	5
31	что он	4	5
32	же в	6	5
33	же время	5	5
34	в конечном	7	5
35	не может	17	5
36	то же	10	5
37	одним из	5	5
38	не столько	2	5
39	в то	6	5
40	конечном счете	5	4
41	это не	7	4
42	в конце	3	4
43	в силу	11	4
44	но не	2	4
45	еще не	2	4
46	все же	5	4
47	из них	9	4
48	в художественном	10	4
49	в своей	4	4
50	так и	5	4
51	никогда не	4	4
52	в связи	3	4
53	всего лишь	3	4
54	лишь в	2	4
55	и его	6	4
56	как раз	3	4
57	в своих	2	4
58	в этой	4	4
59	не было	7	3
60	что в	10	3
61	и есть	5	3
62	с другой	11	3
63	самого себя	2	3
64	при всей	2	3
65	сводится к	3	3
66	что его	2	3
67	одна из	4	3
68	художественного творчества	18	3
69	в пределах	5	3
70	например в	3	3
71	в самом	4	3
72	у него	6	3
73	том же	6	3
74	же и	2	3
75	в сфере	2	3
76	один из	5	3
77	и др	9	3
78	жизни и	3	3
79	ли не	2	3
80	в их	5	3
81	приводит к	5	3
82	при всем	3	3
83	по отношению	7	3
84	бы не	2	3
85	а в	3	3
86	таким образом	31	3
87	еще и	2	3
88	этой точки	2	3
89	и даже	2	3
90	он и	2	3
91	но в	2	3
92	также и	2	3
93	далеко не	2	3
94	его в	3	3
95	в области	2	3
96	в виду	4	3
97	а как	2	2
98	по этому	9	2
99	отнюдь не	3	2
100	все они	2	2
101	из этих	7	2
102	подобно тому	2	2
103	человека и	3	2
104	к тому	4	2
105	различного рода	3	2
106	из его	3	2
107	в другом	2	2
108	в нашей	4	2
109	чуть ли	2	2
110	или иной	2	2
111	художника как	2	2
112	для него	8	2
113	одной стороны	2	2
114	было бы	7	2
115	по поводу	2	2
116	о своем	2	2
117	для многих	2	2
118	в искусстве	6	2
119	следующим образом	3	2
120	вплоть до	2	2
121	относится к	2	2
122	даже в	5	2
123	не является	5	2
124	должен быть	4	2
125	в нем	6	2
126	то это	2	2
127	отношению к	7	2
128	только то	2	2
129	художественное произведение	5	2
130	этом отношении	13	2
131	с одной	2	2
132	все эти	6	2
133	чтобы не	2	2
134	что не	3	2
135	что такое	2	2
136	хотя бы	19	2
137	что для	3	2
138	роль в	4	2
139	в слове	3	2
140	можно было	2	2
141	тому как	2	2
142	между тем	5	2
143	могут быть	5	2
144	этого рода	2	2
145	писал в	3	2
146	ту же	2	2
147	на это	2	2
148	о том	10	2
149	творческого процесса	22	2
150	как он	2	2
151	которая не	2	2
152	в сознании	4	2
153	а для	2	2
