N	2gram	Propp_Isto_3	Literetu
1	а не	6	20
2	и в	22	19
3	может быть	11	17
4	то же	6	12
5	и не	12	11
6	в том	9	10
7	как и	3	10
8	но и	12	10
9	состоит в	3	9
10	не может	4	9
11	в этом	17	9
12	в то	2	9
13	с другой	7	8
14	не только	14	8
15	и даже	2	8
16	том что	8	7
17	то что	7	7
18	так и	2	7
19	с одной	2	7
20	не менее	5	6
21	одной стороны	2	6
22	при этом	2	6
23	и на	4	6
24	с тобой	2	5
25	я не	3	5
26	у нас	4	5
27	одна из	2	5
28	но не	7	5
29	в качестве	2	5
30	он не	5	5
31	вместе с	9	5
32	так в	6	5
33	того что	5	5
34	что в	15	4
35	в частности	5	4
36	прежде всего	3	4
37	не в	4	4
38	но тем	2	4
39	в ней	2	4
40	в его	3	4
41	даже в	2	4
42	один из	5	4
43	жизни и	2	4
44	так что	5	4
45	другой стороны	7	4
46	по отношению	2	4
47	тем что	4	4
48	точки зрения	2	4
49	в русской	3	4
50	никогда не	3	3
51	о себе	3	3
52	что он	9	3
53	в нем	9	3
54	и как	3	3
55	одним из	4	3
56	но это	3	3
57	такой же	2	3
58	в этой	5	3
59	и он	2	3
60	и др	2	3
61	не с	2	3
62	отношению к	2	3
63	данном случае	3	3
64	со стороны	3	3
65	себе и	2	3
66	а именно	4	3
67	то и	6	3
68	и для	2	3
69	так как	7	3
70	а в	6	3
71	и его	4	3
72	и то	2	3
73	и с	4	3
74	в данном	4	3
75	в другом	2	3
76	как правило	2	3
77	ничего не	6	3
78	на этом	4	2
79	не было	2	2
80	к жизни	2	2
81	же как	2	2
82	с тем	2	2
83	у него	3	2
84	в них	6	2
85	я тебя	2	2
86	в одном	2	2
87	в жизни	2	2
88	все еще	6	2
89	вовсе не	2	2
90	что было	2	2
91	из того	2	2
92	не исключают	2	2
93	и к	3	2
94	а также	2	2
95	для нас	4	2
96	этом случае	5	2
97	а затем	3	2
98	тем не	5	2
99	все что	3	2
100	еще не	10	2
101	было бы	3	2
102	не вполне	6	2
103	что и	9	2
104	говорит я	2	2
105	все же	5	2
106	и т	16	2
107	же в	2	2
108	в целом	3	2
109	из них	7	2
110	могут быть	5	2
111	не раз	2	2
112	той же	2	2
113	все равно	3	2
114	уже не	7	2
115	что ты	4	2
116	и что	2	2
117	он на	2	2
118	что не	2	2
119	друг друга	6	2
120	не видит	2	2
121	в русском	2	2
122	потому что	3	2
123	на себя	2	2
124	он и	3	2
125	ту же	2	2
126	и вновь	2	2
127	о том	3	2
128	представляет собой	3	2
129	а если	3	2
130	как это	4	2
131	в него	2	2
132	но в	10	2
133	одном из	3	2
