N	2gram	Losev_Dial_2	Myshleni
1	и в	19	25
2	в том	14	23
3	том что	10	20
4	что в	7	17
5	так же	2	17
6	таким образом	4	17
7	с тем	2	16
8	как и	10	15
9	то что	14	15
10	в этом	8	14
11	вместе с	2	14
12	может быть	20	13
13	так как	14	12
14	по своему	5	11
15	перед нами	2	10
16	что они	6	10
17	как бы	14	10
18	и не	30	10
19	и что	5	10
20	того что	6	10
21	было бы	3	10
22	что и	5	10
23	только в	5	10
24	заключается в	4	9
25	связи с	4	9
26	как в	2	9
27	ни в	10	9
28	тем что	2	8
29	как мы	3	8
30	уже в	4	7
31	все эти	2	7
32	что мы	2	7
33	как это	7	7
34	по себе	18	7
35	по своей	4	7
36	в области	2	7
37	самого начала	2	6
38	не менее	3	6
39	с другой	5	6
40	с самого	2	6
41	не в	8	6
42	же как	3	6
43	не может	9	6
44	в связи	4	6
45	потому что	14	6
46	мы должны	2	6
47	от этого	3	6
48	что он	6	6
49	в силу	5	6
50	зависимости от	2	6
51	но не	6	6
52	не только	19	6
53	все же	4	6
54	точки зрения	12	6
55	все это	4	6
56	так и	10	5
57	именно в	2	5
58	что это	10	5
59	тем не	2	5
60	и как	10	5
61	но это	7	5
62	при этом	4	5
63	что она	14	5
64	с одной	2	5
65	и по	4	5
66	с ее	2	5
67	человека и	2	5
68	в зависимости	2	5
69	мы уже	8	5
70	и к	7	5
71	о том	5	5
72	могут быть	4	5
73	в этой	3	5
74	не могут	4	4
75	независимо от	4	4
76	в частности	2	4
77	никогда не	9	4
78	в своем	4	4
79	в какой	2	4
80	прежде всего	8	4
81	в смысле	5	4
82	к тому	2	4
83	что с	2	4
84	всяком случае	2	4
85	время как	7	4
86	отнюдь не	6	4
87	из них	3	4
88	но и	12	4
89	от того	4	4
90	а в	4	4
91	сказать что	10	4
92	в то	6	4
93	с ним	4	4
94	мы имеем	3	4
95	тогда когда	6	4
96	с этим	3	4
97	и все	12	4
98	что оно	4	4
99	то время	4	4
100	еще не	4	4
101	он не	4	4
102	тем же	2	4
103	которые не	2	4
104	это значит	8	4
105	во всяком	2	4
106	и это	5	4
107	значит что	12	4
108	или иная	2	3
109	что эти	2	3
110	на этом	2	3
111	в самом	5	3
112	если в	2	3
113	и их	3	3
114	другой стороны	4	3
115	но только	3	3
116	с ними	2	3
117	в результате	2	3
118	их в	2	3
119	между тем	2	3
120	его в	3	3
121	как он	4	3
122	та или	2	3
123	не как	2	3
124	в жизни	2	3
125	но как	5	3
126	мы видим	2	3
127	общения с	3	3
128	сами по	3	3
129	не есть	47	3
130	или менее	2	3
131	если мы	2	3
132	как известно	2	3
133	в виде	2	3
134	того как	2	3
135	то же	12	2
136	все время	3	2
137	можно ли	3	2
138	в этих	3	2
139	тому что	2	2
140	и от	3	2
141	следовательно не	2	2
142	в тех	2	2
143	в один	3	2
144	так что	7	2
145	но все	2	2
146	как они	3	2
147	той или	4	2
148	в сфере	2	2
149	в нем	10	2
150	этих последних	2	2
151	и только	4	2
152	того и	2	2
153	должно быть	7	2
154	в своих	2	2
155	на его	2	2
156	ни на	2	2
157	того или	2	2
158	что по	2	2
159	всех этих	3	2
160	само по	2	2
161	в одном	4	2
162	с нею	3	2
163	ясно что	4	2
164	об этом	3	2
165	же в	2	2
166	только потому	2	2
167	в таком	4	2
168	о котором	3	2
169	есть и	6	2
170	это мы	2	2
171	и может	6	2
172	мы в	2	2
173	и потому	5	2
174	но всегда	2	2
175	вопрос об	4	2
176	не будет	2	2
177	в мире	2	2
178	в своей	8	2
179	только что	5	2
180	уже не	3	2
181	и его	5	2
182	или в	2	2
183	или иначе	2	2
184	и то	7	2
185	в каком	4	2
186	в себе	15	2
187	без этого	4	2
188	в чем	3	2
